"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"'Rest Stop'","Cruising Areas",NA,NA,"Houston","TX","","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Pontiac","MI","","Bob Damron's Address Book","United States","Pontiac, MI, United States",-83.2910468,42.6389216,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Lebanon","OH","","Bob Damron's Address Book","United States","Lebanon, OH, United States",-84.2029922,39.4353373,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Cedar Rapids","IA","betw. Cedar Rapids & Iowa City (Summers only)","Bob Damron's Address Book","United States","Cedar Rapids, IA, United States",-91.6656232,41.9778795,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Rutland","VT","","Bob Damron's Address Book","United States","Rutland, VT, United States",-72.9726065,43.6106237,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Kalamazoo","MI","4 mi. W.","Bob Damron's Address Book","United States","Kalamazoo, MI, United States",-85.5872286,42.2917069,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Sharon","PA","(AYOR - Fuzz)","Bob Damron's Address Book","United States","Sharon, PA, United States",-80.4934035,41.2331116,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Worcester","MA","(Uxbridge)","Bob Damron's Address Book","United States","Worcester, MA, United States",-71.8022934,42.2625932,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ogunquit","ME","","Bob Damron's Address Book","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Hattiesburg","MS","","Bob Damron's Address Book","United States","Hattiesburg, MS, United States",-89.2903392,31.3271189,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Dayton","OH","at exits 201 & 202","Bob Damron's Address Book","United States","Dayton, OH, United States",-84.1916069,39.7589478,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ozark","AR","(I-40)","Bob Damron's Address Book","United States","Ozark, AR, United States",-93.8272262,35.4869588,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Lansing","MI","(Okemos)","Bob Damron's Address Book","United States","Lansing, MI, United States",-84.5555347,42.732535,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Attleboro","MA","nr. jet. 28","Bob Damron's Address Book","United States","Attleboro, MA, United States",-71.2856082,41.9445441,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Augusta","ME","Augusta (Northbound) - also woods in back","Bob Damron's Address Book","United States","Augusta, ME, United States",-69.7794897,44.3106241,1983
"'Rest Stop'","Cruising Areas",NA,NA,"New Lebanon","IN","","Bob Damron's Address Book","United States","New Lebanon, IN, United States",-87.4711321,39.0408758,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Lafayette","LA","","Bob Damron's Address Book","United States","Lafayette, LA, United States",-92.0198427,30.2240897,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Beaver Dam","WI","3 mi. S.","Bob Damron's Address Book","United States","Beaver Dam, WI, United States",-88.837329,43.4577692,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Swansea","MA","","Bob Damron's Address Book","United States","Swansea, MA, United States",-71.1895617,41.748162,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Marshfield-Pembroke","MA","","Bob Damron's Address Book","United States","Marshfield-Pembroke, MA, United States",-70.8092,42.0714925,1983
"'Rest Stop'","Cruising Areas",NA,NA,"South Chino","ME","","Bob Damron's Address Book","United States","South Chino, ME, United States",-69.5709229,44.3949791,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Oshkosh","WI","","Bob Damron's Address Book","United States","Oshkosh, WI, United States",-88.5426136,44.0247062,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Flint","MI","Both N & S.","Bob Damron's Address Book","United States","Flint, MI, United States",-83.6874562,43.0125274,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Philipsburg","PA","betw. Philipsburg & Port Matilda","Bob Damron's Address Book","United States","Philipsburg, PA, United States",-78.2205688,40.8964465,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Columbus","OH","","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Little Rock","AR","W. on I-40 (Gazebos)","Bob Damron's Address Book","United States","Little Rock, AR, United States",-92.2880157,34.7444618,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Chattanooga","TN","betw. Chattanooga & Cleveland","Bob Damron's Address Book","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Flint","MI","(West)","Bob Damron's Address Book","United States","Flint, MI, United States",-83.6874562,43.0125274,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ann Arbor","MI","Northbound at 31 mile marker","Bob Damron's Address Book","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Canton","OH","just N. of N. Canton","Bob Damron's Address Book","United States","Canton, OH, United States",-81.378447,40.7989473,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Cleveland","OH","25 mi. E.","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Logan","UT","E. of town","Bob Damron's Address Book","United States","Logan, UT, United States",-111.8338359,41.7369803,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Mount Vernon","TX","3 mi. W.","Bob Damron's Address Book","United States","Mount Vernon, TX, United States",NA,NA,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Walton","KS","","Bob Damron's Address Book","United States","Walton, KS, United States",-97.2567001,38.1177891,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Flagstaff","AZ","NW on Hwy. 80","Bob Damron's Address Book","United States","Flagstaff, AZ, United States",-111.651302,35.1982836,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ft. Worth","TX","","Bob Damron's Address Book","United States","Ft. Worth, TX, United States",-97.3307658,32.7554883,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Muncie","IN","10 mi. S., just off Ind. 3","Bob Damron's Address Book","United States","Muncie, IN, United States",-85.3863599,40.1933767,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Medford","OR","5 mi. S. (Late nights)","Bob Damron's Address Book","United States","Medford, OR, United States",-122.8755949,42.3265152,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Mine Hill","NJ","W. of Dover","Bob Damron's Address Book","United States","Mine Hill, NJ, United States",-74.5937701,40.8778768,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Houston","TX","15 E.","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Augusta","KS","7 mi. E.","Bob Damron's Address Book","United States","Augusta, KS, United States",-96.9767023,37.6866844,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Orange","CT","Wilbur Cross Pkwy - E.","Bob Damron's Address Book","United States","Orange, CT, United States",-73.0265277,41.278637,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Greencastle","PA","","Bob Damron's Address Book","United States","Greencastle, PA, United States",-77.7277714,39.790371,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Saginaw","MI","Southbound betw. Bay City and Saginaw","Bob Damron's Address Book","United States","Saginaw, MI, United States",-83.9508068,43.4194699,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Greenville","SC","betw. Greenville & Anderson S.C.","Bob Damron's Address Book","United States","Greenville, SC, United States",-82.3940104,34.8526176,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Wilkes-Barre","PA","12 mi. S.","Bob Damron's Address Book","United States","Wilkes-Barre, PA, United States",-75.8813075,41.2459149,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Greensboro","NC","","Bob Damron's Address Book","United States","Greensboro, NC, United States",-79.7919754,36.0726354,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Bangor","ME","Southbound at Herman &","Bob Damron's Address Book","United States","Bangor, ME, United States",-68.7712257,44.8016128,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Appleton","WI","betw. Appleton & Green Bay","Bob Damron's Address Book","United States","Appleton, WI, United States",-88.4153847,44.2619309,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Kenosha","WI","(4 mi. W.)","Bob Damron's Address Book","United States","Kenosha, WI, United States",-87.8211854,42.5847425,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Findlay","OH","","Bob Damron's Address Book","United States","Findlay, OH, United States",-83.6502309,41.0391283,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Seekonk","MA","E & W (AYOR)","Bob Damron's Address Book","United States","Seekonk, MA, United States",-71.3369972,41.808434,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Swansea","MA","","Bob Damron's Address Book","United States","Swansea, MA, United States",-71.1895617,41.748162,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Oxford","MS","","Bob Damron's Address Book","United States","Oxford, MS, United States",-89.5188246,34.3659868,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Arcadia","LA","westbound","Bob Damron's Address Book","United States","Arcadia, LA, United States",-92.920158,32.5490406,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Springfield","VT","","Bob Damron's Address Book","United States","Springfield, VT, United States",-72.4819743,43.298701,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ruston","LA","","Bob Damron's Address Book","United States","Ruston, LA, United States",-92.637927,32.5232053,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Akron","OH","(N & S)","Bob Damron's Address Book","United States","Akron, OH, United States",-81.5188377,41.081199,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Grants Pass","OR","3 mi. N. (Both sides)","Bob Damron's Address Book","United States","Grants Pass, OR, United States",-123.3283925,42.4390069,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Worcester","MA","on 140 (Upton)","Bob Damron's Address Book","United States","Worcester, MA, United States",-71.8022934,42.2625932,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Springfield","MA","betw. Northampton & Holyoke (Mass arrests)","Bob Damron's Address Book","United States","Springfield, MA, United States",-72.589811,42.1014831,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Parsons","KS","7 mi. W.","Bob Damron's Address Book","United States","Parsons, KS, United States",-95.2610838,37.3403384,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Butler","NJ","","Bob Damron's Address Book","United States","Butler, NJ, United States",-74.3415394,41.0037087,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Ogunquit","ME","","Bob Damron's Address Book","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Wooster","OH","","Bob Damron's Address Book","United States","Wooster, OH, United States",-81.9399145,40.798237,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Tempe","AZ","Hwy 80 N.","Bob Damron's Address Book","United States","Tempe, AZ, United States",-111.9400054,33.4255104,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Brunswick","ME","betw. Bath & Brunswick (S.)","Bob Damron's Address Book","United States","Brunswick, ME, United States",-69.9669961,43.9140162,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Augusta","ME","at Sidney (Southbound)","Bob Damron's Address Book","United States","Augusta, ME, United States",-69.7794897,44.3106241,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Marion","OH","","Bob Damron's Address Book","United States","Marion, OH, United States",-83.1285242,40.5886699,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Longview","TX","","Bob Damron's Address Book","United States","Longview, TX, United States",-94.7404891,32.5007037,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Green Bay","WI","eastside nr. city limits","Bob Damron's Address Book","United States","Green Bay, WI, United States",-88.0132958,44.5133188,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Green Bay","WI","S. of DePere (AYOR - many arrests)","Bob Damron's Address Book","United States","Green Bay, WI, United States",-88.0132958,44.5133188,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Carthegena","OH","1 1/2 mi. W.","Bob Damron's Address Book","United States","Carthegena, OH, United States",-84.5621823,40.4378453,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Uxbridge","MA","","Bob Damron's Address Book","United States","Uxbridge, MA, United States",-71.6302532,42.0772429,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Batesville","MS","(Both sides)","Bob Damron's Address Book","United States","Batesville, MS, United States",-89.9442567,34.3114982,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Mansfield","OH","","Bob Damron's Address Book","United States","Mansfield, OH, United States",-82.5154471,40.75839,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Richfield","OH","just S. of 271","Bob Damron's Address Book","United States","Richfield, OH, United States",-81.6381785,41.2397772,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Nacogdoches","TX","10 mi. S.","Bob Damron's Address Book","United States","Nacogdoches, TX, United States",-94.656004,31.6039455,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Chambersburg","PA","Southbound","Bob Damron's Address Book","United States","Chambersburg, PA, United States",-77.6611022,39.9375911,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Findlay","OH","","Bob Damron's Address Book","United States","Findlay, OH, United States",-83.6502309,41.0391283,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Junction City","KS","2 mi. W. of town","Bob Damron's Address Book","United States","Junction City, KS, United States",-96.8313978,39.0286093,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Wakarusa","KS","","Bob Damron's Address Book","United States","Wakarusa, KS, United States",-95.6960344,38.8856935,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Columbia","SC","on 1-26 S.","Bob Damron's Address Book","United States","Columbia, SC, United States",-81.0348144,34.0007104,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Morton","MS","","Bob Damron's Address Book","United States","Morton, MS, United States",-89.6545171,32.3537557,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Macon","GA","by Macon bypass","Bob Damron's Address Book","United States","Macon, GA, United States",-83.6324022,32.8406946,1983
"'Rest Stop'","Cruising Areas",NA,NA,"Northampton","MA","","Bob Damron's Address Book","United States","Northampton, MA, United States",-72.6412013,42.3250896,1983
"'Rest Stop' & woods","Cruising Areas",NA,NA,"Pine Grove","PA","behind I-81, betw. exit 31 & 32","Bob Damron's Address Book","United States","Pine Grove, PA, United States",-76.3846781,40.5484233,1981
"'Rest Stop' & woods","Cruising Areas",NA,NA,"Pine Grove","PA","behind I-81, betw. exit 31 & 32","Bob Damron's Address Book","United States","Pine Grove, PA, United States",-76.3846781,40.5484233,1983
"'Rest Stop' 35 mi. S. on I-10 (Northbound and Southbound)","Cruising Areas",NA,NA,"Phoenix","AZ","","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1981
"'Rest Stop' at Cactus City - W on I-10","Cruising Areas",NA,NA,"Quartzite","AZ","","Bob Damron's Address Book","United States","Quartzite, AZ, United States",-114.2299486,33.6639137,1981
"'Rest Stop' on 1-95","Cruising Areas",NA,NA,"Marcus Hook","PA","","Bob Damron's Address Book","United States","Marcus Hook, PA, United States",-75.4185272,39.8192794,1981
"'Rest Stop' on I-30, 5 mi. S","Cruising Areas",NA,NA,"Ft. Smith","AR","","Bob Damron's Address Book","United States","Ft. Smith, AR, United States",-94.4209646,35.3843722,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Swansea","MA","E & W","Bob Damron's Address Book","United States","Swansea, MA, United States",-71.1895617,41.748162,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Joplin","MO","","Bob Damron's Address Book","United States","Joplin, MO, United States",-94.513281,37.0842271,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Salem","OR","betw. Salem & Portland also betw. Salem & Albany (both sides - discretion)","Bob Damron's Address Book","United States","Salem, OR, United States",-123.0350963,44.9428975,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Grand Rapids","MI","just S. of 54th St.","Bob Damron's Address Book","United States","Grand Rapids, MI, United States",-85.6680863,42.9633599,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Marshall","TX","","Bob Damron's Address Book","United States","Marshall, TX, United States",-94.3674184,32.5448714,1981
"'Rest Stops'","Cruising Areas",NA,NA,"Lowell","MA","(nr. Chelmsford)","Bob Damron's Address Book","United States","Lowell, MA, United States",-71.3161718,42.6334247,1981
