"title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","status","amenityfeatures"
"No Name Bar","(Some OC)(Cruisy)","Bars/Clubs,Cruising Areas","2513 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2513 N. Fitzhugh, Dallas, TX",-96.7838107,32.8123356,"2513 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(W-1972-1989),(OC)"
"Oak Lawn Transfer","(No booze—juice bar)(Disco) (May be adding liquor)","Bars/Clubs","3118 Oak Lawn","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3118 Oak Lawn, Dallas, TX",-96.8085389,32.8095699,"3118 oak lawn ave, dallas, tx 75219, usa","Google Verified Location","(D),(YC)"
"Oaktown Public Library","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.796988,32.776664,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Old Wives Tale","","Restaurant","1300 E. Burnside","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1300 E. Burnside, Portland, OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa","Google Verified Location","(M-1965-1989),(L-1980-1989),(R-1965-1989)"
"Olympic Steam Bath","Downtown(10am - 11pm)","Bathhouses","509 S.W. 4th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"509 S.W. 4th Ave., Portland, OR",-122.676226,45.519704,"509 sw 4th ave, portland, or 97204, usa","Google Verified Location",""
"Olympic Steam Bath","Uptown (Open 24 hours) (Massages)","Bathhouses","531 S.W. 12th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"531 S.W. 12th Ave., Portland, OR",-122.6838941,45.5214529,"531 sw 12th ave, portland, or 97205, usa","Google Verified Location",""
"Other Inn","","Bars/Clubs","242 S.W. Alder","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"242 S.W. Alder, Portland, OR",-122.6748024,45.518445,"242 sw alder st, portland, or 97204, usa","Google Verified Location","(OC),(PT)"
"Other Side of Midnight","(L - only)","Bars/Clubs","426 S.W. Hawthorne","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"426 S.W. Hawthorne, Portland, OR",-122.6981588,45.5075291,"sw hawthorne terrace, portland, or 97201, usa","Google Verified Location","(L-1980-1989),(D)"
"Outlaw","","Bars/Clubs,Cruising Areas","1028 W. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"1028 W. 7 Mile Rd., Detroit, MI",-83.0929449,42.4323269,"1028 w seven mile rd, detroit, mi 48203, usa","Google Verified Location","(W-1972-1989),(SM),(FFA),(*)"
"Palmer Park","'Chicken' Fountain, Duck Pond and Foot Paths","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,", MI",-83.113954,42.423952,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Park Avenue Baths","(Best days)","Bathhouses","2027 Park","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"2027 Park, Detroit, MI",-82.9462682,42.3642697,"s park st, detroit, mi 48215, usa","Google Verified Location",""
"Parsonage","(Some B)(Disco)","Bars/Clubs,Restaurant","624 3rd St.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"624 3rd St., Detroit, MI",-83.0536624,42.3273164,"624 3rd ave, detroit, mi 48226, usa","Google Verified Location","(B-1970-1989),(D),(R-1965-1989)"
"Peacock","","Bars/Clubs","3224 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3224 N. Fitzhugh, Dallas, TX",-96.7933529,32.8173547,"3224 n fitzhugh ave, dallas, tx 75205, usa","Google Verified Location",""
"Peppino's Too","(Italian)","Restaurant","3326 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3326 N. Fitzhugh, Dallas, TX",-96.7945213,32.8176387,"3326 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Prudential Health Club Baths","","Bathhouses","124 W. State Fair","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"124 W. State Fair, Detroit, MI",-83.104356,42.439741,"124 w state fair ave, detroit, mi 48203, usa","Google Verified Location","(YC),(*)"
"Queens Point","Lake Dallas","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-97.003862,33.115071,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"R & R","(Some W, SM)","Restaurant","6918 Michigan Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"6918 Michigan Ave., Detroit, MI",-83.1299368,42.3314542,"6918 michigan ave, detroit, mi 48210, usa","Google Verified Location","(W-1972-1989),(SM),(*)"
"Rhinoceros","","Restaurant","265 Riopelle","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"265 Riopelle, Detroit, MI",-83.0302374,42.3335098,"265 riopelle st, detroit, mi 48207, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"River Rouge Park","","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,", MI",-83.236059,42.310105,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Riverchon Park","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.812522,32.801702,"unclear_coded_by_hand","Verified Location","Cruisy Area,(AYOR)"
"Rooster Rock St. Park","'B .A .' Beach - E. end 30 mi. E. of Portland","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.236468,45.546833,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Round-Up Saloon","(Disco)","Bars/Clubs","3914 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(*),(C&W),(D)"
"S.M.U.","(1st & 2nd fir. T-Rooms) (Main Library)","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.784517,32.841218,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Sassy's","(Disco)","Bars/Clubs","4916 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4916 McKinney, Dallas, TX",-96.7846076,32.8274526,"4916 mckinney ave, dallas, tx 75205, usa","Google Verified Location","(YC),(L-1980-1989),(D)"
"Scorpio Adult Books","","Book Store","209 S.W. Taylor","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"209 S.W. Taylor, Portland, OR",-122.6754378,45.5168843,"209 sw taylor st, portland, or 97204, usa","Google Verified Location",""
"Silver Star","(Neighborhood)","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"9310 Greenfield, Detroit, MI",-83.1969255,42.3636956,"9310 greenfield rd, detroit, mi 48228, usa","Google Verified Location",""
"Sin City Adult Books","","Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"838 S.W. 3rd Ave., Portland, OR",-122.675973,45.517006,"838 sw 3rd ave, portland, or 97204, usa","Google Verified Location",""
"Sissy's Tavern","(Male mud wrestling)","Bars/Clubs","413 W. Burnside","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"413 W. Burnside, Portland, OR",-122.6747541,45.5233576,"413 w burnside st, portland, or 97209, usa","Google Verified Location",""
"Six Mile 'Hustlers'","hitch-hiking on Woodward betw. 6 & 7 Mile Roads","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,", MI",-83.027302,42.41943,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Six Mile Theatre","","Theatre","16525 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16525 Woodward Ave., Detroit, MI",-83.1051091,42.4171825,"16525 woodward ave, highland park, mi 48203, usa","Google Verified Location",""
"Somebody's Place Tavern","","Bars/Clubs","729 S.W. 9th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"729 S.W. 9th Ave., Portland, OR",-122.6816666,45.5196891,"729 sw 9th ave., portland, or 97205, usa","Google Verified Location","(PT)"
"Stark Street Station","(Disco)(Some W)(Liquor)(C - AH - WE*)","Bars/Clubs","1217 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"1217 S.W. Stark, Portland, OR",-122.67463,45.5204767,"1217 sw harvey milk st, portland, or 97205, usa","Google Verified Location","(PT),(D),(C-1965-1989),(AH),(WE),(W-1972-1989),(*)"
"Steak 'n' Eggs","","Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3849 Cedar Springs, Dallas, TX",-96.8100554,32.8100874,"3849 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(M-1965-1989),(R-1965-1989),(C-1965-1989)"
"Stephen's Saloon","","Bars/Clubs","17436 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"17436 Woodward Ave., Detroit, MI",-83.1059363,42.4193513,"17436 woodward ave, detroit, mi 48203, usa","Google Verified Location","(W-1972-1989),(YC)"
"String Bean","","Restaurant","3506 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3506 McKinney, Dallas, TX",-96.7983077,32.8059318,"3506 mckinney ave, dallas, tx 75204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Sundance Kid's","(Cruisy)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4025 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Google Verified Location","(W-1972-1989),(SM),(*)"
"Sutherlands","(Looks promising)","Restaurant","2911 Routh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2911 Routh, Dallas, TX",-96.8050783,32.7988713,"2911 routh st, dallas, tx 75201, usa","Google Verified Location","(R-1965-1989),(E)"
"T.N.T. Bar","(Disco)(Adj. Baths)","Bars/Clubs,Bathhouses","13333 W. 8 Mi. Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"13333 W. 8 Mi. Rd., Detroit, MI",-83.3678983,42.4407732,"w 8 mile rd, michigan, usa","Google Verified Location","(D),(E)"
"Terrace","","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"9310 Greenfield, Detroit, MI",-83.1969255,42.3636956,"9310 greenfield rd, detroit, mi 48228, usa","Google Verified Location","(D)"
"Tex's Ranch","(C - AH)(WE *)","Bars/Clubs","4117 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4117 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Google Verified Location","(W-1972-1989),(SM),(D),(C-1965-1989),(AH),(*)"
"Texas Territory","(Could click)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2508 N. Fitzhugh, Dallas, TX",-96.7833322,32.8126323,"2508 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(W-1972-1989),(PT)"
"The Landing","(Disco)(Some L, YC)(C-AH-WE*)","Bars/Clubs","2609 N. Pearl St.","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2609 N. Pearl St., Dallas, TX",-96.8054166,32.7930321,"2609 n pearl st, dallas, tx 75201, usa","Google Verified Location","(D),(PT),(L-1980-1989),(YC),(C-1965-1989),(AH),(WE),(*)"
"The Store","(Cards & gifts)","Business","804 S.W. 10th Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"804 S.W. 10th Ave., Portland, OR",-122.6823797,45.5190677,"804 sw 10th ave, portland, or 97205, usa","Google Verified Location",""
"Throckmorton Mining Co.","(Cruisy)(Macho)","Bars/Clubs,Cruising Areas","3014 Throckmorton","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa","Google Verified Location","(*),(PT)"
"Todd's Other Side","(Disco)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"8139 E. 7 Mile Rd., Detroit, MI",-83.0216192,42.4343253,"8139 seven mile e, detroit, mi 48234, usa","Google Verified Location","(D)"
"Todd's Sway Lounge","","Bars/Clubs","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"Address found here: https://detroitpunkarchive.com/venues/todds/",NA,", MI",-83.021619,42.434325,"unclear_coded_by_hand","Verified Location","(*),(YC)"
"Underground","(WE-AH, 2-4am) at Greenfield","Bars/Clubs","15535 W. 8 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"15535 W. 8 Mile Rd., Detroit, MI",-83.3214984,42.4415094,"15535 w 8 mile rd, livonia, mi 48152, usa","Google Verified Location","(D),(WE),(AH)"
"Union Jack","(Clothing store)","Business","3918 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3918 Cedar Springs, Dallas, TX",-96.8104768,32.8107667,"3918 cedar springs rd, dallas, tx 75219, usa","Google Verified Location",""
"United Community Church","","Religious Institution","4402 Roseland","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4402 Roseland, Dallas, TX",-96.7817483,32.8026609,"4402 roseland ave, dallas, tx 75204, usa","Google Verified Location",""
"Uptown Book Stores","","Book Store","16401 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16401 Woodward, Detroit, MI",-83.1041741,42.416138,"16401 woodward ave, highland park, mi 48203, usa","Google Verified Location","(*)"
"Uptown Book Stores","","Book Store","16549 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16549 Woodward, Detroit, MI",-83.1053705,42.4174251,"16549 woodward ave, highland park, mi 48203, usa","Google Verified Location","(*)"
"Victoria's Nephew","","Restaurant","312 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"312 S.W. Stark, Portland, OR",-122.6749124,45.5202625,"312 sw harvey milk st, portland, or 97204, usa","Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Village Station","(Macho)(Disco)(Cruisy) (C-AH-WE)","Bars/Clubs,Cruising Areas","4001 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(D),(*),(C-1965-1989),(AH),(WE)"
"Washington Park","by Lewis & Clark Monument","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.701431,45.521311,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Westland Shopping Center","(Westland)","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,", MI",-83.389153,42.340679,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"White Rock Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,", TX",-96.725316,32.828066,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Wild Crowd Inn","","Bars/Clubs","2515 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"2515 N. Fitzhugh, Dallas, TX",-96.7838891,32.8124282,"2515 n fitzhugh ave, dallas, tx 75204, usa","Google Verified Location","(D),(C&W)"
"Wilde Oscar's","(Patio)(Occ. S*)(Sun. brunch)","Restaurant","318 S.W. 3rd Ave.","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"318 S.W. 3rd Ave., Portland, OR",-122.6741189,45.5205558,"318 sw 3rd ave, portland, or 97204, usa","Google Verified Location","(PT),(R-1965-1989),(S-1965-2002),(*)"
"Women's Place Book Store","","Book Store","2349 S.E. Ankeny","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,"2349 S.E. Ankeny, Portland, OR",-122.6415759,45.5222755,"2349 se ankeny st, portland, or 97214, usa","Google Verified Location",""
"Wood Six Twin Theatre","(All-Male)","Theatre","16549 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"16549 Woodward Ave., Detroit, MI",-83.1053705,42.4174251,"16549 woodward ave, highland park, mi 48203, usa","Google Verified Location",""
"Wooden Nickel Saloon","","Bars/Clubs","3911 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1983,"",NA,"3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(D),(S-1965-2002),(*),(C&W)"
"Woodward Cocktail Lounge","(No sign, but don't miss it! Enter thru parking lot in rear)","Bars/Clubs","6426 Woodward Ave.","Detroit","MI",NA,"Bob Damron's Address Book",1983,"",NA,"6426 Woodward Ave., Detroit, MI",-83.0721051,42.3689354,"6426 woodward ave, detroit, mi 48202, usa","Google Verified Location","(*)"
"Yamhill","('Camp St.') betw. 3rd & 9th","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1983,"",NA,", OR",-122.676306,45.517558,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"'Homo Heights'","Oaklawn & Lemmon","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1984,"",NA,", TX",-96.805542,32.811931,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"A.S.P.","(Business Assn.)","Organization","P.O. Box 568 Plymouth, MI 48170","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"P.O. Box 568 Plymouth, MI 48170, MI",-83.045754,42.331427,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",""
"Adam's","(Some S&M)","Bars/Clubs","4036 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1984,"",NA,"4036 Cedar Springs, Dallas, TX",-96.8118142,32.8119851,"4036 cedar springs rd, dallas, tx 75219, usa","Google Verified Location","(SM)"
"Amigas Club","(Disco) betw. 7 & 8 Mile Roads","Bars/Clubs","19326 Conant","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"19326 Conant, Detroit, MI",-83.0755435,42.4358992,"19326 conant st, detroit, mi 48234, usa","Google Verified Location","(L-1980-1989),(D),(*)"
"Annie Skinner's","","Restaurant,Bars/Clubs","S.E. 10th & Hawthorne","Portland","OR",NA,"Bob Damron's Address Book",1984,"",NA,"S.E. 10th & Hawthorne, OR",-122.655706,45.51223,"unclear_coded_by_hand","Verified Location","(L-1980-1989),(M-1965-1989),(R-1965-1989)"
"Aruba","(Disco)","Bars/Clubs","99 W. 7 Mile Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"99 W. 7 Mile Rd., Detroit, MI",-83.1041001,42.4322586,"99 w seven mile rd, detroit, mi 48203, usa","Google Verified Location","(YC),(D),(*)"
"Bachman Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1984,"",NA,", TX",-96.866597,32.851972,"unclear_coded_by_hand","Verified Location","Cruisy Area"
"Back Stage Deli","(Open until 4 am*) just N. of 6 Mi Rd.","Restaurant","17630 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"17630 Woodward, Detroit, MI",-83.106891,42.420919,"17630 woodward ave, detroit, mi 48203, usa","Google Verified Location","(R-1965-1989),(*)"
"Back Street","(Disco) (Cl. Mon-Tue)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"15606 Joy at Greenfield, MI",-83.199141,42.35857,"unclear_coded_by_hand","Verified Location","(*),(YC),(D)"
"Backpocket","('Jocks') (Cruisy)","Cruising Areas,Restaurant","8832 Greenfield Rd.","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"8832 Greenfield Rd., Detroit, MI",-83.196645,42.3587583,"8832 greenfield rd, detroit, mi 48228, usa","Google Verified Location","(R-1965-1989),(PT),(*)"
"Brass Rail","","Bars/Clubs","6545 Woodward","Detroit","MI",NA,"Bob Damron's Address Book",1984,"",NA,"6545 Woodward, Detroit, MI",-83.0733316,42.3696695,"6545 woodward ave, detroit, mi 48202, usa","Google Verified Location",""
"C.C. Slaughter's","(Cruisy)","Restaurant,Cruising Areas","1014 S.W. Stark","Portland","OR",NA,"Bob Damron's Address Book",1984,"",NA,"1014 S.W. Stark, Portland, OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa","Google Verified Location","(W-1972-1989),(R-1965-1989),(*)"
