"geocode.value","lon","lat","geoAddress"
"Brookline, MA, United States",-71.1211635,42.3317642,"brookline, ma, usa"
"Brooklyn, NY, United States",-73.9441579,40.6781784,"brooklyn, ny, usa"
"Brooklyn Center, MN, United States",-93.3327283,45.076076,"brooklyn center, mn, usa"
"Brooks, ME, United States",-69.120873,44.5503501,"brooks, me 04921, usa"
"Brooksville, FL, United States",-82.3878709,28.5552719,"brooksville, fl 34601, usa"
"Brorkfield, IL, United States",-87.8517253,41.8239203,"brookfield, il, usa"
"Browns Mills, NJ, United States",-74.5834673,39.9729209,"browns mills, pemberton township, nj 08015, usa"
"Brunswick, GA, United States",-81.4914894,31.1499528,"brunswick, ga, usa"
"Brunswick, NJ, United States",-74.4518188,40.4862157,"new brunswick, nj, usa"
"Brunswick East, VIC, Australia",144.9802463,-37.7673388,"brunswick east vic 3057, australia"
"Brussels, , Belgium",4.3571696,50.8476424,"brussels, belgium"
"Bucks County, PA, United States",-75.2479061,40.4107964,"bucks county, pa, usa"
"Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa"
"Burbank, CA, United States",-118.3089661,34.1808392,"burbank, ca, usa"
"Burlington, IA, United States",-91.1128901,40.8076529,"burlington, ia, usa"
"Burlington, ON, Canada",-79.7990319,43.3255196,"burlington, on, canada"
"Burlington, VT, United States",-73.212072,44.4758825,"burlington, vt, usa"
"Burnsville, MN, United States",-93.2777226,44.7677424,"burnsville, mn, usa"
"Bushnell, FL, United States",-82.1128629,28.6649924,"bushnell, fl 33513, usa"
"Buzzards Bay, MA, United States",-70.618087,41.7453829,"buzzards bay, bourne, ma 02532, usa"
"Byron Bay, NSW, Australia",153.6105168,-28.6419122,"byron bay nsw 2481, australia"
"Caddo, OK, United States",-96.2633229,34.1267595,"caddo, ok 74729, usa"
"Cadiz, KY, United States",-87.835295,36.8650496,"cadiz, ky 42211, usa"
"Caesarea, , Israel",34.904544,32.519016,"caesarea, israel"
"Calais, ME, United States",-67.2786038,45.1889633,"calais, me, usa"
"Caldas da Rainha, , Portugal",-9.135404,39.4048977,"2500 caldas da rainha, portugal"
"Calgary, AB, Canada",-114.0718831,51.0447331,"calgary, ab, canada"
"Calhoun, GA, United States",-84.9510542,34.502587,"calhoun, ga, usa"
"Calistoga, CA, United States",-122.5797054,38.5787965,"calistoga, ca 94515, usa"
"Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Camden, NJ, United States",-75.1196199,39.9259463,"camden, nj, usa"
"Camden, OH, United States",-84.6485632,39.6289418,"camden, oh 45311, usa"
"Canadensis, PA, United States",-75.2521342,41.1923748,"canadensis, barrett township, pa, usa"
"Candler, NC, United States",-82.6927363,35.5360973,"candler, nc 28715, usa"
"Canmore, Alberta, Canada",-115.3479101,51.0883666,"canmore, ab, canada"
"Canoga Park, CA, United States",-118.6058609,34.208254,"canoga park, los angeles, ca, usa"
"Canton, NC, United States",-82.8373558,35.5328838,"canton, nc 28716, usa"
"Canton, NY, United States",-74.2179326,43.2994285,"new york, usa"
"Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa"
"Cape Canaveral, FL, United States",-80.6077132,28.3922182,"cape canaveral, fl 32920, usa"
"Cape Cod, MA, United States",-70.2962408,41.6687897,"cape cod, massachusetts, usa"
"Cape Girardeau, MO, United States",-89.5181476,37.3058839,"cape girardeau, mo, usa"
"Cape Neddick, ME, United States",-70.6124482,43.1725233,"cape neddick, york, me, usa"
"Carbondale, CO, United States",-107.2111628,39.4022054,"carbondale, co 81623, usa"
"Carbondale, IL, United States",-89.2167501,37.7272727,"carbondale, il, usa"
"Cardiff by the Sea, CA, United States",-117.2788973,33.0208265,"cardiff, encinitas, ca 92007, usa"
"Carlisle, PA, United States",-77.2002745,40.2010241,"carlisle, pa 17013, usa"
"Carmel, IN, United States",-86.1180435,39.978371,"carmel, in, usa"
"Carmichaels, PA, United States",-79.9744992,39.8967425,"carmichaels, pa 15320, usa"
"Carolina Beach, NC, United States",-77.8935966,34.0351726,"carolina beach, nc 28428, usa"
"Carriere, MS, United States",-89.6521016,30.6166573,"carriere, ms 39426, usa"
"Carroll, IA, United States",-94.8672793,42.0655986,"carroll, ia 51401, usa"
"Carroll, NE, United States",-97.189217,42.2761129,"carroll, ne 68723, usa"
"Carson City, NV, United States",-119.7674034,39.1637984,"carson city, nv, usa"
"Carthage, IL, United States",-91.1362537,40.416433,"carthage, il 62321, usa"
"Carthage, IN, United States",-85.5719189,39.7383781,"carthage, in 46115, usa"
"Casper, WY, United States",-106.2980824,42.848709,"casper, wy, usa"
"Castle Rock, WA, United States",-122.9076141,46.275111,"castle rock, wa 98611, usa"
"Castleton, NY, United States",-73.7462997,42.5331974,"castleton-on-hudson, ny 12033, usa"
"Catawba, VA, United States",-80.1097462,37.3826741,"catawba, va 24070, usa"
"Caulfield, VIC, Australia",145.0295877,-37.8831621,"caulfield vic 3162, australia"
"Cave Junction, OR, United States",-123.6481235,42.1628912,"cave junction, or 97523, usa"
"Cazadero, CA, United States",-123.0852853,38.5332335,"cazadero, ca 95421, usa"
"Cedar, MI, United States",-85.7946704,44.847264,"cedar, mi 49621, usa"
"Cedar Rapids, IA, United States",-91.6656232,41.9778795,"cedar rapids, ia, usa"
"Cedar Spings, MI, United States",-85.5514237,43.2233604,"cedar springs, mi 49319, usa"
"Centennial, CO, United States",-104.8771726,39.5807452,"centennial, co, usa"
"Century, FL, United States",-87.2638628,30.9732384,"century, fl 32535, usa"
"Chamberlain, SD, United States",-99.3306556,43.810828,"chamberlain, sd 57325, usa"
"Champaign, IL, United States",-88.2433829,40.1164204,"champaign, il, usa"
"Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa"
"Chapin, SC, United States",-81.3498211,34.1659795,"chapin, sc 29036, usa"
"Charleston, SC, United States",-79.9310512,32.7764749,"charleston, sc, usa"
"Charleston, WV, United States",-81.6326234,38.3498195,"charleston, wv, usa"
"Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Charlottesville, VA, United States",-78.4766781,38.0293059,"charlottesville, va, usa"
"Charlottetown, PEI, Canada",-63.1310704,46.23824,"charlottetown, pe, canada"
"Chatfield, MN, United States",-92.1892439,43.8416451,"chatfield, mn 55923, usa"
"Chelsea, MI, United States",-84.0205029,42.3180919,"chelsea, mi 48118, usa"
"Chesteron, IN, United States",-87.0641992,41.6105937,"chesterton, in 46304, usa"
"Cheticamp, NS, Canada",-61.0148151,46.6249594,"chéticamp, ns, canada"
"Cheyenne, WY, United States",-104.8202462,41.1399814,"cheyenne, wy, usa"
"Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa"
"Chickasha, OK, United States",-97.9364326,35.052565,"chickasha, ok, usa"
"Chico, CA, United States",-121.8374777,39.7284944,"chico, ca, usa"
"Chiefland, FL, United States",-82.8598421,29.4749621,"chiefland, fl 32626, usa"
"Chillicothe, OH, United States",-82.9824019,39.3331197,"chillicothe, oh 45601, usa"
"Chimayo, NM, United States",-105.9469656,36.0039131,"chimayo, nm, usa"
"Chinchilla, PA, United States",-75.6771348,41.4750789,"chinchilla, pa 18411, usa"
"Christchurch, , New Zealand",172.6305589,-43.5320214,"christchurch, new zealand"
"Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Claire, WI, United States",-88.7878678,43.7844397,"wisconsin, usa"
"Clancy, MT, United States",-111.9863826,46.4652096,"clancy, mt 59634, usa"
"Claremont, CA, United States",-117.7197785,34.0966764,"claremont, ca, usa"
"Claremont, NH, United States",-72.3378744,43.3728635,"claremont, nh, usa"
"Clawson, MI, United States",-83.1463166,42.5333682,"clawson, mi, usa"
"Clearwater, FL, United States",-82.8001026,27.9658533,"clearwater, fl, usa"
"Clermont, IN, United States",-86.3224925,39.8097656,"clermont, in 46234, usa"
"Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Cleveland Heights, OH, United States",-81.556235,41.5200518,"cleveland heights, oh, usa"
"Clinton, TN, United States",-84.1318632,36.1034126,"clinton, tn 37716, usa"
"Clinton Corners, NY, United States",-73.7631252,41.8298561,"clinton corners, ny, usa"
"Clinton Township, MI, United States",-82.9195514,42.5868882,"clinton twp, mi, usa"
"Coatesville, PA, United States",-75.8238355,39.9831616,"coatesville, pa 19320, usa"
"Coconut Creek, FL, United States",-80.1789351,26.2517482,"coconut creek, fl, usa"
"Cody, WY, United States",-109.0565308,44.5263422,"cody, wy 82414, usa"
"Colby, KS, United States",-101.0523773,39.3958369,"colby, ks 67701, usa"
"Colchester, CT, United States",-72.3320051,41.5756728,"colchester, ct 06415, usa"
"Coldstream, BC, Canada",-119.228205,50.223641,"coldstream, bc, canada"
"Coldwater, MI, United States",-85.0005215,41.9403263,"coldwater, mi 49036, usa"
"College, AK, United States",-147.8128291,64.8557,"college, ak 99709, usa"
"Collingswood, NJ, United States",-75.071284,39.9181686,"collingswood, nj, usa"
"Collingwood, Victoria, Australia",144.9873447,-37.799283,"collingwood vic 3066, australia"
"Colmesneil, TX, United States",-94.4226266,30.9093987,"colmesneil, tx 75938, usa"
"Colonial Beach, VA, United States",-76.963583,38.2545737,"colonial beach, va 22443, usa"
"Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Columbia, KY, United States",-85.3063504,37.102841,"columbia, ky 42728, usa"
"Columbia, MD, United States",-76.8610462,39.2037144,"columbia, md, usa"
"Columbia, MO, United States",-92.3340724,38.9517053,"columbia, mo, usa"
"Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa"
"Columbus, GA, United States",-84.9877094,32.4609764,"columbus, ga, usa"
"Columbus, IN, United States",-85.9213796,39.2014404,"columbus, in, usa"
"Columbus, MS, United States",-88.4272627,33.4956744,"columbus, ms, usa"
"Columbus, NC, United States",-82.1970584,35.2531698,"columbus, nc 28722, usa"
"Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Colville, WA, United States",-117.9009544,48.5449971,"colville, wa 99114, usa"
"Comfort, TX, United States",-98.9050337,29.967715,"comfort, tx 78013, usa"
"Concord, NC, United States",-80.579511,35.4087517,"concord, nc, usa"
"Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa"
"Concordia, KS, United States",-97.6625396,39.5708354,"concordia, ks 66901, usa"
"Conover, NC, United States",-81.2186933,35.7065217,"conover, nc, usa"
"Contoocook, NH, United States",-71.7139655,43.2220234,"contoocook, hopkinton, nh 03229, usa"
"Conway, AR, United States",-92.4366522,35.0917506,"conway, ar, usa"
"Conway, SC, United States",-79.0478143,33.8360034,"conway, sc, usa"
"Coon Rapids, MN, United States",-93.3030063,45.1732394,"coon rapids, mn, usa"
"Coos Bay, OR, United States",-124.2131325,43.3672213,"coos bay, or, usa"
"Corbett, OR, United States",-122.2912175,45.5317887,"corbett, or 97019, usa"
"Cornville, AZ, United States",-111.9215438,34.7177989,"cornville, az 86325, usa"
"Corona, NY, United States",-73.8642613,40.7449859,"corona, queens, ny, usa"
"Corpus Christi, TX, United States",-97.396381,27.8005828,"corpus christi, tx, usa"
"Corvallis, OR, United States",-123.2620435,44.5645659,"corvallis, or, usa"
"Cotati, CA, United States",-122.7096666,38.3293416,"cotati, ca 94931, usa"
"Cottonwood, AZ, United States",-112.0098791,34.7391876,"cottonwood, az, usa"
"Council Bluffs, IA, United States",-95.8608333,41.2619444,"council bluffs, ia, usa"
"Coventry, CT, United States",-72.3393021,41.78468,"coventry, ct, usa"
"Covington, KY, United States",-84.5085536,39.0836712,"covington, ky, usa"
"Covington, LA, United States",-90.1009108,30.4754702,"covington, la, usa"
"Covington, OH, United States",-84.3538367,40.1172727,"covington, oh 45318, usa"
"Crandon, WI, United States",-88.9028922,45.5719072,"crandon, wi 54520, usa"
"Craryville, NY, United States",-73.5821463,42.1753954,"craryville, ny, usa"
"Crawfordsville, IN, United States",-86.8744516,40.0411536,"crawfordsville, in 47933, usa"
"Creola, OH, United States",-82.4662671,39.3153474,"creola, oh 45622, usa"
"Crested Butte, CO, United States",-106.9878231,38.8697146,"crested butte, co 81224, usa"
"Crestine, OH, United States",-82.7365677,40.7875572,"crestline, oh, usa"
"Crestone, CO, United States",-105.6997332,37.9963881,"crestone, co 81143, usa"
"Crestview, FL, United States",-86.5727995,30.7541808,"crestview, fl, usa"
"Crosse, WI, United States",-91.6566377,44.1790349,"cross, wi 54629, usa"
"Crossville, TN, United States",-85.0269014,35.9489566,"crossville, tn, usa"
"Crowley, LA, United States",-92.3745761,30.2140928,"crowley, la 70526, usa"
"Croyden, PA, United States",-74.9034996,40.0873329,"croydon, pa 19021, usa"
"Croydon, PA, United States",-74.9034996,40.0873329,"croydon, pa 19021, usa"
"Crozet, VA, United States",-78.700575,38.0695815,"crozet, va 22932, usa"
"Crugers, NY, United States",-73.9226383,41.2334275,"crugers, ny 10520, usa"
"Cuidad Cariari, Heredia, Costa Rica",-84.1640957,9.9716391,"cariari, heredia province, belén, costa rica"
"Cullowhee, NC, United States",-83.1765333,35.3137111,"cullowhee, nc, usa"
"Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa"
"Curacao, , Netherlands Antilles",-68.99002,12.16957,"curaçao"
"Cuttyhunk, MA, United States",-70.9338747,41.4182719,"cuttyhunk island, gosnold, ma 02713, usa"
"Dahlonega, GA, United States",-83.9843953,34.5261465,"dahlonega, ga 30533, usa"
"Dale Hollow Lake, KY, United States",-85.2851801,36.5892445,"dale hollow lake, united states"
"Dallas, GA, United States",-84.8413056,33.9244531,"dallas, ga, usa"
"Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa"
"Daly City, CA, United States",-122.4702079,37.6879241,"daly city, ca, usa"
"Daphne, AL, United States",-87.9036047,30.6035255,"daphne, al, usa"
"Darie, FL, United States",-80.2521157,26.0764783,"davie, fl, usa"
"Darien, CT, United States",-73.4686858,41.0771914,"darien, ct, usa"
"Dartmouth, NS, Canada",-63.5675632,44.6660885,"dartmouth, ns, canada"
"Davao City, , Philippines",125.455341,7.190708,"davao city, davao del sur, philippines"
"Davenport, FL, United States",-81.6017417,28.1614046,"davenport, fl, usa"
"Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa"
"Davie, FL, United States",-80.2521157,26.0764783,"davie, fl, usa"
"Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"Davisburg, MI, United States",-83.5412337,42.7521699,"davisburg, springfield township, mi 48350, usa"
"Daylesfor, VIC, Australia",144.142784,-37.3414092,"daylesford vic 3460, australia"
"Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Daytona Beach Shores, FL, United States",-80.9828323,29.1760933,"daytona beach shores, fl 32118, usa"
"Decatur, GA, United States",-84.2963123,33.7748275,"decatur, ga 30030, usa"
"Decatur, IL, United States",-88.9548001,39.8403147,"decatur, il, usa"
"Decatur, IN, United States",-84.9291329,40.830603,"decatur, in 46733, usa"
"Decorah, IA, United States",-91.7857092,43.3033056,"decorah, ia 52101, usa"
"Deer Park, NY, United States",-73.3292857,40.7617653,"deer park, ny, usa"
"Dekalb, IL, United States",-88.7499128,41.9295355,"dekalb, il, usa"
"Delaware, OH, United States",-83.067965,40.2986724,"delaware, oh 43015, usa"
"Demorest, GA, United States",-83.5451724,34.565098,"demorest, ga 30535, usa"
"Denton, TX, United States",-97.1330683,33.2148412,"denton, tx, usa"
"Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Denyse, NY, United States",-74.0059728,40.7127753,"new york, ny, usa"
"Des Moines, IA, United States",-93.6249593,41.5868353,"des moines, ia, usa"
"Desert Hot Springs, CA, United States",-116.5013793,33.9615186,"desert hot springs, ca, usa"
"Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa"
"Dexter, ME, United States",-69.2898156,45.023918,"dexter, me 04930, usa"
"Dickinson, OR, United States",-102.7896242,46.8791756,"dickinson, nd 58601, usa"
"Dillsburg, PA, United States",-77.034978,40.1109255,"dillsburg, pa 17019, usa"
"Dodgerville, WI, United States",-90.1301237,42.9602743,"dodgeville, wi, usa"
"Dodgeville, WI, United States",-90.1301237,42.9602743,"dodgeville, wi, usa"
"Doerun, GA, United States",-83.9171221,31.3196267,"doerun, ga 31744, usa"
"Dolan Springs, AZ, United States",-114.2732932,35.5919357,"dolan springs, az 86441, usa"
"Dorchester, MA, United States",-71.0648529,42.2994848,"dorchester, boston, ma, usa"
"Douglas, AK, United States",-134.4080528,58.2777689,"douglas, juneau, ak, usa"
"Dover, DE, United States",-75.5243682,39.158168,"dover, de, usa"
"Dover Point, NH, United States",-70.8428346,43.1528638,"dover point, dover, nh 03820, usa"
"Downers Grove, IL, United States",-88.0111746,41.8089191,"downers grove, il, usa"
"Downey, CA, United States",-118.1331593,33.9401088,"downey, ca, usa"
"Downington, PA, United States",-75.7032742,40.0064958,"downingtown, pa 19335, usa"
"Dragoon, AZ, United States",-110.0380342,32.0306741,"dragoon, az 85609, usa"
"Dripping Springs, TX, United States",-98.0866781,30.1902067,"dripping springs, tx, usa"
"Drumore, PA, United States",-76.2649569,39.7917702,"drumore, pa 17518, usa"
"Drury, MO, United States",-92.3225394,36.930137,"drury, mo, usa"
"Dublin, , Ireland",-6.2603097,53.3498053,"dublin, ireland"
"Dudley, MA, United States",-71.9276033,42.0433661,"dudley, ma 01571, usa"
"Duluth, MN, United States",-92.1004852,46.7866719,"duluth, mn, usa"
"Dunbarton, NH, United States",-71.6164615,43.1025818,"dunbarton, nh 03046, usa"
"Duncan, BC, Canada",-123.7079416,48.7786908,"duncan, bc, canada"
"Duncan, British Columbia, Canada",-123.7079416,48.7786908,"duncan, bc, canada"
"Dunedin, , New Zealand",170.5005957,-45.8795455,"dunedin, new zealand"
"Dunmore, PA, United States",-75.6324112,41.4198027,"dunmore, pa, usa"
