title,type,address,unclear.address,city,state,description,stars,star.type,mentions.race,mentions.disability,notes
The Women's Garage,Women's Garage,7249 Deering Ave,,Canoga Park,CA,"Tel. 884-5983. Owned and operated by two women and staffed by full-time female mechanics. Oil changes to engine rebuild - We take the time to explain things to customers"". Full service automotive repair. Foreign and domestic. Excellent reputation for quality and professionalism.",,,,,
Women's Yellow Pages,Publication,PO Box 66093,checked,Los Angeles,CA,Tel 398-5761,,,,,
Community Yellow Pages ,Publication,1314 Tremaine,,Los Angeles,CA,Tel. 939-1200,,,,,
Open Quest Counseling Hotline,Services,,checked,Los Angeles,CA,Tel.650-OPEN &650-6736.This is a professionally operated crisis counseling line for the gay community. All year and around the clock. A licensed counselor is just a phone call away.,,,,,
The Women's Center At Council House (WCCH),Center,543 N Fairfax Ave,,Los Angeles,CA,"Tel. 651-2930. Established to aid everywoman in securing quality healthcare, economic self-reliance, equality and an enriched life; was founded by the National Council of Jewish Women, Los Angeles Section as a place where the interests and concerns of the women of this community would be singularly important WCCH is the meeting place of many agencies, organizations and women's groups with a feminist perspective and goal.",****(*),Organizations,,,
The Gay and Lesbian Community Services Center,Center,1213 N Highland Ave,,Los Angeles,CA,"Mail to: P.O.38777, 90038 Tel.464-7400. As far as I know, this is the most highly organized gay center in the world, with services and facilities for lesbians so complete as to make this a full-service lesbian center. Contact them when you first hit L.A. about housing, employment, military and veterans programs, social activities, disabled lesbians program, counseling and referrals and their open rap group for lesbians. SWITCHBOARD now includes: Lesbian Central- office hours:10.30am-5.15pm Monday through Friday, coordinating all Lesbian activities, referrals, etc. New groups; lesbian mothers and children socials& support/socials for pregnantlesbians.",*****,Organizations,,,
Alcoholism Center For Women,Drug/Alcohol Services,1147 S Alvarado St,checked,Los Angeles,CA,"Tel.381-7805. Support for lesbians with a drinking problem. Counseling and 13 bed recovery home. Social activities, lesbian rap groups, coffee house nights and all women Al-Anon groups. Speakers Bureau- Training Workshop",****(*),Organizations,,,
Society For Senior Gay and Lesbian Citizens (SSGLC),Center,Angeles Plaza 255 S Hill Street Room410,checked,Los Angeles,CA,"(Downtown Los Angeles) Tel.621-3180 or 708-1978.Referral and information center. Luncheons, dinners, lectures, courses on self-defense and economic survival, card parties, field trips, rap groups one very thing from religion to what it's like to be a homosexual at 75'.24 hour hotline. Housing, nursing care, recreational facilities.",***(**),Organizations,,,
KPFK,Radio Program,,checked,Los Angeles,CA,90.7 FM 8.30pm every Sunday. Lesbian Sisters-includes excellent calendar of events,,,,,
Metropolitan Community Church,Religious Groups,3681 Glendon Ave,,Los Angeles,CA,"BeachCities: 3681 Glendon Avenue, (West Los Angeles), 90025 Tel.838-6000.",,,,,
Metropolitan Community Church,Religious Groups,1050 S Hill St,,Los Angeles,CA,"Tel.748-0121.A Christian Church with outreach to the gay community. Rev. Jeri Ann Harvey,Pastor.",,,,,
Universal Fellowship of Metropolitan Community Church (UFMCC),Religious Groups,5300 Santa Monica Blvd,,Los Angeles,CA,International headquarters of the METROPOLITAN COMMUNITY CHURCHES(M.C.C.)- contact them for the latest details about the local churches. They publish a directory of all local M.C.C.'s -over 150 in 8 countries.,,,,,
Iglesia De La Communidad,Religious Groups,1050 S Hill Street,,Los Angeles,CA,(Metropolitana IM.C.C.)Latina. Tel. 668-0979.An M.C.C.for the latin gay community offering counseling and holy unions,,,,,
Temple Beth Chayim Chadashim,Religious Groups,6000 W Pico Blvd,,Los Angeles,CA,"Tel.931-530 ""Serving the lesbian/gay and Jewish Communities"" They have their own temple building and their publication is G'vavim (the Temple Newsletter). Social activities and counseling services.""Everyone is welcome to attend weekly Friday evening services at 8.30pm at our Temple.""",,,checked,,
Flamingo,Bars,3626 Sunset Blvd ,,Los Angeles,CA,"Tel 666-3736. Spectacular tropical garden/ Sunday afternoon garden barbecues/dancing nightly (disco & garden dance floor, also Sunday Tea-dance) freeway close to everywhere. Lighted parking, security guard. Hours Mon-Fri. 4pm-2am. Sat. & Sun. 2pm-2am. Closed Tu. Cocktail hour each Weekday 4pm-8pm. Clientele: beautiful, friendly women. FLAMINGO is about as highly rated as you can possibly get - a must when visiting L.A.",****,"Bars, Clubs, Coffeehouses",,,
Plush Pony,Bars,5261 E Alhambra ,,Los Angeles,CA,"Tel. 226-9302. Women's bar. Dancing/juke box/pool/disco Fri. Sat. Open 7 days a week, 2pm-2am. 17 years old and still going strong.",****,"Bars, Clubs, Coffeehouses",,,
Catch One Disco,Bars,4067 W Pico Blvd,,Los Angeles,CA,Tel. 734-8849. Open Weds. through Sat. only. OJ/pool tables/video games/2 floors - the ground floor is for women. 9pm-4am Fri. + 9pm-5am Sat. Lots of birthday parties.,****,"Bars, Clubs, Coffeehouses",,,
Revolver,Bars,8851 Santa Monica Blvd,,Los Angeles,CA,"Tel. 657-5583. Video bar mostly gay men, but includes the separate women's space: Dyke Lounge.",**(**),"Bars, Clubs, Coffeehouses",,,
The Exchange Club ,Bars,3010 Santa Monica Blvd Suite 341,,Los Angeles,CA,Santa Monica; 90404. A new concept in women's clubs. It operates by membership only & has super-bar nights in different locations. Disco/entertainment/great premises each time. Watch LESBIAN NEWS and/or contact GAY HOTLINE for current information. Be sure and say hi fromGAIA.,****,"Bars, Clubs, Coffeehouses",,,
Clones,Bars,,checked,Los Angeles,CA,"Tel: 66 CLONE Membership club holds bar/disco nights in different places on different nights. Ring them for correct, current details",****,"Bars, Clubs, Coffeehouses",,,
All's Framery,Framing Shop,12333 A Washington Blvd,checked,Los Angeles,CA,"Tel. 398,8231. Conservation museum quality - wood & metal + framing and stretching by friendly, helpful lesbians. B~ sure and say 'hi' to Ali from GAIA.",,,,,
The Roommate Connection,Room Mate Service,7964 Santa Monica Blvd Suite 212,,Los Angeles,CA,in French Market Tel. 822-9866. A recommended service for gay men and women.,,,,,
Herotica,Sexuality Boutique,8722 Santa Monica Blvd,,Los Angeles,CA, Tel. 854-1038. Vibrators/dildoes/lingene. Open Mon-Sat. 11am-7pm.,,,,,
Mixed Company,Information Services,PO Box 3596,checked,Los Angeles,CA,"Tel. 465-5905. Introduces lesbians to gay men and vice-versa. For marriage, escorting, introducing to parents, etc.",,,,,
A Pair of Toucans,Gift Store,2367 Westwood,,Los Angeles,CA,"Tel. 474-4344. Lesbian owned and operated- very nice, helpful people. Be sure and say hi from GAIA.",,,,,
Womantours,Travel Agency,5314 N Figueroe St,,Los Angeles,CA,"Tel. 255-1115. Estilita Gnmaldo, Travel Consultant.",,,,,
Frontrunner Tours and Travel,Travel Agency,6430 Sunset Blvd Suite 905,,Los Angeles,CA, Tel.469-7323.,,,,,
Center For Feminist Therapy,Counseling,12581 Venice Blvd. Suite 204,,Los Angeles,CA,"Tel. 391-6321. Individual, relationship, group therapy",,,,,
Sharon J. Burnett,Counseling,1416 Westwood Blvd Suite 3,,Los Angeles,CA,"Tel. 762-5759 470-3145. Psychotherapy: Individual, Couple.",,,,,
Westside Counseling Service,Counseling,112 S Robertson Blvd ,,Los Angeles,CA,Tel.271-4002,,,,,
Westwide Bar ,Bars/Restaurants,6112 Venice Blvd.,,Los Angeles,CA," Tel. 935-1274. Piano bar, low key and friendly. Mostly gay men but quite good for women too. Recommended. Open 10am-2am Sun. 11am-2am other days",**,"Bars, Clubs, Coffeehouses",,,
Zoo,Bars/Restaurants,4322 Melrose Ave ,,Los Angeles,CA,"Tel. 661 7337. Owned by gay men but quite O.K. for gay women, too. Excellent food in the restaurant. Recommended.",**(MGM),"Bars, Clubs, Coffeehouses",,,
The Go-Between,Coffeehouse,3928 Sunset Blvd,,Los Angeles,CA,Tel. 660-3178,****,"Bars, Clubs, Coffeehouses",,,
On The Fringe,Art Gallery,4328 Melrose Ave,,Los Angeles,CA,(at Heliotrope) Next to the Zoo Restaurant (Hollywood) Tel. 662-2921. Many letters recommending this place. See LESBIAN NEWS of Los Ange!Aa for current happenings.,,,,,
Marty's,Restaurant,8657 W Pico Blvd,,Los Angeles,CA," Tel. 272-1048. Dining/wining/desserts. Open every day from 6pm, Fn. Sat. till 1am. Clientele: mostly gay women.",**,"Bars, Clubs, Coffeehouses",,,
Yukon Mining CO,Restaurant,7328 Santa Monica Blvd,,Los Angeles,CA,Tel. 851-1149. Coffeeshop/restaurant open 24 hours. Chentele: lots of gay women.,*,"Bars, Clubs, Coffeehouses",,,
Fellini's,Restaurant,6810 Melrose Ave,,Los Angeles,CA,2 1⁄2 blocks west of Highland) Tel. 936 3100. Open from 11.30am till about 2am - Sunday brunch is especially recommended. Look for discount coupons in local LA gay publications. Also get information about the new gay bar night next door and report back.,*,"Bars, Clubs, Coffeehouses",,,
Manhattan,Restaurant,1212 Santa Monica Blvd,,Los Angeles,CA,Tel. 451-5511,*,"Bars, Clubs, Coffeehouses",,,
The Greenery,Restaurant,8945 Santa Monica Blvd,,Los Angeles,CA,Tel. 275-9518. Restaurant with a nice little coffee-shop atmosphere. The neighborhood 1sgood & gay and gay women are always more than welcome.,*,"Bars, Clubs, Coffeehouses",,,
Rose Tattoo,Restaurant,665 N Robertson Blvd,,Los Angeles,CA,,*,"Bars, Clubs, Coffeehouses",,,
"Susan Tenhouten, M.S.W.",Counseling,321 S Beverley Dr,,Los Angeles,CA,Tel. 277-7838.,,,,,
De Colores Metropolitan Community Church,Religious Groups,5080 Maywood Ave,,Los Angeles,CA,(Eagle Rock; 90041) Tel. 257-8370. Office: 2-6pm M-Th./Sunday worship: 5.30pm. Weds. 7pm-women only. A ministry for all colors - primarily women.,,,checked,,
"""Affirmation""",Religious Groups,PO Box 46022,checked,Los Angeles,CA,"90046 Tel. 851-1695. Gay Mormons, large lesbian participation. Dances, regular meeting, counseling, referrals, newsletter.",,,,,
Dignity/Los Angeles,Religious Groups,PO Box 27516,checked,Los Angeles,CA,90027 Tel. 467-8911,,,,,
Integrity,Religious Groups,PO Box 109-25 7985 Santa Monica Blvd,checked,Los Angeles,CA,90046 (mail only) Tel. 762-8354. Gay Episcopalians.,,,,,
Southern California Women for Understanding,Special Interest Groups,"633 S Shatto Pl, Suite 207",,Los Angeles,CA,"90005 Tel. 388-2446 (714) 776-6462. Our aim is to eradicate negative stereotypical images of lesbians by example and through positive educational programs about our concerns, lifestyles, issues and lives. Has a very full range of lesbian events.",**,Organizations,,,
Lesbians of Color,Special Interest Groups,PO Box 2344,checked,Los Angeles,CA,90051,**,Organizations,checked,,
White Women Against Racism,Special Interest Groups,2227 Aaron,,Los Angeles,CA,90026 Tel. 661-1575,**,Organizations,checked,,
Smolla,Special Interest Groups,PO Box 4721 Panorama City,checked,Los Angeles,CA,91412. Lesbian S/M group.,**,Organizations,,,
N.O.W./Lesbian Task Force,Special Interest Groups,"6363 Wilshire Blvd, Suite 310",,Los Angeles,CA,90048655-3331/2. National Organisation of Women.,**,Organizations,,,
The Alliance for Gay Artists,Special Interest Groups,PO Box 69A 18,checked,Los Angeles,CA,"90069, or call them at 851-7722 press release. The Alliance for Gay Artists in the Engertainment industry was formed to encourage the responsible portrayal of homosexuals in the entertainment media. They are a group of men and women who, for the most part, are employed as craftspeople in diverse positions in the industry. They began over two years ago as an actors support group. As other artists joined, their focus expanded from interpersonal support to interaction with the entertainment community.
",*,Organizations,,,
Gay & Lesbian Latinos Unidos,Special Interest Groups,PO Box 2744,checked,Los Angeles,CA,90028 Tel. 464-7400 ext. 243,*,Organizations,,,
Stonewall Democratic Club,Special Interest Groups,PO Box 394,checked,Los Angeles,CA,"90039 463-3928. The largest gay democratic club in California. Chapter in San Francisco, too",*,Organizations,,,
Southern California Physicians for Human Rights,Special Interest Groups,7985 Santa Monica Blvd Box 109,checked,Los Angeles,CA,Tel. 858-6767.,*,Organizations,,,
Saga Ski Club,Special Interest Groups,PO Box 27193,checked,Los Angeles,CA,"90027T el. 877-7242. Weekend and week-long ski trips also spring and summer: river rafting, camping, Palm Springs, Hawaii. Various other social events.Gay women and men.",*,Organizations,,,
One INC,Special Interest Groups,2256 Venice Blvd,,Los Angeles,CA,"90006 Tel. 735-5252. One of the very oldest of homosexual organizations in the world. Primarily educational, some publishing, institute with MA and PhD in Homophile Studies. Lectures/social events/research library with 7000 volumes and periodicals. Membership organization- mostly men but quite a few women, too. Catalogue on request.",*,Organizations,,,
Asian/Pacific Lesbian and Gays,Special Interest Groups,5825 Sunset Blvd,,Los Angeles,CA,(210-18) Tel. 894-7723,*,Organizations,,,
Sunset Junction Neighborhood Alliance,Special Interest Groups,PO Box 26565,checked,Los Angeles,CA,"90026 Tel. 413-6562. ""We put on a street fair each August to support the gay and lesbian groups. 200,000 attendance in 1982.""",*,Organizations,,,
Legal Department of Gay/Lesbian Services Center,Attorney,,checked,Los Angeles,CA,"Tel. 464-7400. They keep up a truly enormous file on local attorneys - broken down into their respective fields and services like military, immigration, civil rights problems, race relations, etc. -very current and accurate information.",,,,,
Eirene Alvarez-Anthony,Lawyer,1310 Wilshire Blvd,,Los Angeles,CA,90017 Tel. 484-2899. Immigration law/Spanish speaking.,,,,,
Carol Waymire,Lawyer,1881 Morton Ave,,Los Angeles,CA,90026 Tel. 661-8652.  Recommended by THE GAY AND LESBIAN COMMUNITY SERVICES CENTER as an extremely active lesbian-feminist attorney.,,,,,
Sisterhood Bookstore,Feminist Bookstore,1351 Westwood Blvd.,,Los Angeles,CA,"90024 Tel. 477-7300 and 473-9090. Complete selection of feminist and lesbian books. Also pamphlets, journals, record albums, non sexist children books, posters, jewelry, T-shirts and GAIA'S GUIDE.",,,,,
George Sand Books,Feminist Bookstore,9011 Melrose Ave,,Los Angeles,CA,90069Tel. 858-1648.,,,,,
Papa Beach Paperbacks,Bookstores,11317 Santa Monica Blvd.,,Los Angeles,CA,90025 Tel. 478-2374. Gay literature and small press publications. Open Mon-Thurs 9.30am-11 pm; Fri & Sat midnight. Sun noon-9pm.,,,,,
B. Dalton,Bookstores,6743 Hollywood Blvd,,Los Angeles,CA,90028 Tel. 469-8191. Gay titles/alternative life-styles section.,,,,,
Chatterton's,Bookstores,1818 N. Vermont Ave,,Los Angeles,CA,90027 tel. 664-3882. Gay & feminist books and periodicals. Open Mon-Sat: 10am-11pm. Sun: Noon-9pm.,,,,,
The Homosexual Information Center,Services,6758 Hollywood Blvd Suite 208,,Hollywood,CA,"Tel. 464-8431. Data files, information services. Library/newsletter/biography etc Afternoon only. Weekends by appointment. Call first.",,,,,
National Gay Archives,Archives,PO Box 38100,checked,Hollywood,CA,"Natalie Barney/Edward Carpenter Library Mail to: P.O.Box 38100 Hollywood. Ca. 38100 Hollywood, Ca. 90038 Location: 1654 North Hudson Ave Hollywood,Ca.90028Tel.463-5450. Lectures, discussions. film nights, theater parties. Over 12,000 books and many more periodicals. Preserving and Gay/Lesbian heritage.",,,,,
M.C.C in the Valley,Religious Groups,5730 Cahuenga Blvd,,Hollywood,CA, (N.Hollywood) Tel 762-1133,,,,,
Faces,Bars,5620 Santa Monica Blvd,,Hollywood,CA,(Hollywood) Tel. 466-1094. Thu-Sat. OJ/disco. 'Monday night at the Movies'. Very highly recommended.,****,"Bars, Clubs, Coffeehouses",,,
The Big Horn,Bars,4882 Lankershim Blvd,,Hollywood,CA,(N Hollywood) Tel. 760-9792. A real old-timer and still going strong. 'One of the best' & 'Excellent for women who are seeking a variety of music and not having to pay a cover charge for it.,****,"Bars, Clubs, Coffeehouses",,,
Peanuts Disco,Bars,7969 Santa Monica Blvd ,,Hollywood,CA,"(West Hollywood) Tel. 654-0280. Mostly gay women, but 'straight couples tend to try to monopolize the dance floor' -young clientele, ultra loud music - but good. A good-time place but not the scene for a quiet chat.",***,"Bars, Clubs, Coffeehouses",,,
The Palms,Bars,8572 Santa Monica Blvd,,Hollywood,CA,(West Hollywood) Tel. 652-6188. A real old-timer that might be closing/changing hands in 1983. Has been picketed by WHITE WOMEN AGAINST RACISM for alleged harassment of black women. Be sure and phone first to check new details (& report back),***,"Bars, Clubs, Coffeehouses",checked,,
