Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
Cauldron Experimental Theater,Theater,22 Randolph St,,Boston,MA,"02118. Tel. 542 8575. 'We are a Lesbian Community Theater featuring long run theater productions, poetry, visual art, film, dance rituals political forums and more. We have a big empty loft space in Bsoton's South End founded in January 1981... lesbian theater is a viable artform.'",,,,,
Charlie's,Bars,23 N Leroux,,Flagstaff,AZ,(in the Weatherford Hotel) Tel. 779-1919. Folk music/women musicians. Open every night,*,"Bars, Clubs, Coffeehouses",,,
Kathy's ,Bars,23 S Dixie Highway,,Lake Worth,FL,"Mail to PO Box 823; 33460. Location: 23 South Dixie Highway Tel. 586-5664. Dancing and pool table plus pin-ball and other games. Women guest artists and community benefit nights. Snacks are served. 'Built by Women for Women.' KATHY'S is a private club, but a copy of GAIA'S GUIDE and valid ID will get you in. Say that GAIA sent you. Entrance is at the back. You can either buy a key for $10.00 for the year (good for other discounts) or pay $1.00 each time you visit KATHY'S. Clientele: strictly women only.",****,"Bars, Clubs, Coffeehouses",,,
Seafair,Hotels/Motels/Guest Houses/ETC,24 Shore Rd ,,Ogunquit,ME,Tel. 646-2181. Your hosts: David and Rod. Traditional accommodation and efficiencies. Complimentary continental breakfast. ,,,,,
Pava's ,Restaurant,24th and K St,checked,Sacramento,CA,Great food/clientele: lots of gay women,*,Restaurants,,,
Oak Tree,Restaurant,25 E Oak St,,Chicago,IL,Tel. 751-1986.,*,"Bars, Clubs, Coffeehouses",,,
Exodus Center,Special Interest Groups,25 Huntington Ave,,Boston,MA,"02116. Tel. 266-0612. Day-long workshops, weekend retreats, primarily organized by gay religious groups. ",,,,,
NOW,Group,25 Sheldon,,Grand Rapids,MI,"c/o YWCA 25 Sheldon, SE. They meet the 1st Monday of every month at the YWCA. And are 'definitely OK'. ",,,,,
Lesbian Support Group,Women's Center,27 Winter St,,Hyannis,MA,02601. Tel. 771-6739. At MERCY OTIS WOMEN'S CENTER. Additional address: 298 Main Street.,****(*),Organizations,,,
Words Worth,Bookstores,30 Brattle St,,Cambridge,MA,"02138 Tel. 547-5201. Alternative bookstore with gay titles, women's titles. They sell GAIA'S GUIDE.",,,,,
The Unicorn,Bars,30 W Cota,,Santa Barbara,CA,"Tel. 965-6701. Small dance floor, good sounds, pool table, beer and wine bar. Clientele: mostly gay women most of the time- great, friendly women!",***,"Bars, Clubs, Coffeehouses",,,
Breakthrough Counselling Service,,31 N Main St,,Gainesville,FL,Tel. 377-0234. Counselling service for women only.,,,,,
D's Lounge,Bars,31 S Gratiot,,Mt Clemens,MI,"Tel. 463 3079. Brought in 1961 by two women, its been expended and greatly improved. It's fun and it's friendly with food, games, raised dance floor and plenty of space. Clientele: gay men and women. Juke box music, tapes on weekends. Wednesday night the prices stay the same as the daytime prices. From 12 noon to 7pm it's 'double bottle' (two for the price of one). Highly recommended. ",**,"Bars, Clubs, Coffeehouses",,,
Women's Center,Center,38 Union Square,,Somerville,MA,(above Laundromat) Tel. 628-6311 (Tuesday 7-9pm office hours). Women's coffeehouse every Mon eve at 7:30-10:30pm. ,****(*),Organizations,,,
Evergreen,Bars,39 Webster St,,Hartford,CT,"Tel. 527-9B95. Green plants, tiffany lamps, dancing. A community-oriented woman owned bar. 'Very friendly'. Really good reports about this place keep coming in. Pool table. Quiet bar. Hours: Monday-Friday 2pm-2am. Saturday 2pm-3am. Sunday 6pm-2am. Wednesday and Friday: 2 for 1 Happy Hour.",****,"Bars, Clubs, Coffeehouses",,,
Papa Joe's,Bars,43 1/2 S Division,,Grand Rapids,MI,Tel. 458 2224. Mixed gay and some straights. ,***,"Bars, Clubs, Coffeehouses",,,
Yellow Monkey Guest House,Hotels/Motels/Guest Houses/ETC,44 Main St,,Ogunquit,ME,"Tel. 646 9056. Efficiencies, decks, ocean views available. Open thru Oct. 12. Run by Victor and Peter. ",,,,,
Depot Lounge,Bars,44 State St,,Hammond,IN,Tel. 933 9496. Two bars. Disco and lounge. Disco weekends only. Clientele: all gay and 30% gay women. Recommended.,**,"Bars, Clubs, Coffeehouses",,,
Now,NOW,45 Newbury,,Boston,MA,02116 Tel. 267-6160,,,,,
Behavior Associates of Boston,Counseling/Therapy,45 Newbury St,,Boston,MA,"02116. Tel. 262-9116. Serving the community. Weight control/Anxiety reduction/Depression/Assertiveness training/gay and lesbian couples counseling/Social skills training/Phobias/Hypnosis. 'Call for a consultation with one of our licensed psychologists, social workers or career counselors.'",,,,,
Clipper Ship Guest House,Hotels/Motels/Guest Houses/ETC,46 N Main St ,,Ogunquit,ME,"(Rte 1) 03907 Tel. 646 9735. Located in two separate buildings, there are rooms, some with private baths and three apartments with kitchens. Everyone is welcome. Clientele: gay women, gay men and some straight people. 'We cater more for young people (mentally if not chronologically) an we have three miles of beautiful beach, discos, a playhouse, and lots of fun. 'Very, very highly recommended. Say that GAIA sent you. ",,,,,
The Women's Center,Center,46 Pleasant St,,Cambridge,MA,Tel. 354 8803,****(*),Organizations,,,
The New England Women's Gym,Gym,46 Waltham St.,,Boston,MA,"Studio 107 46 Waltham St 02118 Tel. 451 3514. Lesbian run/owned gym. A supportive environment, designed for women interested in WEIGHT TRAINING, BODY BUILDING and POWER LIFTING. All women are welcome (beginners to professionals).",,,,,
Common Stock,Restaurant,48 Boylston St,,Boston,MA,"Tel. 247-8249. 'A restaurant for gay women, men and their friends.' Breakfast, lunch, dinner, late nights, fabulous weekend brunches. Many, many letters recommend this as an excellent and low-priced, high quality women's restaurant. ",**,Restaurants,,,
Renaissance Apartments,Hotels/Motels/Guest Houses/ETC,48 Commercial St,,Provincetown,MA,02657. Tel. 487-3083 (May-Oct) and (Chicago) (312) 752-1166 Oct-May. Situated in Provincetown's historic West End. These are fully and newly decorated apartments across the street from the beach. Free parking and pets welcome. Owned by two friendly young guys who've been together for over 20 years. Welcome gay women. Theirs is a small operation. 'Many women recommend RENAISSANCE.',,,,,
Gallus,Bars/Restaurants,49 6th St & Cypress St,checked,Atlanta,GA,Tel. 892-8983. A real old-timer still recently recommended for 'marvelous and romantic atmosphere. 'Sunday nights are especially recommended. ,**,"Bars, Clubs, Coffeehouses",,,
La Cage Chicago,Showbar,50 E Oak St,,Chicago,IL," Tel 944-3293. Drag shows, dancing. Two shows every day but Wednesday, 10.30 pm and 12.30am. Thursday $5.00 entrance/open bar. Wednesday no cover charge. Restaurant dance bar. Cl1entele: 60% gay men, 40% gay women. Recommended.",**,"Bars, Clubs, Coffeehouses",,,
The Uncommon Reader,Feminist Bookstore,51 Union St,,Worcester,MA,Tel 791 5127. Open Monday to Saturday 10am-6pm. They sell GAIA'S GUIDE.,,,,,
The Club,Bars/Restaurants,52 Maine St Rte 1,,Ogunquit,ME,"03907 Tel. 646 9282. Featuring: happy hour and tee and dance, daily from 4 to 7. Only a one-minute stroll from town, with plenty of free parking. Southern Maine's newest and friendliest dance bar. Light Meals. Reasonable prices.",**(MGM),"Bars, Clubs, Coffeehouses",,,
Women's Emporium,feminist store,53 River St ,,Cambridge,MA,"Tel. 661 2059. Crafts, funky furniture and clothes. Tues-Sat 11am-6pm. ",?,For Review/Unclear,,,
Midwest Women's Center,Women's Center,53 W Jackson,,Chicago,IL,(room623) 60604. Tel. 922-8530. A not-for-profit educational foundation created to respond to the concerns of midwest area women.,****,Organizations,,,
Edible Art,Restaurant,59 Arch St,,New Britain,CT,"06501 Tel. 229-4103. Vegetarian whole food. Women run and operated. Clientele: Lesbian/Gay/Others. international cuisine. Elegant atmosphere informal. Leisurely meal. They play women's music and classical music. They're open Thursday, Friday, Saturday 6:00pm-9:00pm. Reservations only. Beer and wine license. ",**,Restaurants,,,
World Eye Bookshop,Bookstores,60 Federal St,,Greenfield,MA,"01301 Tel. 772-0844. General bookstore with women's titles, gay titles, lesbian titles. They sell GAIA'S GUIDE.",,,,,
The Bar,Bars,63 Chester St,,Champaign,IL,"Tel.3564696. 'A really good bet' and disco and entertainment Daily: 5pm-1am. Three open floors, game room on second floor. An exciting place, especially on holidays. Highly recommended.",**,"Bars, Clubs, Coffeehouses",,,
Club 67,Bars,67 S Division,,Grand Rapids,MI,Tel. 454 8003. All gay bar with clientele of about 30% lesbians. Disco music after 9pm. It's a bar only- no restaurant and there is $1.00 cover charge. (better known as MARGARET'S0. Recommended. ,**,"Bars, Clubs, Coffeehouses",,,
Casbah,Bars,67-850 Highway 111,checked,Palm Springs,CA,Tel. 328-9000. This is the bar at the Desert Palms Inn.,,,,,
Carl's Guest House,Hotels/Motels/Guest Houses/ETC,68 Bradford ,,Provincetown,MA,"02657 Tel. 487 1650. 'Clean, comfortable, inexpensive. Convenient to all, friendly.' April through November.",,,,,
GAF,Bars,68-555 E Ramon Rd,,Palm Springs,CA,"92234 Tel. 328-9079. Disco, lounge, and Games room. Open 9pm-2am seven nights a week. OK for gay women.",***,"Bars, Clubs, Coffeehouses",,,
Nosheria,Restaurant,69 Maiden Lane,,San Francisco,CA,"94108 Tel. 398-3557. A woman-owned and operated restaurant featuring terrific sandwiches and desserts. Outdoor seating,open Mon-Sat, 7am- 6pm.",*,Restaurants,,,
Hideaway,Hotel,71-472 Culver Dr,checked,Rancho Mirage,CA,"92270 Tel.346-4720.Friendly people, lots of privacy, large swimming pool, volleyball court, color TV. shuffle board. 50% gay women and very, very highly recommended. Jacuzzi and most rooms have their own kitchens.",,,,,
Young Gay and Proud,Publication,75 Kneeland St,,Boston,MA,Room 309 02111 Tel. 542-5679. 'Every teenager's guide to Gayness' from Alyson Publications. $3.50 post paid. ,,,,,
Glad Day Bookstore,Gay Bookstore,75 Kneeland St,,Boston,MA,temporary location at CARRIER PIGEON 74 Kneeland St tel. 542-5679. Trying and reopen as soon as possible after being burnt out by fire on July 7 1982. ,,,,,
Fonzie's (was R&R Club),Bars,78 Covel St,,New Bedford,MA,Mostly gay women. ,***,"Bars, Clubs, Coffeehouses",,,
Bloodroot,Restaurants and Feminist Bookstore,85 Ferris St,,Bridgeport,CT,"Black Rock; 06605 Tel. 576-9168. Lesbian-owned and operated vegetarian restaurant and feminist bookstore with wine and beer and women's music. Open for lunch; Tues, Thurs, Fri, and Sat; 11:30am-2:30pm. Dinner: Thurs, Fri & Sat 6pm-11pm. Sunday 11am-2:30 brunch. Sunday and Tuesday dinner 6pm-9pm. Wednesday night: women only 7pm-9pm. They sell GAIA'S GUIDE.",,,,,
Liberty Lounge,Bars,85 S Saginaw,,Pontiac,MI,Tel. 332 9544.,**(MGM),"Bars, Clubs, Coffeehouses",,,
Billy de Frank Lesbian & Gay Community Center,Center,86 Keyes Street,,San Jose,CA,"(between south 2nd and south 3rd)Tel.293-4525/hotline and info. 293/AGAY after-hours and business line. Lesbian rap group, Friday evening. Women's coffeehouse,Wednesday evening. Slightly older lesbian group/GayAA/youth group/disabled group. Open Mon 6pm-9pm Tues, Weds, Fri etc 6pm-9pm.",***(**),Organizations,,,
Gay People's Alliance,Center,92 Bedford St,,Portsmouth,ME,04103 tel. 780 4085. Your best contact if new to the scene in Maine.,***(**),Organizations,,,
Admiral's Loft,Hotels/Motels/Guest Houses/ETC,97 Main St,,Ogunquit,ME,03907 Tel 646 5496.,,,,,
NOW/Boston Chapter:,NOW,99 Bishop Richard Allen Dr,,Cambridge,MA,02139 Tel. i661-6015. NOW NEWS is published monthly at our office. Deadline for advertising: 1st of the month. Subscription: $3.00 for non-members. ,,,,,
Aruba,Bars,99 W 7 Mile,,Detroit,MI,Tel. 893 8460. Large game room/Californian decor. Women always welcome. ,**(MGM),"Bars, Clubs, Coffeehouses",,,
Fiesta Room/La Royale,Bars,100-110 Harrison Ave,checked,Panama City,FL,Tel. 763-9110 and 763-9476. Pool/Dancing/Shows/Video Games. Outdoor Patio Bar.,**,"Bars, Clubs, Coffeehouses",,,
Stingers,Bars,101 Central Ave,,Sarasota,FL,Tel. 366-5878.,**(MGM),"Bars, Clubs, Coffeehouses",,,
The Fine Line,Bars,101 W Drachman,,Tucson,AZ,"Tel. 882-4953. Clientele: 70% gay men/30% gay women. Some straights on weekends. Nice atmosphere, 3 areas: country bar, quiet bar and disco bar. Weekends are hopping and weeknights bring in a good crowd too.",**,"Bars, Clubs, Coffeehouses",,,
MS T'S,Bars,102 E Broad St,,Savannah,GA,Tel. ? Unconfirmed.,***,"Bars, Clubs, Coffeehouses",,,
The Rubaiyat,Bars,102 S First St,,Ann Arbor,MI,"(at Huron); 48106 Tel. 663 2401. Contradicting the description in GAIA'S GUIDE 1962, here is a description of the current scene at THE RUBAIAYAT: 'Disco and restaurant, lovely place. Clientele: ALL GAY- women and men mixing very well together. College crowd. your night is Wednesday and now highly recommended.'",(MGM)**(**),"Bars, Clubs, Coffeehouses",,,
The Pour House,Bars,103 155th Place ,,Calumet City,IL,Tel. 891 9476. Clientele: all gay and 50%women. Open 9pm-4am. Dance bar.,**,"Bars, Clubs, Coffeehouses",,,
The In Town,Bars,103 S Garden St,,Clearwater,FL,"Tel. 447-5674. Clientele: almost 100% gay men but they do encourage lesbians to come and visit. Some dancing, juke box. Generally older crowd. Seems OK. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
The Gabriel Apartments,Hotels/Motels/Guest Houses/ETC,104A Bradfort St,,Provincetown,MA,02657 Tel. 487-3232. Furnished apartments and rooms for women only. Hot tub/sun deck/meeting/gathering space. Free coffee in central location. Free brochure upon request. 'Courtyard bar-B-ques/women's art gallery'. Women own and operate this resort guest house. ,,,,,
The Women's Coalition,Women's Center,104b Kansas Union,,Lawrence,KS,University of Kansas Tel. 854 4934. Switchboard and other services and facilities too numerous to mention. very highly recommended as being nice people. Go visit them when you-re in Lawrence. ,****(*),Organizations,,,
The New Downtowners/Ladies Choice,Bars,105 W Main St,,Louisville,KY,"Tel. 583-1166. LADIES CHOICE is the basement in the NEW DOWNTOWNER. Dance floor, pool table, pin ball. It's open every day of the week from 9pm-4am. Drag shows upstairs. Recommended. ",**(**),"Bars, Clubs, Coffeehouses",,,
Mark III,Bars,107 E Main,,Muncie,IN,"Tel. 282-8273. Dance bar. Sandwiches are served. Clientele specials and cocktail hour. Clientele: 30% gay women, some gay men and some others. Opens 9am-3am Monday to Saturday. Sunday 12:30 noon-12 midnight.",**,"Bars, Clubs, Coffeehouses",,,
The Chase,Gay/Alternative Bookstore,107 S Pennsylvania,,Fort Wayne,IN,"tel. 637-8797. Disco plus three floors of super-bars. Open 8pm-12:30am. Pizzas and sandwiches are served. Clientele: 70% gay men, 30% gay women. ",**,"Bars, Clubs, Coffeehouses",,,
Renaissance,Bars,107 W 6th St,,Wilmington,DE,(comer Orange) Tel. 652-9453. Gay bar. Special women's nights.,,,,,
The Lighted Tree,Bars,109 8th Ave,,St Petersburg,FL,"(Pass-a-GrilleBeach)Tel. 360-0373. 'Open from 11am to 2am. Half a block from the beach, they serve beer, wine, salads and sandwiches on a tree-shaded patio, that even has a fresh water shower for rinsing off the sand before you breeze up to the bar for refreshment. The clientele is about equal numbers of lesbians and gay men, all of whom seem quite friendly. There is also a guest house.'",**,"Bars, Clubs, Coffeehouses",,,
The Lighted Tree,Guest House,109 8th Ave,,St Augustine's,FL," (Pass-a-GrilleBeach)Tel. 360-0373. Gay guest house of three rooms that has just been remodeled. $26 a day single, $36 a day double, and recommended.",,,,,
Together,Bars,110 Boylston St,,Boston,MA,(next to Colonial Theater) Tel. 426 0086. Highly recommended supper bar. ,**,"Bars, Clubs, Coffeehouses",,,
Universal Fellowship of Metropolitan Community Churches,Religious Groups,110 Maryland Ave,,Washington,DC,"NE Suite 210 20005 Tel. 543-2260. Pubhcat,on: GAYSON THE HILL.",,,,,
Fourth World,Counseling,110 W Geneva Dr,,Tempe,AZ,"Tel. 966 0039. Feminist therapy alternative, especially for those with lesbian lifestyles. For women only. Contact them for information about FEMINIST LESBIAN ACTIVIST COALITION.",**,Organizations,,,
Colorado Springs Women's Health Clinic,Health Center/Clinic/Counseling,111 E Dale St,,Colorado Springs,CO,Tel. 471-9492.,,,,,
The Dock,Bars,111 Riverside Mall,,Baton Rouge,LA,"Tel. 346-0938. Most complete disco light show anywhere. Pool tables, pin ball and entertainment. Private club, open Mon-Sat; 5pm-2am. Cover charges on certain nights. Plan to arrive before 10pm Recommended. ",**,"Bars, Clubs, Coffeehouses",,,
My Brother's Place,Restaurant,111 W Hubbard,,Chicago,IL,Tel. 321-0776. Clientele: gay men and women. ,*,"Bars, Clubs, Coffeehouses",,,
