Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
Mickey's,Bars,704 Carroll St,,Fort Worth,TX, Tel. 336 2472.,**,"Bars, Clubs, Coffeehouses",,,
Shadows,Bars,704 North Front Street,,Harrisburg,PA,"No Phone Listing. Downtown bar.
Quiet. Video Games. 70% gay men, 30% gay women.",**,"Bars, Clubs, Coffeehouses",,,
Sappho's,Bar/Restuarant,706 East Pike,,Seattle,WA,"Tel. 329-7563. Beer/wine/electronic games/pool tables/disco.
Women only-women owned and operated and very, very highly recommended.",****,"Bars, Clubs, Coffeehouses",,,
Blue Note,Bars,707 Bangs Ave ,,Asbury Park ,NJ,Tel 775 9510 Older crowd,**,"Bars, Clubs, Coffeehouses",,,
Laverne's Diner (Previously Shirley's Diner) ,Restaurant,717 W Lake,checked,Minneapolis/St Paul,MN,Tel 823 0151,*,"Bars, Clubs, Coffeehouses",,,
The Regulator Bookshop,Bookstores,720 Ninth Street,,Durham,NC,"Tel. 286-2700. Feminist titles. New and 
used books, magazines. records. We special order books, tool Open 10am-6pm MondayFriday. 10am-5pm Saturday. 10am-3pm Sunday. ",,,,,
The Blue Bugle,Bars,724 Main Street,,Stroudsburg,PA,"Tel. 4219370 Two bars/tables/juke box and dance floor.
Saturday nights you'll meet the women from Pacono mountains and Jersey who frequent thisbar on weekends. Recommended.",MGM**,"Bars, Clubs, Coffeehouses",,,
Mean Alice's ,Bar/Restuarant,729 Main St,,Buffalo,NY,Tel 856 3298 Loud Disco ,MGM**,"Bars, Clubs, Coffeehouses",,,
Beloit Women's Center,Centers,732 Church St,,Beloit,WI,"Tel. 365 3391
ext 730. Outreach/support groups/library.",****,Organizations,,,"PO Box 317 Beloit College, 53511"
The Chalet,Bars,733 Lakeside Ave ,,Lake Hoptacong,NJ,Tel 396 7552 and 398 9848 Large gay bar complex,***,"Bars, Clubs, Coffeehouses",,,
Village Green Bookstore,Bookstores,766 Monroe Ave,,Rochester,NY,"Tel. 461 5380. Open 7 days a week
10am-10pm.",,,,,
Peralandra,Bookstores,790 East 11th Ave,,Eugene,OR,Tel. 485-4848. Metaphysical books.,,,,,
Home-Friend Truckshop,Restaurant,790 East 14th and Alder,,Eugene,OR,"Tel. 344-9988. Collectively run.
Burgers, chicken and vegetables. Open Bam-9pm. Closed Mondays. Extremely reasonable
prices. Bulletin board. Recommended.",*,Restaurants,,,
Rider's Tavern,Bars,792 Mentor Avenue,,Painesville,OH,Tel. 354-8200.,**?,"Bars, Clubs, Coffeehouses",,,
Wilde'n'stein Books,Bookstores,802 Westheimer,,Houston,TX,"Tel. 529 7014. A very well established gay
bookstore. Texas gay archives. Records/buttons/posters/magazines/T shirts. Bulletin board,
referral services and GAIA'S GUIDE. Open 11am-7pm Mon-Sat.",,,,,
New Women's Times,Publication,804 Meigs St ,,Rochester,NY,"Tel. 271 5523. Monthly feminist newspaper with events calendars (national and local), guide to woman-owned businesses, news and 
reviews. Also classifieds. Subscription: S 15 per year.",,,,,
Finale,Bars,808 E Center St,,Milwaukee,WI,Tel. 372 6664.,**,"Bars, Clubs, Coffeehouses",,,
Long Branch,Bars,808 Morris St,,Charlestown,WV,Tel. 342 9969.,***,"Bars, Clubs, Coffeehouses",,,
Triangle Area Lesbian Feminists,Centers,809 Proctor St,,Durham,NC,"Tel. 682-6374. Triangle 
Area Lesbian Feminists has monthly meetings at the YWCA and it's the second oldest lesbian 
organization in the South - now in its 10th year. Potlucks, films, socials, dances. Their publication, THE NEWSLETTER.",****(*),Organizations,,,
Hilltop Inn,Bars,810 N University,,Lubbock,TX,"Tel. 762 9671. Small dance floor, two pool tables. Pub type
bar. Mostly gay women. Open 3pm-2am. Recommended.",***,"Bars, Clubs, Coffeehouses",,,
Studio One,Bars,810 North Main Street,,Dayton,OH,"Tel. 461-0300. Used to be a leather/denim bar, but it's
under new management and it's definitely attracting more and more gay women. Disco, open
9pm-2.30am. Closed Mondays. Be sure and say hi from GAIA.",**,"Bars, Clubs, Coffeehouses",,,
Shirley's,Bar/Restuarant,811 Colley Ave,,Norfolk,VI,"Tel. 625 8828. Small, intimate beer and wine bar. Sometimes a full liquor license-also a restaurant, is open 24 hours. On weekends, it's women singers and DJ/disco.
'Not just a lady's place - a women's space.' A very, very highly recommended community
minded bar. 'Great breakfasts - full menu.'",****,"Bars, Clubs, Coffeehouses",,,
Fogelman's,Restaurant,816 SW Fifth,,Portland,OR,No Phone Listing. After hours: for gay people only!,*,Restaurants,,,
Pegasus,Bars,818 Liberty Ave Downtown,,Pittsburgh,PA,No Phone Listing. Cocktail hour 4pm-8pm. Disco 9pm-2am. Mon-Sat 4pm-2am. Closed Sundays. Cover charge. Drag shows.,MGM**,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church ,Religious Groups,819 Madison St,,Syracuse,NY,Tel. 478 5225 The Christian Church with an outreach to the gay community,,,,,
Come Back Saloon,Bars,830 Hennepin ,,Minneapolis/St Paul,MN,Tel 335 0835 Cowboy bar and good disco,MGM**,"Bars, Clubs, Coffeehouses",,,
Hamburger Mary's,Restaurant,840 SW Park Avenue,,Portland,OR,Tel. 223-0900 (Second location) 1441 NE Broadway Tel. 287-7715. Open 11am-12 midnight 7 days a weak. Bulletin board.,*,Restaurants,,,
Lesbian and Gay Coalition/Village Voice,Group,842 Broadway,,New York City ,NY,Tel 475 3300,,,,,
Star Flower,Natural Foods,885 McKinley,,Eugene,OR,"Tel. 686-2151. Wholesale natural foods. Worker
owned and controlled. Feminist collective. Bulletin board.",,,,,
Lesbians Rising,Publication,895 Park Ave  ,,New York City ,NY,Tel 570 5199 Huge resource list including a women's bar and restaurant guide to New York,,,,,Hunters College Room 425
Beach Haven,Bars,901 Seaside Blvd,,Staten Island,NY,Tel. 351 9625. 'Still going strong'. ,***,"Bars, Clubs, Coffeehouses",,,
Seattle Gay News,,910 a East Pike,,Seattle,WA,"Tel. 323-7882. Bi-weekly gay newspaper.
Includes a bar guide and community events calendar. $15.00 for one year.",,,,,
Villa Capri,Bars,926 Main St ,,Buffalo,NY,Tel 886 9469 Open 7 days a week dancing,MGM**,"Bars, Clubs, Coffeehouses",,,
Psychological Alternatives,Centers,927 Pine Street,,Philadelphia,PA,"Tel. 5461767. Hours by appointment.
Mon-Fri 8am-8pm. Sat9am to 5pm. Hours by appointment. Moderate fees. Professional
mental health service for sexual minorities.",,,,,
Club 927,Bars,927 S.E. Morrison,,Portland,OR,"Tel. 231-1606. Operated by gay woman. Game room, pool
tables. Basically disco music. DJ at weekends. Flo\\ restaurant. Live entertainment, video
games. Holds 150-175 people. Open 7 days a week 2pm-2,30am and till 4am Friday and Saturday (open for breakfast). Highly recommended.",****,"Bars, Clubs, Coffeehouses",,,
Puss and Boots,Bars,940  South Redwood Rd,,Salt Lake City,UT,"Tel. 972 9730. Community minded,
woman-owned, women-only bar. Women's entertainment nights and highly recommended.",****,"Bars, Clubs, Coffeehouses",,,
Lesbian Center,Centers,953 Jennifer,,Madison,WI,"Tel. 257 7378 Weds 6pm-9pm or taped message. Support
groups/socials/chemical free dances/information enter.",****,Organizations,,,
The Iron Gate,Bars,959 Pearl St,,Eugene,OR,"No Phone Listing. (Underneath a bar called Perry's downtown near the bus
station). Saturdays lots and lots of women. Thursday night is a good night tool Disco with a
good large dance floor. 2 pinball machines ad lots of video games. $1.50 cover charge on
Saturday and Friday nights but you get a coupon for a free well drink. Highly recommended
It's new, clean and nice. They serve beer, wine and cocktails.",***,"Bars, Clubs, Coffeehouses",,,
Lenape Kennels,Kennels,976 Clifton Heights Road,,Hummelstown,PA,"Tel. 566 2035. German short haired
pointers/shetland sheep dogs. Complete boarding service/all-breed grooming/puppies and
stud service.",,,,,
1000 East,Bars,1000 East North Ave,,Milwaukee,WI,No Phone Listing. Quiet bar/pool table/good juke box. Recommended,***,"Bars, Clubs, Coffeehouses",,,
Maggie's Disco,Show Bar,1005 N Fillmore St,,Amarillo,TX,Tel. 372 5081. Show bar and disco with community benefit nights and games,**,"Bars, Clubs, Coffeehouses",,,PO Box 2523 79105
Gala,Bars,1006 Arizona No 6,,El Paso,TX,Tel. 542-1197/544 7475,*,"Bars, Clubs, Coffeehouses",,,
The Godmother,Bars,1014 East 63rd Street ,,Cleveland,OH,Tel. 361-5172. Open Tues-Sun 4pm-2.30am.,****,"Bars, Clubs, Coffeehouses",,,
C C Slaughters,Bar/Restuarant,1014 SW Stark,,Portland,OR,"Tel. 248-9135. Country and Western Bar and Restaurant. Pinball. Open 11am-2.30am daily. Clientale mostly gay and about 15%
gaywomen.",**,"Bars, Clubs, Coffeehouses",,,
The Hunt Pub,Bars,1027 SW Morrison,,Portland,OR,Tel. 227-1324. Conversation bar. Pool table,**,"Bars, Clubs, Coffeehouses",,,
Joseph's Lounge,Bars,1033 McGee ,,Kansas City,MO,Tel 474 5331,**,"Bars, Clubs, Coffeehouses",,,
Lambda,Bars,1052 Broadway,,Lorain,OH,"Tel. 244-9413 or 245-9413. 'The proprietors are super-nice
and will tell you what's happening locally if you call them. It's a really good place for local
women and there's no animosity between the women and the few men who also frequent.
Although) It's a small place it's most definitely all gay (no straights allowed!) and the shows
that they offer once in a while are both entertaining and in good taste. Dancing also.",***?,"Bars, Clubs, Coffeehouses",,,
Le Booze,Bars,1077 S Newstead Ave ,,St Louis,MO,Tel 534 9375 ,**,"Bars, Clubs, Coffeehouses",,,
Iris Books,Bookstores,1100 North Main,,Dayton,OH,"Tel. 254 0986 for information. Women's books etc and
RESOURCE CENTER - you can call for info about Dayton events. Arts and crafts gallery,
reading room, regular events, bulletin board. They sell GAIA'S GUIDE.",,,,,
The Eleven O'One,Bars,1101 West Wisconsin Ave,,Appletown,WI,Tel. 733 9839. Extremely community minded gay bar in Appleton.,**,"Bars, Clubs, Coffeehouses",,,
The Gold Standard,Restaurant,1107 S 47 Street,,Philadelphia,PA,"Tel. 729 6707. Seating for dinner: Tues-Sat 6-1Opm, Sunday 5-9pm. Please call ahead for menu and reservations.",*,Restaurants,,,
Gay News,Publication,1108 Spruce Street,,,PA,"Tel. 625 8501. Statewide
gay newspaper - somewhat more for men than women in content, but its approach is
totally non-sexist. List of women's resources/bar guide and high standard book reviews.
$18.00. 26 issues $36.00.",,,,,
Eleanor House,Personal Contacts/Housing,1127 Eleanor St,,Knoxville,TN,No Phone Listing. A guest house for lesbians and gays.,,,,,
Madison Gay Center,Centers,1127 University Ave,,Madison,WI,"Tel. 257 7575. Peer counseling/
housing/library/drop ins. DAILY CALENDAR OF EVENTS.",***,Organizations,,,
Catacombs,Bars,1127 Walnut St,,Philadelphia,PA,Tel. 925 6686. Closed Mondays. Disco.,**,"Bars, Clubs, Coffeehouses",,,
I Walama,Centers,1140 Patterson Street,,Eugene,OR,"Tel. 342-6545. Does routine gynecological work and
invites women to take part in examinations. Referrals for gay women and other minorities.v",,,,,
Sam's,Bars,1206 Regent St,,Madison,WI,"Tel. 257 9930. Disco bar but gay women might find it a bit difficult.
Your comments, please.",MGM**,"Bars, Clubs, Coffeehouses",,,
Shawn's,Bars,1209 5th Ave,,Pittsburgh,PA,"Tel. 566 9194. A real old timer, but caution: this
bar Is located in the worst part of Pittsburgh.",***,"Bars, Clubs, Coffeehouses",,,
SMC Club,Bars,1215 Walnut Street,,Philadelphia,PA,"Tel. 928 0670 (located at
Camac-Center City Area). 'A really nice, complete women's bar with game room, disco and
lounge.' Closed Mondays and Tuesdays. Opens the rest of the week at 11 pm. Includes
men-only LOFT. If you're from outside the State, just show license, entrance $3.00 plus $5.00
cover.",****,"Bars, Clubs, Coffeehouses",,,
Lesbian Women for Sobriety ,Group,1216 Park SW,,Albuquerque,NM,No Phone Listed for information contact Full Circle Books,,,,,
RP Club,Bars,1219 Lucust Street,,Philadelphia,PA,"Tel. 545 9181. Private Club, disco. 'A fabulous women's
bar, the music is great for dancing and it's open till 3am.' Gay women and men. Hours: Wed,
Fri, Sat & Sun 9pm till ? Very highly recommended.",***,"Bars, Clubs, Coffeehouses",,,
Daniel Gillan,Insurance,1221 6th Ave,,New York City ,NY,Tel 354 4550  Real helpful in getting anyone Insurance Policies ,,,,,
The Club,Bars,1229 South Memorial Drive,,Tulsa,OK,"Tel. 838-9283. Juke box and disco/dance bar.
Pool table/pin ball/private patio. Male and female impersonation shows plus open mike
nights. Open Tues-Thurs 7pm-2am; Fri/Sat 7pm-3am. Closed Sun and Mon. A private club
but you can get in with valid ID plus a copy of GAIA'S GUIDE.",****,"Bars, Clubs, Coffeehouses",,,
Our Place,Bars,1232 Assembly St,,Columbia,SC,Tel. 7996252. 'Cruisy down town beer bar-open till late.',MGM**,"Bars, Clubs, Coffeehouses",,,
The Inner Circle,Restaurant,1241 Penn Ave ,,Pittsburgh,PA,"Tel. 3911593.
Very small but good food and a small bar. Clientele all gay women and men. Across the street
from BUYERS' MART. Highly recommended. Pittsburgh's No 1 gay restaurant.",**,Restaurants,,,
Waking Owl Book Co,Bookstores,1260 E 4th South ,,Salt Lake City,UT,Tel. 582 7323. Good selection of gay literature etc. They sell GAIA'S GUIDE.,,,,,
J Wags,Restaurant,1268 Madison,,Memphis,TN,"Tel. 725 4670. BAR/Restaurant after hours. Most gay people go
thereafter the other bars close.",*,Restaurants,,,
Traxx,Bars,1273 W 9th Street,,Cleveland,OH,"Tel. 241-1769 or 696-9721. Disco dance/bar. DJ every night. 
Clientele: 50% gay women, 50% gay men. Sundays it's often more women than men. Open: 
Wed-Thurs 8.30pm-2.30am Fri till 5am Sun till 4am. ",**,"Bars, Clubs, Coffeehouses",,,
Imagine That,Centers,1295 East 2nd Street ,,Reno,NV,"Tel 323 7903 Very mixed/drag queens/straight
",,,,,
Old Wives' Tales,Bar/Restuarant,1300 East Burnside,,Portland,OR,"Tat.
238-0470. Saturday and Sunday Brunch/Salad Bar. Fine desserts and expresso/beer and
wine. Children's playroom/Meeting and Banquet room. Featuring works of women musicians'.
artists and writers. Browsing library. Open every day; Mon-Thurs 11.30am-10pm, Friday
11.30am-11 pm. Sat 9am-11 pm, Sun. 9am-10pm. Be sure to say hi to Holly Hart from GAIA",****,"Bars, Clubs, Coffeehouses",,,
Old Wives' Tales,Bar/Restuarant,1300 East Burnside,,Portland,OR,"Tel. 238-0470. Saturday and Sunday Brunch/Salad Bar. Fina desserts and expresso/beer and
wine. Children's playroom/Meeting and Banquet room. Featuring works of women musicians,
artists and writers. Browsing library. Open every day; Mon-Thurs 1 l.30am-10pm, Fri
11.30am-11 pm. Sat 9am-11 pm, Sun. 9am-10pm. Be sure to say hi to Holly Hart from GAIA.",****,"Bars, Clubs, Coffeehouses",,,
Cafe Lafitte,Restaurant,1302 Drury Lane,,Philadelphia,PA,"Tel. 985 1181. Cafe Lafitte Special. Sunday brunch from
1-5pm.",*,Restaurants,,,
Great Northern Bookstore,Bookstores,1306 Railroad,,Bellingham,WA,Tel. 733-1650.,,,,,
DJ's,Bars,1308 St Louis,,Fort Worth,TX, Tel. 927 7321.,***,"Bars, Clubs, Coffeehouses",,,
Pete's Tavern,Bars,1315 Commerce St,,Tacoma,WA,Tel 827 9209,**,"Bars, Clubs, Coffeehouses",,,
Toyon II,Bars,1317½ N State St,,Bellingham,WA,Tel. 733-9969.,,,,,
Tracy's Disco,Bars,1338 East 3rd Street,,Tulsa,OK,Tel. 584-8147. Private club. Outdoor patio.,**,"Bars, Clubs, Coffeehouses",,,
El Prado,Hotel/Motel,1350 Luchetti,,San Juan,PR,"Tel. 724 2542. An elegant, old spanish guest house in the
heart of the oondado. An immaculate and quiet environment, a 5 minute walk to the beach,
restaurants and bars. All with private bedrooms and air conditioning. New swimming pool, sun
terrace.",,,,,
Rendezvous,Bars,1375 New York Ave ,,Atlantic City,NJ,Tel 344 9297 Men's Cruise Bar but OK for gay women ,MGM**,"Bars, Clubs, Coffeehouses",,,
The Wooden Shoe Tavern,Bars,1391 Broadway,,Salem,OR,Tel. 585-2221.,**?,"Bars, Clubs, Coffeehouses",,,
Freckly Bellies,Bars,1397 Jerulsam Ave N Merrick,,Long Island,NY,Tel 485 64445 Bar and disco on two floors,MGM**,"Bars, Clubs, Coffeehouses",,,
Club ISIS,Bars,1400 West 6th ,,Cleveland,OH,"Tel. 589 5866. Highly recommended women-only bar. Membership. Open Mon-Fri, 5pm-2.30am, Sat-Sun 7pm-2.30am. ",****,"Bars, Clubs, Coffeehouses",,,
Duck Type,Graphic Design,1406 West Lake St 108,,Minneapolis/St Paul,MN,"Tel 824 9990 Typesetting, layout, design for flyers, ads, books, magazines, posters, cards lesbian worker/owned",,,,,
It's Your World Travel Inc,Travel Agents,1411 Fourth Ave,,Seattle,WA,Tel. 682-5651.,,,,,
The Townhouse,Bars,1415 University Ave ,,Minneapolis/St Paul,MN,Tel 646 7087 Disco and restaurant ,****,"Bars, Clubs, Coffeehouses",,,
JOQ's Tavern,Bars,1422 North East Broadway,,Portland,OR,"Tel. 287-4210.
Neighborhood bar for gay men and women, inter racial. Video games, pool table, no dancing.
A real friendly place and recommended.",**,"Bars, Clubs, Coffeehouses",checked,,
Sunset Boulevard,Bars,1430 North Main,,San Antonio,TX,Tel. 225 6654. Open 3pm daily.,**,"Bars, Clubs, Coffeehouses",,,
Seattle Counselling Service,,1505 Broadway,,Seattle,WA, Tel. 329-8737. Women support groups and series of rap sessions for different groups. Other counselling.,,,,,
Stage Door,Bars,1512 Harney ,,Omaha,NE,Tel 342 8715 Mostly gay men Sunday evening best for gay women disco and lounge bar,**,"Bars, Clubs, Coffeehouses",,,
P&H Poor and Hungry,Restaurant,1528 Madison Ave,,Memphis,TN,"Tel. 274 5522. Short orders/light lunches, etc. Opens 1 am. Closed Sundays",*,Restaurants,,,
D&R's Studio West,Bars,1532 SW Morrison,,Portland,OR,No Phone Listing. ,**,"Bars, Clubs, Coffeehouses",,,
Tatoos,Bars,1552 Rose St,,La Crosse,WI,Tel. 784 5833. Open 6pm till 1am/2am; Sun 2pm closing,***,"Bars, Clubs, Coffeehouses",,,
Blue Bus Clinic,Centers,1552 University,,Madison,WI,Tel. 262 7330.,,,,,
Crystal Gardens,Bars,1554 Jefferson Avenue South,,Tacoma,WA,Tel. 627-9387. Dance bar open at 5pm.,**,"Bars, Clubs, Coffeehouses",,,
Nice N Sleazy Post Cards,Post Cards,1560 Broadway ,,New York City ,NY,"Tel 968 2005 Post Cards with lesbian theme. They are tasteless, obscene and vulgar. Also exquisite, hilarious, and gorgeous high camp. The perfect greeting card, party invitation and special message. I just love them. ",,,,,
"Van Nuys Travel Service, Inc",Travel Agents,1600 SW Fourth Ave,checked,Portland,OR,Tel. 225-0064. Open 9am-5pm 5 days a week.,,,,,
The Bowery,Bars,1600 Tower Grove ,,St Louis,MO,Mostly men and very few women ,MGM**,"Bars, Clubs, Coffeehouses",,,
The Golden Crown,Show Bar,1608 Times Square Alley,,Seattle,WA,"Tel. 622 5304. Show bar on the
ground floor, restaurant on the main floor. But upstairs it's a straight new-wave pub.",**,"Bars, Clubs, Coffeehouses",,,
1610,Bars,1610 East Charleston ,,Las Vegas,NV,No Phone Listed A Las Vegas tradition,**,"Bars, Clubs, Coffeehouses",,,
Tequila Sunrise,Bars,1612 Park Place,,Fort Worth,TX,"Tel. 927 9861. Open 7 nights a week, 4pm-2am.
DJ/disco Sat after hours. Pool tables. Mixed ages. Neighborhood bar but weekends high
energy and packed.",****,"Bars, Clubs, Coffeehouses",,,
Charlotte' Women Center,Centers,1615 Lyndhurst Ave,,Charlotte,NC,"Tel. 334-9655. Coffeehouse 
Friday nights, self-defense classes and socials plus Newsletter and Switchboard. ",****(*),Organizations,,,
The Book and Tea Shop,Bookstores,1646 East 19th Ave,,Eugene,OR,Tel. 344-3422.,,,,,
Office Lounge,Bars,1705 O Street ,,Lincoln,NE,"Tel 474 9296 Piano bar, dancing, drag shows",**,"Bars, Clubs, Coffeehouses",,,
The Cabaret,Bars,1711 Hayes St,,Nashville,TN,"Tel. '820 7082. Dance bar/game room/ shows and recommended.'
",**,"Bars, Clubs, Coffeehouses",,,
Wimmin for Womyn,Group,1742 2nd Ave,,New York City ,NY,Tel 490 0070 A great lesbian organization,,,,,
Exedra,Bars,1762 East 18th Street,,Cleveland,OH,"Tel. 621-8414. Disco/bar open after 2.30am on weekends 
although no liquor served after that time. A really nice all-gay bar, becoming more and more 
popular with women. The dance floor is great and they have excellent parties. Thurs, Fri, Sat, 
disco and live music. Clientele: 50% gay women/50% gay men. Tuesdays mostly women. 
Cocktail hour, 4pm-8pm. Open till 2.30am. Highly recommended",**,"Bars, Clubs, Coffeehouses",,,
Chuckles,Bars,1810 North West Lovejoy Street,,Portland,OR,"Tel. 223-2372. Juke box. Food is served. Pool
table. Clientele: all gay and 40% women. Open 7 days a week and recommended.",**,"Bars, Clubs, Coffeehouses",,,
R M Mills Bookstore,Bookstores,1817 21st Ave South,,Nashville,TN,Tel. 383 5520. General bookstore gay titles.,,,,,
Coventry Books Inc,Bookstores,1824 Coventry Road Cleveland Height,,Cleveland,OH,"Tel. 932-8111. 
General bookstore with women's records/music, posters, buttons, used books, T-shirts. 
Feminist small press titles. MAIL ORDER SERVICE. Referral service, meeting space, bulletin 
board. We sell GAIA'S GUIDE and other lesbian and feminist periodicals'. lesbian owned. ",,,,,
Oleen's Lounge,Show Bar,1831 South Blvd,,Charlotte,NC,"Tel. 373-9604. Favored by women, though about 60-70% men. Frequent drag shows but not every night. Usually Saturday and Sunday. And is 
definitely NOT a rough place. ",MGM**,"Bars, Clubs, Coffeehouses",,,
Christ the King Metropolitan Community Church,Religious Groups,1900 NW 12th,,Oklahoma City,OK,"Tel. 521-8352. They now have their own church
building and newsletter, DIFFERENT DRUMMER. The pastor is a lesbian and the
congregation is 60% lesbian. Social as well as religious and counselling activities. Be sure and
say hi from GAIA.",,,,,PO Box 26223
Empire Lounge,Bars,1915 East Lee St,,Charlestown,WV,Tel. 342 9162. Disco,**,"Bars, Clubs, Coffeehouses",,,
Womynscope,"Occult, Astrology",1925 Nicollet Ave ,,Minneapolis/St Paul,MN,Tel 870 8288 Compatibility and research ,,,,,
Metropolitan Community Church Charlotte,Religious Groups,1927 North Sharon Amity,,Charlotte,NC,Tel. 535-0541. Services Sundays at 7pm and Tuesday 7.30pm at Charlotte Unitarian Church. Referral service. Call Church for information. ,,,,,
Cassady's Tavern,Bars,1930 State Street,,Salem,OR,"Tel. 581-2326. Owned by the same two men who
own CASSADY'S in Eugene. 'A great gay crowd - about 50-50 and all gay. The men seem to
occupy one side of the bar and the women the other- each have pool tables. The dance floor
is busy and they are expanding.'",**?,"Bars, Clubs, Coffeehouses",,,
Heaven,Bars,1946 St Clair Ave,,Cleveland,OH,"Tel. 781-3897. Disco on two floors-very popular and very nice. 
Clientele: 50% gay women. ",**,"Bars, Clubs, Coffeehouses",,,
Clementine's ,Bars,2001 Manard ,,St Louis,MO,Tel 664 7869,**(**),"Bars, Clubs, Coffeehouses",,,
King Arthur's ,Bars,2024 NW 11th St,,Oklahoma City,OK,"Tel. 528 9671. Women's bar, restaurant too. Opens 12
noon.",***,"Bars, Clubs, Coffeehouses",,,
Tel-A-Woman,Public Relations,2027 Chestnut St,,Philadelphia,PA,"Tel. 103 8599. Monthly: free 'Information about
women's concems. We also publish a women's guide to Philadelphia and its vicinity. Taped
message for current local events.'",,,,,
Rittenhouse Medical Associates,,2031 Locust St,,Philadelphia,PA,"Tel. 567 2031. 'Genera lmedicine
for the gay community.'",,,,,
La Condesa Inn,Hotel/Motel,2071 Cacique,,San Juan,PR,"Tel. 727 3698. A gay owned and operated
guest house with pool/patio/restaurant/all the comforts. Continental breakfast. The location
is very charming - in one of the less built up areas. Clientele,  mostly gay men and few
straights but the gay and lesbian travel agents are sending lesbians there so it should look up
soon. Highly recommended.",,,,,
Slippo's ,Bars,2106 A 8th Avenue South ,,Nashville,TN,Tel. 2699150.,***,"Bars, Clubs, Coffeehouses",,,
The Parlor,Bars,2110 8th Ave S,,Nashville,TN,"Tel. 292 9177. 'Pool table, electronic
games, a juke box and small dance floor. The women are friendly. It's the best lesbian haunt in
town.'
",****,"Bars, Clubs, Coffeehouses",,,
Beth Ahavah,Religious Groups,2116Walnut St,,Philadelphia,PA,"Tel. 922 3872. Mail address: PO Box 756619101. Women's
night: First Friday of the month.",,,,,
Nite Life,Bars,2120 NW 39th,,Oklahoma City,OK,Tel. 528-9056. Restaurant and disco. Recommended.,****,"Bars, Clubs, Coffeehouses",,,
Women's Network ,Publication,2137 Quimby Ave ,,Bronx,NY,"Tel 597 7091 National newsletter for women. Totally grass roots approach to the lesbian scene in America. The format is running open forum with letters and responses from everywhere. Interviews, book reviews and the opinion of anyone who wants to contribute. ",,,,,
Women's Network,Publication,"2137 Quimby Ave Bronx, NY ",,New York City ,NY,Tel 597 7091 National newsletter for women extremely refreshing,,,,,
Full Circle Books,Bookstores,2205 Silver South East ,,Albuquerque,NM,Tel 266 0022 They sell Gaia's Guide,,,,,
Tug's Belltown Tavern,Show Bar,2207 First Avenue,,Seattle,WA,Tel. 623 2813.,**,"Bars, Clubs, Coffeehouses",,,
Summitt Station ,Bars,2210 Summitt Street,,Columbus,OH,"No Phone Listing. Exclusively a women's bar. Pool table, dancing, DJ, live entertainment occasionally. Opens: 
noon at 2pm to 2.30am. Happy hour: 2pm-7pm. Highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,
Summitt Station,Bars,2210 Summitt Street,,Dayton,OH,"No Phone Listing. Exclusively a women's bar. Pool table, dancing, DJ, live entertainment occasionally.Opens 
noon at 2pm to 2.30am. Happy hour: 2pm-7pm. Highly recommended.",****,"Bars, Clubs, Coffeehouses",,,
The Women's Coalition ,Organization,2211 East Kenwood Blvd,,Milwaukee,WI,"Tel. 964 6117. Includes
GRAPEVINE the feminist support and social group for lesbians and their publication is
AMAZON.",*****,Organizations,,,
Tara's Pub ,Bars,2290 Front St,,Salem,OR,Tel. 232-2688.,**?,"Bars, Clubs, Coffeehouses",,,
Scorpio Lounge,Bars,2301 Freedom Drive,,Charlotte,NC,"Tel. 373-9124. Disco with entirely separate quiet 
room. Two game rooms and enclosed TV room. Drag shows on Wednesday and Sunday 
nights, some Saturdays too. Clientele all gay and about 30% women. Recommended by 
FRIENDS OF DOROTHY BOOKSHOP. No food is served. ",**,"Bars, Clubs, Coffeehouses",,,
Gatsby's,Bars,2310 W Marriton Pk,,Camden,NJ,Tel 663 8744 Disco,**,"Bars, Clubs, Coffeehouses",,,
The Blaisdell Place,Private Club,2322 Blaisdell Ave ,,Minneapolis/St Paul,MN,Tel 872 2325 Private health and dining club,,,,,
Gay Community Services,Organization,2330 Guadalupe,,Austin,TX,"Tel. 477 6699 (Switchboard operates Tues-Fri 7pm-10pm. Otherwise taped message).
Very helpful people offering a full range of activities and services - their publication: GAY
AUSTIN. ",***(*),Organizations,,,P O Box 8559 78742 
Womanspace,Organization,2330 Guadalupe,,Austin,TX,"Tel. 472 3053. Social and political activities, counselings
and referrals service, including bar info, plus lesbian mothers group.",****(*),Organizations,,,
Connections,Publication,2330 Guadalupe,,Austin,TX,Tel. 474 1660 or 472 0018. Gay newspaper $9.00 per year,,,,,
Christopher Street Inc,Centers,2344 Micollet,,Minneapolis/St Paul,MN,Tel 874 7877 Center for treatment of chemical dependency. Incest victim counseling,,,,,
Boxcar Flats,Restaurant,2344 NW 24,,Portland,OR,"Tel. 241-1368. Small cafe, seats 60. Woman owned. Serves
hamburgers and other sandwiches. Open 5.30pm-2am.· Extremely reasonable prices and
recommended.",*,Restaurants,,,
