title,type,statewide.address,address,unclear.address,stars,star.type,description,city,state,Mentions Race?,Mentions Disability?,notes,Feminist Bookstores,year
Edie's,Bar,,9th Avenue ,checked,**,"Bars, Clubs, Coffeehouses ",Near 55th St,Manhattan,NY,,,,,1977
Better Days,Bar,,316 West 49th St,,**,"Bars, Clubs, Coffeehouses ",Tel 541 7296,Manhattan,NY,,,,,1977
Singles,Bar,,951 First Avenue,,**,"Bars, Clubs, Coffeehouses ",And 52nd Street Tel 486 9832,Manhattan,NY,,,,,1977
Brothers and Sisters,Bar,,355 West 46th Street,,**,"Bars, Clubs, Coffeehouses ",And 8th Avenue Tel 765 7848,Manhattan,NY,,,,,1977
Vegetaria,Feminist Restaurant,,64 Charles Street,,**,Restaurants,Tel 212 243 7976 We are about 75% gay and often the 75% are gals. All are welcome. ,Manhattan,NY,,,,,1977
Infinity,Bar,,653 Broadway,,**,"Bars, Clubs, Coffeehouses ",Between Bleecker and West Third. Disco and lounge. Private club. ,Manhattan,NY,,,,,1977
Galexi 21,Bar,,256 West 23rd Street,,**,"Bars, Clubs, Coffeehouses ",Between 7th and 8th Avenue. Private club. Disco downstairs. ,Manhattan,NY,,,,,1977
Paula's,Restaurants,,7th Avenue,checked,*,Restaurants,Tel 691 2360 Supper club full of lesbians,Manhattan,NY,,,,,1977
Mother Courage,Feminist Restaurant,,342 West 11th Street,,**,Restaurants,Tel 924 99728 Serving dinner from 6pm. Closed Mondays. ,Manhattan,NY,,,,,1977
Les Pits,Restaurants,,23rd Street,checked,*,Restaurants,"Between 8th and 9th Avenue. (one block west of the Chelsea Hotel). Says “Christopher
Street”: “Now New York can finally claim one
restaurant that attracts a predominantly gay crowd,
where the food, ambience, and service are well worth
the cost.” ($12.00 to $15.00 for a Table)",Manhattan,NY,,,,,1977
Company,Restaurants,,3rd Avenue,checked,*,Restaurants,Tel MU3 9033 A recommended restaurant. ,Manhattan,NY,,,,,1977
One If By Land Two If By Sea,Restaurants,,17 Barrow St,,*,Restaurants,Tel 255 8649,Manhattan,NY,,,,,1977
Cotton Patch,Restaurants,,1068 Second Avenue,,,,At 56th Tel 688 6595,Manhattan,NY,,,,,1977
Reno Sweeney's,Restaurants,,126 West 13th St,,*,Restaurants,Tel CH2-1366 Great and Midge likes it too A super supper club. ,Manhattan,NY,,,,,1977
One Potatoe,Restaurants,,518 Hudson Street at Tenth,,,,Tel 691 6260,Manhattan,NY,,,,,1977
The Pelican,Restaurants,,200 West 70th Street,,,,Tel 595 8067 Open till 3:30am,Manhattan,NY,,,,,1977
Applause,Restaurants,,360 Lexington Avenue,,,,At 41st Tel 687 7286,Manhattan,NY,,,,,1977
Gypsy Feet,Social Club,,1621 Second Ave,,,,Tel 212 879 0175,Manhattan,NY,,,,,1977
Sweet Vintage,Social Club,,,checked,,,"They organize the activities and
happenings that you want. For gay women only.
Watch “Majority Report” for current details.
",Manhattan,NY,,,,,1977
Hiking Dykes,Social Club,,,checked,,,"“Hiking Dykes”, Tel. 569-1888 or 699-2553. They
hike in mountains, on beaches and sometimes right
over Fire Island. Watch “Majority Report” for current
details.",Manhattan,NY,,,,,1977
Profile,Social Club,,11 East 44th,,,,Tel 212 697 7177,Manhattan,NY,,,,,1977
Paradise Swim Club,Social Club,,145 East 23rd Street,,,,"Tel.
674-4110. Swimming pool, sauna, steam room. Women
only. Open late nite.",Manhattan,NY,,,,,1977
Travelmania,Travel Agency,,318 East 53rd Street,,,,"Tel. (212)
755-2502. Fantastic tours for women.",Manhattan,NY,,,,,1977
Lambda Travel,Travel Agency,,30 East 42nd Street,,,,Suite 1109,Manhattan,NY,,,,,1977
Pelham Airways,Travel Agency,,,checked,,,Tel. 828-0420,Manhattan,NY,,,,,1977
Fire Island Fast,Travel Agency,,,checked,,,Tel. (516) JU 3-7100,Manhattan,NY,,,,,1977
Women's Martial Arts Union,Self Defense,,,checked,,,PO Box 1463,Manhattan,NY,,,,,1977
Women's Center Karate Club,Self Defense,,243 West 20th Street,,,,Tel. 866-4947 or 666-2250,Manhattan,NY,,,,,1977
Women's Martial Arts Center,Self Defense,,155 Chambers St,,,,Tel. (212) 349-2449,Manhattan,NY,,,,,1977
Come! Unity Press,Printing,,13 East 17th Street,,,,Tel 675 3043 Learn to do it yourself printing cooperative. ,Manhattan,NY,,,,,1977
Mayfair,Bar,,3 Hyett St,,**,"Bars, Clubs, Coffeehouses ",,Staten Island,NY,,,,,1977
Stadium Tavern,Bar,,659 East State Street,,*,"Bars, Clubs, Coffeehouses ",Tel 372 9738,Olean,NY,,,,,1977
Bill Bailey's Disco Bar,Bar,,492 Bay Street,,*,"Bars, Clubs, Coffeehouses ",Tel 447 9745 Gay at night,Staten Island,NY,,,,,1977
The Other Side,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ",In the Cumberland Hotel Margaret and Court Streets from 9pm-4pm,Plattsburgh,NY,,,,,1977
Lesbian Feminist Liberation,Group,,20 Carol Street,,**,Organizations,"Check
with “Gay Community News” of Boston for all
current details.",Poughkeepsie,NY,,,,,1977
Stonewall Society,Group,,,checked,*,Organizations,"Tel. (914) 471-8885. You can
also contact them about the Lesbian Group in",Poughkeepsie,NY,,,,,1977
Congress,Bar,,415 Main Street,,**,"Bars, Clubs, Coffeehouses ",,Poughkeepsie,NY,,,,,1977
The New Woman's Times,Publication,,1357 Monroe Avenue,,,,"Tel. 271-5523. S5.00 per year. Feminist
monthly with lesbian news and information. Lots of
news about local-happenings.",Rochester,NY,,,,,1977
Lifeline,Organization,,,checked,,,"Tel. 275-5151, 24 hour crises center.",Rochester,NY,,,,,1977
Rape Crisis,Organization,,,checked,,,Tel. 546-2595,Rochester,NY,,,,,1977
Lesbian Resource Center,Center,,713 Monroe Ave,,*****,Organizations,Tel 244 9030,Rochester,NY,,,,,1977
Dignity,Organization,,,checked,,,PO Box 8295,Rochester,NY,,,,,1977
Women's Video Collective,Organization,,,checked,,,Tel. 546-2595,Rochester,NY,,,,,1977
Womansplace,Center,,,checked,**,Organizations,Tel. 461-2611,Rochester,NY,,,,,1977
Tree House,Bar,,160 Lyell,,****,"Bars, Clubs, Coffeehouses ",,Rochester,NY,,,,,1977
Riverview,Bar,,242 South Avenue,,****,"Bars, Clubs, Coffeehouses ",,Rochester,NY,,,,,1977
Jim's ,Bar,,123 North Street,,**,"Bars, Clubs, Coffeehouses ",Tel 546 6590 Mostly gay men,Rochester,NY,,,,,1977
212,Bar,,212 Colvin,,***(?),"Bars, Clubs, Coffeehouses ",,Rochester,NY,,,,,1977
Bachelor Forum,Bar,,1065 East Main Street,,**,"Bars, Clubs, Coffeehouses ",,Rochester,NY,,,,,1977
Genesee Co-op,Feminist Bookstore,,713 Monroe Ave,,,,"Team room Feminist books, records",Rochester,NY,,,,,1977
Gay Alliance of Genesee Valley,Group,,,checked,*,Organizations,Tel. 244-8640,Genesee Valley,NY,,,"Name indicates it is in Genesee Valley. In the scanned issue it is lised is ""Genesee Valley/Rochester"" during the clean up process I changed it to Genesee Valley",,1977
WCMF,Radio and Television,,,checked,,,"Midnite. Every other Monday:
“Lesbian Nation”.",Rochester,NY,,,,,1977
Regular Restaurant,Restaurants,,713 Monroe Ave,,**,Restaurants,Tel 271 1380,Rochester,NY,,,,,1977
Red Room,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Recommended. Inquire locally.,Sylvan Beach,NY,,,,,1977
Pussycat Lounge,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Inquire locally,Syracuse,NY,,,,,1977
Continental Room,Bar,,149 East Onondaga,,**,"Bars, Clubs, Coffeehouses ",,Syracuse,NY,,,,,1977
D.J.s,Bar,,621 South Warren,,**,"Bars, Clubs, Coffeehouses ",,Syracuse,NY,,,,,1977
Gay Citizen's Alliance,Organization,,"503
South Geddes Street",,***,Organizations,Tel 472 3917,Syracuse,NY,,,,,1977
Gotch Carr's Warren Grill,Bar,,308 S Warren and Genesee ,,**,"Bars, Clubs, Coffeehouses ",Dancing Very popular with gay women,Syracuse,NY,,,,,1977
Someplace Else,Bar,,138 East Genesee at Warren,,**,"Bars, Clubs, Coffeehouses ",Mostly Gay Men,Syracuse,NY,,,,,1977
The Hub,Bar,,224 Bleecker St,,**,"Bars, Clubs, Coffeehouses ",,Utica,NY,,,,,1977
Top Hat Tavern,Bar,,Adams and West Onondaga,checked,*,"Bars, Clubs, Coffeehouses ",Country and Western Music,Syracuse,NY,,,,,1977
Midnite Mary's ,Bar,,Columbia at Broadway,checked,**,"Bars, Clubs, Coffeehouses ",,Utica,NY,,,,,1977
The Playroom,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",,Yonkers,NY,,,,,1977
The Lesbian Feminist Coalition,Group,,100 Mamaroneck ave,,**,Organizations,Tel 914 949 0088,White-Plains,NY,,,,,1977
The Feminist Book,Feminist Bookstore,,162 11 Ninth Avenue,,,,Tel 969 2320,Whitestone,NY,,,,,1977
Feminist Hotline,Hotline,,10 Woodbury Way ,,,,Tel 516 364 1367 They've got a daily tape recorded message and welcome contributions of information. ,Long Island,NY,,,,,1977
Ladies of the Night,Radio and Television,,,checked,,,"Wednesdays
at 9pm. Open forum.",Manhattan,NY,,,,,1977
Irondequiot Book Rack,Feminist Bookstore,,697 Titus Ave,,,,Tel 266 5219,Rochester,NY,,,,,1977
Asheville,Bar,,80 Ashland Avenue,,**,"Bars, Clubs, Coffeehouses ",Tel 252 9382,Asheville,NC,,,,,1977
Electric Company,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ",Route 15-501 Dancing. Recommended. ,Chapel Hill ,NC,,,,,1977
The Greenhouse,Bar,,119 South Brevard,,****,"Bars, Clubs, Coffeehouses ",Behind Civic Center,Charlotte,NC,,,,,1977
Female Liberation,Organization,,,checked,*****,Organizations,PO Box954 Tel 919 929 1829 Their publication A Feminary,Chapel Hill ,NC,,,"Zipcode 27514 places this listing in Chapel Hill. Scanned Issue lists it as Chapel Hill/Durham/Raleigh. During the clean up process, I changed it to Chapel Hill",,1977
Scorpio L:ounge,Bar,,2325 Freedom Drive,,***,"Bars, Clubs, Coffeehouses ",,Charlotte,NC,,,,,1977
New Bar Whisky Ltd,Bar,,825 West Morehead Street,,**,"Bars, Clubs, Coffeehouses ",Tel 704 4373 9264 Gay women and men. ,Charlotte,NC,,,,,1977
Square Circle,Bar,,44608 Wilkinson Boulevard,,**,"Bars, Clubs, Coffeehouses ",Tel 704 392 2489 Disco music and live bands on weekends. Gay women and men. ,Charlotte,NC,,,,,1977
Oleen's Lounge,Bar,,1831 South Boulevard,,**,"Bars, Clubs, Coffeehouses ",Tel 704 373 9604 Gay women and men. ,Charlotte,NC,,,,,1977
Josh's Restaurant,Restaurants,,224 East Boulevard,,*,Restaurants,Tel 704 333 7007,Charlotte,NC,,,,,1977
Twilight Zone,Bar,,459 West Russell St,,***,"Bars, Clubs, Coffeehouses ",,Fayetteville,NC,,,,,1977
Renaissance,Bar,,2130 Lawndale Drive,,**,"Bars, Clubs, Coffeehouses ",Tel 272 9263,Greensboro,NC,,,,,1977
Round and Round,Bar,,McCormick and Lee,checked,**,"Bars, Clubs, Coffeehouses ",,Greensboro,NC,,,,,1977
Mouse Trap,Bar,,1622 Glenwood Avenue ,,***,"Bars, Clubs, Coffeehouses ",Tel 755 9123,Raleigh,NC,,,,,1977
The Other End,Bar,,8 Market Street,,**,"Bars, Clubs, Coffeehouses ",,Wilmington,NC,,,,,1977
Stratford Lounge,Bar,,11502 Stratford St,,,,,Winston-Salem,NC,,,,,1977
Take Five,Bar,,515 Second Avenue N,,**,"Bars, Clubs, Coffeehouses ",Tel 232 4967,Fargo,ND,,,,,1977
Ohio East Gay News,Newspaper,checked,,checked,,,PO Box 10336,Pittsburgh,OH,,,,,1977
Central Ohio Lesbians,Newspaper,checked,,checked,,,PO Box 8393 Tel. (614) 291-9114,Columbus,OH,,,,,1977
Satan's Den ,Bar,,839 South Arlington,,**,"Bars, Clubs, Coffeehouses ",,Akron,OH,,,,,1977
Hayloft,Bar,,77 North Adams Street,,**,"Bars, Clubs, Coffeehouses ",Tel. 253-0108,Akron,OH,,,,,1977
American Hotel and Bar,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","Corner of Lakeshore and
Kenmore Boulevards. Tel. 253-0264",Akron,OH,,,,,1977
P'n'G's,Bar,,210 Snyder,,**,"Bars, Clubs, Coffeehouses ",Tel. (216) 745-3316,Barberton,OH,,,,,1977
Gentleman's Pub,Bar,,1104 South Main Street,,**,"Bars, Clubs, Coffeehouses ",Tel. (216) 253-0328,Akron,OH,,,,,1977
Stage Coach Inn,,,259 East Market St,,,,"Tel. (216)
434-7457",Akron,OH,,,,,1977
Hal's Corner,Bar,,1432 Tuscaraways,,**,"Bars, Clubs, Coffeehouses ","Tel.
(216) 454-0868",Canton,OH,,,,,1977
Lesbian Line,Organization,,,checked,,,"Tel. 621-CARE For peer
and info.",Cincinnati,OH,,,,,1977
The Horseshoe,Bar,,1701 Harrison South West,,**,"Bars, Clubs, Coffeehouses ","Tel.
(216) 452-7396",Canton,OH,,,,,1977
Dignity for Women,Organization,,,checked,,Organizations,Tel. (Lesbian Line) 621 -CARE,Cincinnati,OH,,,,,1977
Dinah',Organization,,6368 Heitzler,,**,Organizations,"Tel. (513) 541-7393
and 541-5132. Newsletter.",Cincinnati,OH,,,,,1977
Women Helping Women,Organization,,,checked,,Organizations,"Tel. 861-8616. Help and
information.",Cincinnati,OH,,,,,1977
Labyris,Organization,,,checked,**,Organizations,PO Box 6302 Lesbian group and bookstore. ,Cincinnati,OH,,,,,1977
Adam's Rib,Bar,,217 Calhoul Street,,***,"Bars, Clubs, Coffeehouses ",Tel 281 19691,Cincinnati,OH,,,,,1977
M.C.C.,Organization,,320 Resor Avenue,,,Organizations,"Tel. (513) 221-2709. A very full range of
social and religious activities.",Cincinnati,OH,,,,,1977
Gay Switchboard,Organization,,,checked,,,"Tel. 696-5330. Sundays and
Thursdays 8pm—3am; Fridays and Saturdays 6pm—
am.",Cleveland,OH,,,,,1977
Golden Lions,Bar,,340 Ludlow Street,,**,"Bars, Clubs, Coffeehouses ",Tel 281 4179,Cincinnati,OH,,,,,1977
Darwin's ,Bar,,214 West Fourth Street,,**,"Bars, Clubs, Coffeehouses ",Tel 513 621 5935,Cincinnati,OH,,,,,1977
High Gear,Newspaper,,,checked,,,"PO Box 6177 Tel. 696-5330.
High waulity very gay newspaper with lots of local
news and guidelines. Born: September 1976. It’s
free — “we welcome materials, art work, or photography
by members of the Gay Community”.",Cleveland,OH,,,,,1977
Greenwich Tavern,Restaurants,,Gilbert Avenue,checked,*,Restaurants,,Cincinnati,OH,,,,,1977
Hope for the Gay Alcoholic,Organization,,,checked,,,Tel. (216) 687-0416,Cleveland,OH,,,,,1977
Cleaveland Area Lesbian Feminist Alliance,Organization,,,checked,*****,Organizations,Tel. (216) 932-2669,Cleveland,OH,,,,,1977
What She Wants,Organization,,"3201 Euclid
Avenue",,,,,Cleveland,OH,,,,,1977
Twiggy's Place,Bar,,2537 St. Clair,,**,"Bars, Clubs, Coffeehouses ",Tel 241 8848,Cleveland,OH,,,,,1977
Shaker Club,Bar,,2775 South Moreland Avenue,,**,"Bars, Clubs, Coffeehouses ","Tel.
752-4100",Cleveland,OH,,,,,1977
Godmother II,Bar,,1014 East 63rd Street,,****,"Bars, Clubs, Coffeehouses ","Tel.
361-5172. (Downtown).",Cleveland,OH,,,,,1977
Rainbow,Bar,,2211 East 9th Street,,**,"Bars, Clubs, Coffeehouses ",Tel 216 621 8667,Cleveland,OH,,,,,1977
Baskerville's,Bar,,11887 Old River road,,**,"Bars, Clubs, Coffeehouses ","Tel. (216) 696-9021. After hours disco —
recommended — super bar.",Cleveland,OH,,,,,1977
The Vaults,Bar,,1281 West Ninth,,**,"Bars, Clubs, Coffeehouses ",Recommended,Cleveland,OH,,,,,1977
Petrarca Lounge,Bar,,2216 Petrarc,,**,"Bars, Clubs, Coffeehouses ",Tel 216 421 9108,Cleveland,OH,,,,,1977
Nantucket Lounge,Bar,,11624 Clinton,,**,"Bars, Clubs, Coffeehouses ",Tel 216 696 9750,Cleveland,OH,,,,,1977
Putty Cat Lounge,Bar,,Denison at W. 65th,checked,**,"Bars, Clubs, Coffeehouses ",,Cleveland,OH,,,,,1977
The Mad Greek,Restaurants,,"Euclid Heights Blvd, and Coventry
Road.",checked,,,"Tel. 371-0000. Open: 11.30am—11.00pm.
Seven days a week.",Cleveland,OH,,,,,1977
J.J.'s,Bar,,2402 St Clair,,**,"Bars, Clubs, Coffeehouses ",Tel 216 696 9774,Cleveland,OH,,,,,1977
Gypsy's,Restaurants,,2418 St Clair Ave,,,,Tel 621 8328,Cleveland,OH,,,,,1977
Genesis,Restaurants,,12200 Euclid,,,,Tel. 421-9359. Vegetarian,Cleveland,OH,,,,,1977
Lesbian Peer Support,Organization,,,checked,,,Box 3321,Columbus,OH,,,,,1977
Central Ohio Lesbians,Organization,,,checked,**,Organizations,"PO Box 8393 Tel. (614) 291-9114. Political and social activities —
regular meetings.",Columbus,OH,,,,,1977
Coventry Books,Bookstore,,1832 Coventry Road,,,,"Tel.
(216) 932-8111. Feminist titles. Gay titles.",Cleveland,OH,,,,,1977
Radio Free Lambda,Radio and Television,,,checked,,,10pm weekdays,Cleveland,OH,,,,,1977
OSU - Women's Liberation,Organization,,,checked,****,Organizations,"Very supportive to the lesbian community.
Has a gay outreach budget and co-sponsors events
with Central Ohio Lesbians.",Columbus,OH,,,,,1977
Village Grotto,Bar,,622 South High Street,,**,"Bars, Clubs, Coffeehouses ","Open:
lpm—2.30am daily.",Columbus,OH,,,,,1977
Jack's A Go Go and Off Broadway Lounge,Bar,,2210 Summit Street,,***,"Bars, Clubs, Coffeehouses ",Tel 614 261 9634,Columbus,OH,,,,,1977
Lesbian Task Force of N.O.W.,Organization,,,checked,**,Organizations,Inquire locally,Columbus,OH,,,,,1977
Ty's,Bar,,242 South High Street,,**,"Bars, Clubs, Coffeehouses ","(Enter from rear).
Tel. (614) 464-2912",Columbus,OH,,,,,1977
Tiny's,Bar,,346 South High Street,,**,"Bars, Clubs, Coffeehouses ","Tel. (614) 221-1^
Disco and drag shows.",Columbus,OH,,,,,1977
The New Yorker,Bar,,104 E Main Street,,**,"Bars, Clubs, Coffeehouses ",Tel 614 228 9382,Columbus,OH,,,,,1977
Logan's Off Broadway,Bar,,2210 Summit Street,,**,"Bars, Clubs, Coffeehouses ",Tel. (614) 261-9634,Columbus,OH,,,,,1977
Mail-Box,Bar,,401 S. Ludlow,,**,"Bars, Clubs, Coffeehouses ",Tel. (513) 226-9572,Dayton,OH,,,,,1977
Martinique,Bar,,148 Salem Ave,,**,"Bars, Clubs, Coffeehouses ",Tel. (513) 226-9017,Dayton,OH,,,,,1977
Kismet Lounge,Bar,,232 North 3rd,,*,"Bars, Clubs, Coffeehouses ",Tel. 225-9460,Columbus,OH,,,,,1977
The World,Bar,,2312 N. Main Street,,***,"Bars, Clubs, Coffeehouses ",Tel. 276-9673,Dayton,OH,,,,,1977
Studio One,Bar,,810 N. Main Street,,**,"Bars, Clubs, Coffeehouses ","Tel. (513)
228-9916",Dayton,OH,,,,,1977
Baker's Bar,Bar,,24 Public Square,,,,Tel. (419) 227-9498,Lima,OH,,,,,1977
Buck's Tavern,Bar,,1052 Broadway,,**,"Bars, Clubs, Coffeehouses ",,Lorain,OH,,,,,1977
Kent Gay Liberation Front,Organization,,233 Student Center,,*,Organizations,Tel. 672-2068,Kent,OH,,,,,1977
Retreat,Resort and Bar,,1030 W. Fourth Street,,**,"Bars, Clubs, Coffeehouses ",Tel 419 227 9498,Manfield,OH,,,,,1977
Hugel's,Bar,,5th and Main Streets,checked,**,"Bars, Clubs, Coffeehouses ",Recommended,Manfield,OH,,,,,1977
Inside/Outside,Bar,,2854 Walkerlake Road,,**,"Bars, Clubs, Coffeehouses ","Tel. ( 419)
529-8311. Bar/Resort.",Manfield,OH,,,,,1977
Rider's Tavern,Restaurant/Bar,,792 Mentor Ave,,**,Restaurants,"Tel.
(216) 951-6112. Recommended - but it's only 118Y
aft er 9pm.",Painesville,OH,,,,,1977
The Water Main,Bar,,202 N. Main Street,,**,"Bars, Clubs, Coffeehouses ","Tel.
(513) 773-9277 or 773-9095",Piqua,OH,,,,,1977
Summit Lodge Resort,Resort,,,checked,**,"Bars, Clubs, Coffeehouses ","Tel. (614) 385-6823. New address: 26500 Wild Cat
Road. A resort with camping and bath club (for women
as well as men). Swimming pool, restaurant, bar,
bookstore and library.",Rockbridge,OH,,,,,1977
David's Lounge,Bar,,160 N. 4th Street,,**,"Bars, Clubs, Coffeehouses ","Tel. (614)
283-9274. Private club.",Steubenville,OH,,,,,1977
Book and Cranny,Feminist Bookstore,,27 West Sasilly,,,,Free Booklist,Springfield,OH,,,,,1977
Why Not Cafe,Bar,,1400 W. Main Street,,*,"Bars, Clubs, Coffeehouses ","Tel. (513)
324-9353. 8pm—lam.",Springfield,OH,,,,,1977
Sahara Club,Bar,,3402 Dorr Street,,**,"Bars, Clubs, Coffeehouses ","Tel. (419)
535-9021",Toledo,OH,,,,,1977
T.J.'s ,Bar,,417 Jackson Street.,,**,"Bars, Clubs, Coffeehouses ",Tel. (419) 241-0080,Toledo,OH,,,,,1977
The Open Closet,Bar,,3330 Secor Road,,**,"Bars, Clubs, Coffeehouses ","Tel. (419)
535-9211",Toledo,OH,,,,,1977
P.R.O ,Organization,,,checked,***,Organizations,"Tel. 243-9351. Their
publication: “Pro-Gram”. 33.00 per year. 3-25 each.",Toledo,OH,,,,,1977
Arlington,Restaurants,,Second and Main,checked,*,Restaurants,"Tel. 691-1357. After
hours dining.",Toledo,OH,,,,,1977
Scenic Bar,Bar,,702 Monroe,,**,"Bars, Clubs, Coffeehouses ",Tel. (419) 241-0717,Toledo,OH,,,,,1977
Ann's Bar,Bar,,126 Pine Avenue,,**,"Bars, Clubs, Coffeehouses ","Tel. (216)
392-8719",Warren,OH,,,,,1977
The Outpost,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","One mile from Turnpike, Exit 14 on
Route 5, next to Betsy Ross Motel.",Warren,OH,,,,,1977
Nook'n'Cranny,Restaurants,,828 Monroe at Michigan,,,,"Tel. (419)
241-2793",Toledo,OH,,,,,1977
Antioch Gay Center,Organization,,,checked,***(**),Organizations,"Tel. (513) 767-7331 (ext. 217) — Switchboard.
Contact them re: Sappho’s Army.",Yellow Springs,OH,,,,,1977
Troubador,Bar,,2010 Market Street,,**,"Bars, Clubs, Coffeehouses ","Tel. (216)
788-0872",Youngstown,OH,,,,,1977
Club 21,Bar,,2121 South Avenue,,**,"Bars, Clubs, Coffeehouses ",Tel. (216) 746-9109,Youngstown,OH,,,,,1977
Flanders,Restaurants,,442 Main Street,,*,Restaurants,,Cincinnati,OH,,,,,1977
Funny Girl,Bar,,2422 NW 23rd,,***,"Bars, Clubs, Coffeehouses ",Private Club,Oklahoma City,OK,,,,,1977
Our Place,Bar,,1302 N Penn,,***,"Bars, Clubs, Coffeehouses ",Tel 524 9396,Oklahoma City,OK,,,,,1977
Crescendo,Bar,,1724 NW 19th St,,***,"Bars, Clubs, Coffeehouses ",,Oklahoma City,OK,,,,,1977
Road House,Bar,,9625 NE Expressway,,***,"Bars, Clubs, Coffeehouses ",Open Thurs-Sun only,Oklahoma City,OK,,,,,1977
The Club,Bar,,1221 Memorial and 11th,checked,***,"Bars, Clubs, Coffeehouses ",,Tulsa,OK,,,,,1977
Old Eighth Day,Bar,,1108 S Lewis,,***,"Bars, Clubs, Coffeehouses ",,Tulsa,OK,,,,,1977
Friends,Bar,,1716 E Third,,*,"Bars, Clubs, Coffeehouses ",Tel 584 9329,Tulsa,OK,,,,,1977
Oregon Woman's Land Trust,Land Trust,checked,1821 Jefferson St,,,,Tel 342 4671 No private ownership of land. Permanent dwellings and camping. ,Eugene,OR,,,,,1977
Switchboard,Organization,,,checked,,,Tel 686 84435,Eugene,OR,,,,,1977
Women's Press,Publication,,,checked,,,PO Box 562 $4.00 per year. Monthly feminist newspaper. Lots of local information. Lots of lesbian information. ,Eugene,OR,,,,,1977
Gay People's Alliance,Organization,,Suite 1 Emu,checked,***,Organizations,"Tel 686 3327 Women's referrals and resource services, plus social activities. ",Eugene,OR,,,,,1977
Gayouth,Organization,,,checked,*,Organizations,Tel 343 8130 or 746 6755. For under 23s.,Eugene,OR,,,,,1977
M.C.C. of the Willameette Valley,Religious Group,,38th and Hillyard,checked,,,Tel 746-7427 Pastor Ms. Ann Montague,Eugene,OR,,,,,1977
Mountain Movers,Pamphlet & Periodoical Outlet,,454 Willamette Street,,,,Sells lesbian materials. ,Eugene,OR,,,,,1977
Communitype,Typesetting,,454 Willamette,,,,Tel 687 2556,Eugene,OR,,,,,1977
Jackrabbit Press,Pamphlet & Periodoical Outlet,,454 Willamette,,,,A commercial print shop run by women. ,Eugene,OR,,,,,1977
Amazon Kung Fu,Self Defense,,,checked,,,Tel 345 2084 or see Womens Press for current info,Eugene,OR,,,,,1977
Mother Kali's Books,Feminist Shops,,333 W 11th ,,,,Open Mon-Sat 10am-9pm We sell Gaia's Guide,Eugene,OR,,,,,1977
The Book and Tea Shop,Feminist Shops,,11646 E 19th Street,,,,,Eugene,OR,,,,,1977
Riviera Room,Feminist Shops,,39 W 10th ,,***,Organizations,Tel 344 0434 Recommended,Eugene,OR,,,,,1977
Portland Town Council,Organization,,320 SW Stark ,,***,Organizations,"room 303 Tel 503 227 2765 Office, library, regular meetings, social and political activities, referrals and education. Their publication ""Gay Rights - 77 free upon request. ",Portland,OR,,,,,1977
Womanshare,Feminist Retreat,,1531 Gray's Creek Road,,,,All gay women welcome. ,Grant's Pass,OR,,,,,1977
Women's Place and Resource Center,Organization,,1915 NE Everett,,****,Organizations,Tel 503 234 7044 Lesbian rap groups and all woman's school. ,Portland,OR,,,,,1977
Tash's ,Bar,,316 W Burnside,,****(?),"Bars, Clubs, Coffeehouses ",,Portland,OR,,,,,1977
Rising Moon,Bar,,413 W Burnside,,****,"Bars, Clubs, Coffeehouses ",Tel 503 223 0363,Portland,OR,,,,,1977
Mountain Moving Cafe,Feminist Coffeehouse,,532 SE 39th ,,,"Bars, Clubs, Coffeehouses ",Tel 503 236 7541 Women's nights open 11am-11pm,Portland,OR,,,,,1977
The Water Closet,Bar,,426 SW 4th ,,,"Bars, Clubs, Coffeehouses ",at Washington,Portland,OR,,,,,1977
Incredble Edibles,Restaurants,,208 NW Couch,,,Restaurants,Upstairs Great Atmosphere,Portland,OR,,,,,1977
Hamburger Mary's ,Restaurants,,SW 9th and Taylor,checked,,Restaurants,,Portland,OR,,,,,1977
Zorba The Greek ,Bar,,626 SW Park,,***,"Bars, Clubs, Coffeehouses ",Tel 502 227 0867,Portland,OR,,,,,1977
A Woman's Place,Feminist Bookstore,,13th and Washington,checked,,,,Portland,OR,,,,,1977
The Lark,Bar,,302 De Kalb,,***,"Bars, Clubs, Coffeehouses ","Route 202. At the
bridge.",Bridgeport,PA,,,,,1977
Castaways,Hotel/Private Disco Club,,629 Front Street,,**,"Bars, Clubs, Coffeehouses ","Tel. 886-9931 and
886-4413. Mostly gay men.",Cresson,PA,,,,,1977
Danny's Hideaway,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ","Route 220, R.D.l.",Duncansville,PA,,,,,1977
Gay Switchboard,Switchboard,,,checked,,,Tel. 234-0328. PO Box 872; 17108.,Harrisburg,PA,,,,,1977
Washington Grill,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ","West Tenth and Washington
Streets.",Erie,PA,,,,,1977
Silhouette,Bar,,4425 N. Front St,,***,"Bars, Clubs, Coffeehouses ",Reopened,Harrisburg,PA,,,,,1977
