title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,Last Modified By,Last Modified,year
LAMBDA Rising INC,Gay/Bookstore,1625 NW Connecticut Ave,,,Washington,DC,"20009. Tel 462-6969. Gay bookstore with women's titles/lesbian titles/GAIA'S GUIDE. Also women's records, posters, buttons, Jewelry, used books, T shirts, greeting cards, guides (free) and gifts. 'We are now undeniably the largest and beat stocked source for gay/lesbian literature In the world'. For your further local Info., they sell WASHINGTON BLADE+ OFF OUR BACKS. Rare first editions and signed copies of such authors as Radclyffe Hall, Gertrude Stein, etc. Their WHOLE GAY CATALOGUE (over 100 pages) coats $2.00. They are open 7 days a week from 10am-midnight. Be sure and say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
"David E Brown, DDS",Dentists,1712 NW Eye St,,,Washington,DC,Suite 902-Tel.293- 7398,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lammas Bookstore,Feminist Bookstore,321 SE 7th St,,,Washington,DC,"Tel. 546- 7292. Full selection, feminist/lesbian/gay/non-sexist children's titles. They sell- GAIA""S GUIDE, plus posters, buttons, records. Mail Order service, bulletin board/localinfo and referrals.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Whole Gay Catalogue- from LAMDA Rising,Mail Order,1625 NW Connecticut Ave,,,Washington,DC,"20009-Toll free number: 1-800-621-6969, to order books by phone. Over 100 page mail order book catalogue, (approximately 40-50% lesbian titles listed). Copies are $2.00 each. Once you've got the catalogue, you just use the toll free number",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gay & Lesbian Student Union (GLSU),Group,201 Student Center,,,Newark,DE,Tel. 451-8066. Re- corded message. Mail to: 201 Student Center.North Delaware;19717.,*,Group,,,,Amanda Regan,4/11/2024 4:42pm,1987
New Moon,Lesbian Group,,,checked,Wilmington,DE,Tel. 652-3310--source of local info,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
National Organization For Women-Lesbian Rights Task Force,N.O.W.,,,checked,Wilmington,DE,Tel.571-8693,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Renaissance,Bar / Restaurants,107 W 6th St,,,Wilmington,DE,comer Orange. Tel. 652-9453. Gay bar/disco full restaurant. Games/juke box/pool table/quiet area. Rave recommendations. Say 'hi' from GAIA.,**(**),Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gay Alcoholics Anonymous,A.A.,,,checked,Wilmington,DE,"Tel.(215)928-1563.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Hen's Teeth,Alternative Bookshop,6 E 7th St,,,Wilmington,DE,"Tel.652-3310. Lesbian/feministandgay titles/-+ health/poetry /herbal/occult books & jewelry + bulletin board and referrals (including lesbian health referrals). NEW MOON, lesbian social group meets there. They sell GAIA'S GUIDE. Say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Nomad Village/The Other Room,Bar,,,checked,Bethany Beach,DE,"Route one, Tower Shores. Tel.539- 7581. Bar/swimming pool/beach.
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Renegade Restaurant and Lounge,Gay Complex/Resort,Rte 1 Box 11,,checked,Reheboth Beach,DE,"Highway One at Rehoboth Ave., Route 1 Box 11. Tel. 227-4713. Brunch daily, Sunday tea-dances, patio, guest houses and swimming pool. Acknowledged women's times and space. Open 10am-2pm & recommended.",**(**),Lodging,,,,Lilly Smith,7/24/2024 11:41am,1987
Delaware House,Guest House,42 1/2 Baltimore Ave,,,Reheboth Beach,DE,19971-Tel.227-1163,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Whelk Women Enterprises,Captained Charted Sailings,PO Box 1006,checked,checked,Boca Grande,FL," Boca Grande,FL;33921-Tel. (813)964-2343. Water adventures/sailing Instruction/out-Island exploration/camping and lodge accomodation. $65.00-$85.00 per day per woman. 'Vacation & sail the uninhabited Islands and waters of the beautiful Florida West Coast with WHELK WOMEN.' (I wish I could, right now ..). Be sure and say 'hi' from GAIA you lucky lesbians ....",,,,,,Lilly Smith,6/9/2024 1:20pm,1987
Fantasies,Bar,495 NE 20th St,,,Boca Raton,FL,"Tel. 395-0303. Open every day 3pm-2am.
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Pro Shop,Bars,840 Cleveland St,,,Clearwater,FL,"Tel. 447-9726. Garden patio, disco dancing, quiet bar, open daily 11:30am-2am.",MGM**,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Dallape's,Bars,325 Main St,,,Clearwater,FL,(Dunedin);Tel. 736-2969.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Lifestyles Lounge,Cape Coral,1303 Del Prado Blvd,,,Cape Coral,FL,"33904/(at S.E. 13th Street)-Tel. (813)772-4440. Dance bar/DJ/shows. Recommended. Say 'hi' from GAIA.
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Zodiac Lounge,Bars,1645 S Ridgewood,,,Daytona,FL,"Tel. 767-4624 Disco, light shows, wall panels and lighted floor. Two shows nightly and a game room. Open 3pm-2am. A highly recommendedold-timer.
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Landmark- Bar Restaurant and Hotel,Bars,615 Main St,,,Daytona,FL,"Tel. 252-3776. Disco and shows.
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Health Center/Clinic/Counselling,Daytona,1225 8th St,,,Daytona,FL,Tel. 253-0008,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Dallape's,Bars,325 Main St,,,Dunedin,FL,"Tel. 733-9667. DJ nightly open 9pm-2am. Very popular.
FORT LAUDERDALE (305)
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church,Religious Group,330 SW 27th St,,,Dunedin,FL,Tel.462-2004.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
JJ's Otherside Lounge,Bars,2283 Wilton Dr,,,Dunedin,FL,"Wilton Manors; Tel.565-5538 .. For women and their friends. Liquor, live entertainment. Your hosts: Jack, Bev and Jill. Open 2pm-2am daily, and till 3am Saturday. They sell GAIA'S GUIDE and are highly recommended. Say 'hi' from GAIA.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Broward Womyn,Lesbian Group,330 SW 27th St,,,Dunedin,FL,"c/o Metropolitan Community Church, 330 South West 27th Street;33315- -A self-help group for lesbians. The group meets every Thursday (except some holidays), from 8 to 10pm. Though the group meets on church property, it is not affiliated with the church. All womyn are welcome.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Little Jim's ,Bars,3038 N Federal Highway ,,,Dunedin,FL,S.E. comer of Federal Highway and Oakland Park Blvd; Tel. 561-1724. Open noon daily.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Backstreet,Show-Bars,200 Broward Blvd,,,Dunedin,FL,Tel. 467-8990,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Roof Top,Bars,,,checked,Dunedin,FL,here U.S. 1 meets Oakland Park Blvd;Tel.565-1651. Open daily 2pm-2am (Sat. 3am)/happy hour 2pm-8pm.,***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Everglades,Bars,1931 S Federal Highway,,,Dunedin,FL,Tel. 462-9165. Happy hour 4pm- 7pm with draft beer at $.60/complimentary buffet every Sunday 6pm-clientel: mixed gay with quite a few women.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Copa,Show-Bars,624 SE 28th St,,,Dunedin,FL,Tel. 463-1508,MGM**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
"Bon Voyage Tours, Inc.",Travel Agency,209 Hendriks Isles,,,Dunedin,FL,"33301-Tel. (305)462-8687. Gay's Tour to Paris, etc.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Jimmy January's,Bar / Restaurants,2135 Davie Blvd,,,Dunedin,FL,Tel. 587-0938.,*,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Marlin Beach Hotel,Hotels/Motels/Guest Houses Etc.,17 S Atlantic Blvd,,,Dunedin,FL,"Tel. 467-6551. Luxury hotel/resort with 100 rooms, many with spectacular views of the Atlantic Ocean. Swimming pool with poolside bar and Poop Deck restaurant. Air-conditioned with direct dial phones and TV. Entertain- ment in the bars and restaurant. Mostly gay men but quite o.k. for gay women.too.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Copa,Bars,624 SE 28th St,,,Fort Lauderdale,FL,33316-Tel.463-1507,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church of the Palms,Services,1414 Ocean St,,,Fort Myers,FL,"(downtown Fort Myers)-Tel. 334-4443.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gay Switchbaord,Services,,,checked,Fort Myers,FL,Tel. 945-9551.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Office Pub,Bars,3704 Grove Ave,,,Fort Myers,FL,Beer &winebar.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Lifestyles,Bars,1303 Del Prado Blvd,,,Fort Myers,FL,Cape Coral-Tel. 772-4440.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The Delta Deli,Restaurants,2269 1st St,,,Fort Myers,FL,"downtown-Tel.334- 7806.
",*,Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lee Cafe,Restaurants,1529 Lee St,,,Fort Myers,FL,Tel.332-5335. Breakfast/ lunch/dinner.,*,Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Butch 'n Nellie's,Bars,1414 Dean St,,,Fort Myers,FL,(downtown). Every Friday eveningfrom9pm-1 am.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Steak'n'Eggs,Restaurants,2044 W 1st St,,,Fort Myers,FL,Tel.334-2846,*,Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Lesbian Feminist Group,Groups,425 NE 10th Ave,,,Gainesville,FL,32601-Tel. 373- 7685. Social/political/info. Anti-nuclear consciousness-raising a la Greenhamand Seneca local actions.,**,Group,,,,Amanda Regan,4/11/2024 4:42pm,1987
University Federation of Lesbian and Gay Students,Groups,PO Box 33,,checked,Gainesville,FL,"J. Wayne Reite Union, Univ. of Florida at Gainesville. Tel. 392-1634. Gay women and men working together-about equal. Offering social and political activities, sports, info. & newsletter. They share an office and phone with N.O.W. Lesbian Task Force.
",*,Group,,,,Lilly Smith,7/24/2024 11:41am,1987
Gainesville Women's Health Center,Health Center,720 NW 23rd Ave,,,Gainesville,FL,Tel. 377- 5055 or 377- 5551,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Group For Gay Awarness,Groups,,,checked,Gainesville,FL,"Tel. 373-GAYS. Very helpful with info/referrals/medical/bars,etc. They sponsor Tuesday night talks and twice monthly programs.",*,Group,,,,Amanda Regan,4/11/2024 4:42pm,1987
Melody Club,Bars,4130 NW 6th St,,,Gainesville,FL,"Tel. 376-3772. Two bars, one for women and one for men. Female impersonation shows, open daily 5pm-2am-the main bar is open 8pm-2am & Sundays 4pm-11pm.
",***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Spectrums,Bars,210 SW 2nd Ave ,,,Gainesville,FL,"Tel. 373-0149 Two bars: one for gay women, one for gay men. Dance bar, highly recommended. ",**(**),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Breakthrough Counseling Service,Clinics / Health Centers / Counseling,31 N Main St,,,Gainesville,FL,Tel. 377-0234. Counseling for women only. Answering machine.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Goering's Book Center,Bookstore,1310 W University Ave,,,Gainesville,FL,Tel. 378-0363,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Junction,Bars,1261 King St,,,Jacksonville,FL,"no phone. Beer and wine bar/disco/ pool tables
",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
My Little Dude,Bars,2952 Roosevelt ,,,Jacksonville,FL,"2952 Roosevelt and Willowbranch. No phone . Located across from the Farmblest Dairy. Pool tables. Noisy,crowded- ,friendly.",****,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Bo's Coral Reef,Bars,201 5th Ave,,,Jacksonville,FL,(Jacksonville Beach) Tel. 246-9874. Clientel: all gay and 50% women.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church,Religious Groups,301 Druid St,,,Jacksonville,FL,Tel.384-6004,***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
The OP Club,Bars,604 Bay St,,,Jacksonville,FL,Tel. 353-5817,MGM**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
College Station,Bars,1187 Edgewood Ave,,,Jacksonville,FL,Tel. 389-9301. Open daily noon-2am.,***,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Claire,Bar/Restaurant,900 Duval St,,,Key West,FL,"900-904 Duval St. Tel. 296-5558. Home of 'Sisters at Sea' women only dance-8pm-closing, which is recommended as quite an experience. Juke box dancing, quiet area and patio. They serve nouvelle regional cooking in 3 separate dining areas- -porch, garden and formal dining room. Open 7 days week-12noon-3am.",***,Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Copa,Bar/Restaurant,623 Duval St,,,Key West,FL,Tel. 296-8521. Huge disco within and old theater building.,**,Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Church,Religious Groups,PO Box 4325,,checked,Key West,FL,33041. Tel. 294-8912,,,,,,Lilly Smith,6/9/2024 1:08pm,1987
1-Saloon,Bar/Restaurant,524 Duval St,,,Key West,FL,"Applerouth Lane,524 Duval Street (side entrance)-down the street from the COPA. Tel. 294-5797. Movies/food/leather and western-type people.",MGM**,Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Old Plantation,Bar/Restaurant,300 Southard,,,Key West,FL,Tel. 294-4531. Live entertainment.,**,Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
La Terraza De Marti,Hotels/Motels/Guest Houses Etc.,1125 Duval St,,,Key West,FL,"33040-Tel. 294-8435. Has a charming, sparkling blue swimming pool with poolside bar. Three gourmet restaurants + Sundeck upstairs. Peaceful atmosphere but rowdy tea-dances every Sunday 4pm-8pm. Ex1remelypopular with gay women.Winter rates: from $65.00 to $160.00 per day double. Summer from $40.00. No children allowed. Say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Alexander's- A Guest House,Hotels/Motels/Guest Houses Etc.,1118 Fleming ,,,Key West,FL,"(Old Town);33040- Tel. 294-9919. 7 room guest house, 3 with private bath, 2 efficiencies. Swimming pool/continental breakfast, good sundeck. No dogs allowed. Say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Spindrift Motel,Hotels/Motels/Guest Houses Etc.,1212 Simonton St,,,Key West,FL,"Tel. 296-3432. Beautiful resort motel owned and operated by lesbians since 1978. Attractive private rooms with full amenities, exquisite sun-drenched swimming pool (great for sun-tans) a new sandwich, wine and beer bar (open 12 hours daily) and much, much more...ldeal location: only one block to tea-dances, beach, bars, restaurants. Mention GAIA'S GUIDE for your 10% discount. (May to November). Be sure to say 'hi' to Helen and Nancy from GAIA and feel free to call there for a full color brochure and info on Key West. Many, many letters of recommendation each year.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Ellie's Nest,Hotels/Motels/Guest Houses Etc.,1414 Newton St,,,Key West,FL,";33040/(at Pearl)- Tel. 296-5757. A guest house for women only. The surroundings are tropical and the people are friendly. The rates are reasonable and each room is named after a famous woman. Exotic swimming pool/hydro-jet pool, patio and party deck/sundeck. Hot tub & TV in every room. Mostly lesbians, many overseas visitors, too. Doubles with bath: from $48.00. Near restaurants/tennis courts/snorkeling. No dogs allowed. Say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
The Queer Pier,Pier,,,checked,Key West,FL,Reynolds Street at ocean,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Oasis Guest House,Hotels/Motels/Guest Houses Etc.,823 Fleming St,,,Key West,FL,"Tel. 296-2131. Luxury guest house, Pool, hot tub. Mostly gay men but women always welcome.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Curry House,Hotels/Motels/Guest Houses Etc.,806 Fleming St,,,Key West,FL,"Tel. 294-6777 Mostly gay men, but women always welcome. Swimming pool, lounge area, tv, all rooms with air-conditioning and bahama ceiling fan. Double with private bath-in season-$45.00. Clientel: gay men and women- -usually more men than women but a really charming, no-hassle place. Write for their brochure, it looks great.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Colours- Key West,Hotels/Motels/Guest Houses Etc.,410 Fleming St,,,Key West,FL,"Tel. 294-6977. Situated right in the heart of Old Towne, this victorian mansion is now an ultra-luxurious guest house with swimming pool, tropical bar and entertainment lounge which overlooks the pool and gardens. Rooms and suites, airport pick-up. Very nice people- -say 'hi' from GAIA.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Coconut Grove,Hotels/Motels/Guest Houses Etc.,817 Fleming St,,,Key West,FL,"33040-Tel. 296-5107. Panoramic roof-top sundecks, secluded wood-decked swimming pool, relaxed hospitality, tropical elegance. From $30.-$48. per night double occu- pancy. Clientel: all gay and often mostly women. Be sure and say 'hi' fromGAIA.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Fantasy Fest,Event,,,checked,Key West,FL," Annual celebration that attracts more than 2,500 visitors to the island city for four days of celebtrating over Halloween. It's Key West's version of Mardi Gras- -only zanier.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Outright Books,Bookshop,901 C Duval St,,,Key West,FL,33040. 'Bringing you the best in gay and lesbian literature.· Send for catalogue.,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Women On The Water,Sail Boat Charters,PO Box 502,,checked,Key West,FL,"33041-Tel. (305)294-5917 & 294-0662. Specializing in week-end and week-long sails. Day sails and sunset sails also available. Captain Melody Coulter.
",,,,,,Lilly Smith,7/24/2024 11:40am,1987
Saturday's ,Bar,4060 W New Haven Ave,,,Melbourne,FL,"Tel. 724-1510. Disco/jukebox and D.J., pool tables, benefits, food is served. It's a private club with guest membership. Friday is ladies' night with a $3.00 beer bust. Open 9pm-3am daily with live entertainment, Thurs.,-Sat.-Say 'hi' from GAIA.
",**(**),"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Switchboard of Miami,Switchboard,,,checked,Miami/Miami Beach,FL,"Administration (305)358-1640/Crises line: 358-4357
telephone no:",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Hattie's,Bars,3416 Main Highway,,,Miami/Miami Beach,FL,(Coconut Grove) Tel. 448-0171- -beer and wine bar/stereo disco.live entertainment and happy hour. A few straights sometime but o.k.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Metropolitan Community Synagogue (Etzcham),Religious Groups,1909 West Dixie Highway,,,Miami/Miami Beach,FL,Tel. 931-9318,,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Uncle Charlie's,Bars,3673 Bird Ave,,,Miami/Miami Beach,FL,"near Douglas and U.S.1-Tel.(Miami) 442-8687. Women welcome, especially during the happy hour which i1 3pm-9pm daily.Monday till 3am.",**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
LAMBDA Passages,Gay / Lesbian Bookstore,7545 Biscayne Blvd,,,Miami/Miami Beach,FL,"Miami) Tel. 754-6900. Lesbian and gay literature, cards, magazines, antiques, art and more...Mon & Th. 11am-10pm/Fri. 11am-midnight, Sunday 1pm- 7pm. Free parking in the rear.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Grove Bookworm,Bookstores,3025 Fuller St,,,Miami/Miami Beach,FL,"(Miami) Tel. 443-6411. gay and feminist books. They sell GAIA'S GUIDE.
Sunday Carries",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Karleman's,Bars,6822 Biscayne Blvd,,,Miami/Miami Beach,FL,(Miami)Tel. 756-9600.,**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Red Rooster,Bars,2404 NE 2nd Ave,,,Miami/Miami Beach,FL,"(Miami)Tel. 573-9595. 'Very few women use it nowadays, but ii is o.k.",MGM**,"Bars, Clubs, Coffeehouses",,,,Amanda Regan,4/11/2024 4:42pm,1987
Zum Alten Fritz,Bar/Restaurant,1840 NE 4th Ave,,,Miami/Miami Beach,FL,"German Restaurant and Knelpe, 1840,N.E. 4th Avenue;(between 18th & 19th-one block east of Biscayne Blvd. (Miami); Tel. 374-7610. Authentic German home-cooking, 34 different beers from around the world. 4 German beers on tap. Cozy, homey atmosphere described In Germany as 'gemuetllch'. Beer garden outdoors In front of the restaurant. Open M-F 11am-10pm/Sat.- 5pm-10pm & Sun. closed. Very, very highly recommended, as being your best bet for dining out In a gay restaurant In the area. 'hi' from GAIA.
",**,Bar / Restaurants,,,,Amanda Regan,4/11/2024 4:42pm,1987
Sea Gull,Hotels/Motels/Guest Houses/Resorts,100 21st St,,,Miami/Miami Beach,FL,"Miami Beach;33139-Tel.toll free- -1-800-327-4523. The world's largest gay resort...directly on the ocean at 21st Street Beach.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
'We Care',Religious Groups,,,checked,Orlando,FL,"Tel. 628-1227;-Gay & Lesbian rap group. Meets Tues. at 7.30pm.
",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
Gay Community Services,Services,,,checked,Orlando,FL,"Tel. 843-4297. A 24 hour answering service with councelling from
5pm-midnight, 7 days a week. Also latest info on the bar scene, referrals for gay doctors, lawyers, etc.",,,,,,Amanda Regan,4/11/2024 4:42pm,1987
