title,type,address,unclear.address,city,state,statewide.address,description,stars,Star Type,Mentions Race?,Mentions Disability?,notes,Questions/Unsure Dr. R should check,year,Last Modified By,Last Modified
Women's Referral Service,Services,,checked,Los Angeles,CA,,": Tel. 995-6646. Free referrals for services and
products. Professional women's network.-Area Code: (818)",,,,,,,1985,,8/8/2024 8:42am
L.A. Women's Exchange ,Services,,checked,Los Angeles,CA,,Taped message for women's events. ,,,,,,,1985,,8/8/2024 8:42am
The Homosexual Information Center,Services,6758 Hollywood Blvd. Hollywood,,Los Angeles,CA,,"Tel. 464-8431. Data files and library/bibliography/newsletter etc.-
Phone for appointment. ",,,,,,,1985,,8/8/2024 8:42am
Lady Limousine,Services,,checked,Los Angeles,CA,,'Tel. (213)540-8582-pager no. 96145,,,,,,,1985,,8/8/2024 8:42am
Connexxus Women's Center,Centers,"9054 Santa Monica Blvd, West Hollywood",,Los Angeles,CA,,"Tel. (213)859-3960. Open 10am-6pm. Drop-in space/info &
refferal/lesbian mothers support group/spanish speaking lesbian groups/events
calendar. Opened Jan.,1985'due to the overwhelming support of the women of the
community!'. ",****(*),,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,1050 South Hill Street,,Los Angeles,CA,,"Tel. 748-0121. Rev.
Elder Jeri Ann Harvey. Services Sunday mornings 10:40am/Sun. eve. 7:30pm/Weds.
Eve. 7:30pm. Tuesday support group for lesbians who have been in jail-7:30pm. Many
more special interest groups and social activities. ",,,,,,,1985,,8/8/2024 8:42am
The Church in Ocean Park,Religious Groups,235 Hill Street,,Los Angeles,CA,,Tel. 399-1631,,,,,,,1985,,8/8/2024 8:42am
M.C.C. In the Valley,Religious Groups,5730 Cahuenga Blvd,,Los Angeles,CA,,Tel. 762-1133,,,,,,,1985,,8/8/2024 8:42am
Affirmation,Religious Groups,,checked,Los Angeles,CA,,: Tel. 255-7251. Gay mormons,,,,,,,1985,,8/8/2024 8:42am
Californians for Individual and Civil Liberties ,Special Interest Groups," P.O. Box 480336,",checked,Los Angeles,CA,,"Dedicated to the support of Republican candidates who support the
needs of the gay community. ",,,,,,,1985,,8/8/2024 8:42am
United Lesbian $ Gay Christian Scientists ,Religious Groups,,checked,Los Angeles,CA,,Tel. 656-9623,,,,,,,1985,,8/8/2024 8:42am
Dignity/Los Angeles,Religious Groups,,checked,Los Angeles,CA,,Tel. 739-1796,,,,,,,1985,,8/8/2024 8:42am
Seventh-Day Adventist Kinship International,Religious Groups,,checked,Los Angeles,CA,,"Tel.
876-2076",,,,,,,1985,,8/8/2024 8:42am
West Valley Social Club ,Special Interest Groups,,checked,Los Angeles,CA,,": Tel. (818)506-5499. A club for outdoor activities,
restaurant trips, etc. Phone for full details",,,,,,,1985,,8/8/2024 8:42am
Sunset Junction Neighborhood Alliance,Special Interest Groups, PO Box 90026.,checked,Los Angeles,CA,,"Tel. 413-6562.
Their street fair each August in support of the gay and lesbian groups attracts a
crowd of over 200,000!",,,,,,,1985,,8/8/2024 8:42am
Great Outdoors,Special Interest Groups,"5633 Carpenter, suite A, North Hollywood;9",,Los Angeles,CA,,"Tel.
(818)763-9040 or 841-1094. Gay and lesbian outdoor recreation group with chapters
throughout California & Arizona. Write for newsletter.",,,,,,,1985,,8/8/2024 8:42am
Southern California Physicians for Human Rights ,Special Interest Groups,,checked,Los Angeles,CA,,; Tel. 464-7666.,,,,,,,1985,,8/8/2024 8:42am
Gay & Lesbian Educators of Southern California ,Special Interest Groups,,checked,Los Angeles,CA,,Tel. 823-4223,,,,,,,1985,,8/8/2024 8:42am
Califia Community,Special Interest Groups,PO Box 1034,checked,Los Angeles,CA,,"Tel. 766-9194. Multi cultural
conferences for women. Age group: 23-60. Apparently these weekends and retreats
are fabulous. ",,,,,,,1985,,10/11/2024 8:43pm
Mi Wei ,Bars,11513 Washington Blvd,,Los Angeles,CA,,"Tel. 391-9262. Dance bar/pool
tables/mixed ages and races. An old-timer still getting many letters of
recommendation. ",****,"Bars, Clubs, Coffeehouses",checked,,,,1985,,8/8/2024 8:42am
Open Quest Institute ,Counselling Institute,"1305 Alvarado Street,L.A.;90006",,Los Angeles,CA,,"Tel. (213)664-5000.
lndividual and group counseling, pyschotherapist education nd training program/potlucks and lesbian'mixers'. AA. ",,,,,,,1985,,8/8/2024 8:42am
Cheers,Bars, 10700 Vanowen ,,Los Angeles,CA,,"Tel. {818)506-1998. Small dance
floor/occasional live entertainment/pool table. 
",****,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 8:45pm
The Big Horn,Bars,4882 Lankershim Blvd,,Los Angeles,CA,,Tel. 760-9792. An old-timer still going strong.,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Entre Nous,Bars,2214 Stoner Ave.West L.A,,Los Angeles,CA,,".Jel. 851-9094. Private club. Open Thurs/Fri.
& Sat. till 3am. $3.00 cover charge on weekends. ",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Unicorn,Bars, 12821 Venice Blvd,,Los Angeles,CA,, Tel. 398-8626.,*,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 10:46pm
The Transfer ,Bars,2214 Stoner Ave,,Los Angeles,CA,,"'-Tel. (213)478-1624. Women's night is
Weds-otherwise a men's bar.",(****),"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 10:37pm
Peanuts Disco,Bars,7969 Santa Monica Blvd (West Hollywood),,Los Angeles,CA,,"Tel. 654-0280. Ultra
loud disco, young crowd, some straight types, but a real old timer, attracts some
star-lettes & recommended, but not for a quiet chat. ",***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Papa Bear's ,Bars, 1101 South Prairie Ave.(lnglewood),,Los Angeles,CA,,Tel. 677-3340,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The New Palms,Bars,8572 Santa Monica Blvd.(West Hollywood),,Los Angeles,CA,,"Old-timer still going
strong. Tel. 652-6188 ",****,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 10:34pm
Rumors,Bars,10622 Magnolia Blvd ,,Los Angeles,CA,,"Tel. 506-9651. Cocktail
bar/outdoor patio. Recommended. ",****,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 9:56pm
The Playroom,Bars,2036 West Manchester.,,Los Angeles,CA,,Tel. 758-7115,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Tristan's,Bar/Restaurant,16109 Van Owen at Woodley,,Los Angeles,CA,,"; Tel. (818)997-9282. DJ/lunch
and dinner, outdoor patio.",MGM**,Bar/Restaurant,,,,,1985,,10/11/2024 10:48pm
New York Company Bar & Grill,Bar/Restaurant,"2470 Fletcher Drive, Glendale",,Los Angeles,CA,,"Tel. 665-1115.
Very gay but DRESS UP. ",**,Bar/Restaurant,,,,,1985,,10/11/2024 9:50pm
Frog Pond,Bar/Restaurant,2106 Hyperion (Silverlake,,Los Angeles,CA,,"Tel. 660-6222. Opens about 4pm-midnight
and later. ",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Go-Between,Coffeehouse/Cafe,: 3928 Sunset Blvd. ,,Los Angeles,CA,," Tel. 660-3178. Now serving excellent full
meals.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Rosalind's ,Restaurants,1941 South La Cienega Blvd,,Los Angeles,CA,,"; Tel. (213)559-8816. West African cuisine.
Woman owned and recommended.",*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Patio,Restaurants,450 North Robertson Blvd,,Los Angeles,CA,,"Jel. 659-8381. Lunch & dinner daily + Sunday
brunch. ",*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Between the Lines,Feminist Bookstore,9028 Tampa Avenue,,Los Angeles,CA,,"Tel. 701-6758.
Specializing in books for women/non-sexist children's books/small press
publications/unusual cards and gifts",,,,,,,1985,,8/8/2024 8:42am
Bread & Roses,Feminist Bookstore,13812 Ventura Blvd (Sherman Oaks),,Los Angeles,CA,,"Tel. 986-5376. Carries
material of Interest to women of all social, racial, economic and ethnic
backgrounds. Bulletin board, Info & referrals. Coffee/tea/wine & snacks are
served. Open Mon-Th. 10am-6pm/Frl. 10am-7pm/Sat. 10am-5pm/Sun.
12noon-5pm. They sell GAIA'S GUIDE. ",,,checked,,,,1985,,8/8/2024 8:42am
Sisterhood Bookstore,Feminist Bookstore,1351 Westwood Blvd,,Los Angeles,CA,,"Tel. 477-7300 & 473-9090.
Complete selection of feminist and lesbian books/ + pamphlets/
journals/record albums/non-sexist children's book/posters and jewelry. They
sell GAIA'S GUIDE. 
",,,,,,,1985,,8/8/2024 8:42am
Unicorn Bookstore,Gay/Lesbian Bookstore,"8940 Santa Monica, L.A.;90069",,Los Angeles,CA,,"Tel. 652-6253.
Gay/lesbian/feminist books + referrals and Info. They sell GAIA'S GUIDE. 
",,,,,,,1985,,8/8/2024 8:42am
The Bookworks,Feminist Bookstore,3517 Centlnela Ave,,Los Angeles,CA,,"Tel. (213)398-1932. Carries books of Interest to & about
lesbians/women's studies/social sciences/humanities/new and used
books/posters/women's music/+ poetry reading/academic and political
forums are held there. They sell GAIA'S GUIDE and have been extremely
helpful. Say'hi' from GAIA. ",,,,,,,1985,,8/8/2024 8:42am
A Different Light,Gay/Lesbian Bookstore,4014 Santa Monica Blvd,,Los Angeles,CA,,"Tel. 668-0629. Lesbian tltles/non!adult' gay titles/women's
studies/magazines and newspapers/buttons/women's music/ + bulletin
board/reading tables. LESBIAN WRITERS SERIES EVERY THIRD SATURDAY
OF THE MONTH AT 8pm. MAIL ORDER SERVICE. They have the COMMUNITY
YELLOW PAGES & GAIA'S GUIDE. Say'hl' from GAIA.-Open Mon.-Sat.
11am-10pm/Sun till 6pm. ",,,,,,,1985,,8/8/2024 8:42am
B. Dalton Bookseller,General and Alternative Bookstore,6743 Hollywood Blvd.,,Los Angeles,CA,,"Tel. 469-8191. Lesbian/gay
t1tles/alternat1ve lifestyles section. They sell GAIA'S GUIDE.",,,,,,,1985,,8/8/2024 8:42am
George Sands Books,General and Alternative Bookstore,"8940 Santa Monica, L.A.;90069",,Los Angeles,CA,,"Tel. 858-1648. Feminist/lesbian/gay
titles/ + authors nights. titles/posters/records/gifts, etc. +",,,,,,,1985,,8/8/2024 8:42am
Feminist Wicce,Mail Order,"21050 Waveview Drive, Topanga;90290",,Los Angeles,CA,,"Tel. 455-1464.
Matriarchal spiritual center-crafts, tools, supplies. MAIL ORDER ONLY. $2.50
for catalogue. ",,,,,,,1985,,8/8/2024 8:42am
Chatteron's ,General and Alternative Bookstore,: 1818 North Vermont Ave,,Los Angeles,CA,,". Tel. 664-3882. Gay & feminist books and
periodicals. They sell GAIA'S GUIDE",,,,,,,1985,,8/8/2024 8:42am
Beach Books,General and Alternative Bookstore,1205 Highland Avenue (Manhatten Beach);90266,,Los Angeles,CA,,"Tel. 545-2727
Large women's studies section. Woman-owned. ",,,,,,,1985,,8/8/2024 8:42am
Framing Shop,Framing Shop,12333 A Washington Boulevard·90066,,Los Angeles,CA,,"Tel. 398-8231. Conservation, museum quality, wood and metal, + fr~mlng:
and stretching by friendly, helpful lesbians. Say'hl' from GAIA.",,,,,,,1985,,8/8/2024 8:42am
WOmantours,Travel Agent,5314 North Figueroa St.,,Los Angeles,CA,,Tel. 255-1115,,,,,,,1985,,8/8/2024 8:42am
Feminist Women's Health Center,Health Center,6411 Hollywood Blvd.,,Los Angeles,CA,,". Tel. 469-4844. Full
lesbian health-care. ",,,,,,,1985,,10/11/2024 8:48pm
Sheila Anderson L.C.S.W.,Therapists,1516 Westwood Blvd,,Los Angeles,CA,,"Tel.
(213)474-5526. Feminist therapy for women, individuals, couples, incest survivors
groups.",,,,,,,1985,,10/11/2024 9:59pm
Westside Women's Clinic,Health Center, 1711 Ocean Park Blvd,,Los Angeles,CA,, Tel. 450-2191,,,,,,,1985,,8/8/2024 8:42am
"Arlene Kraushaar, MA, MFCC",Therapists,"642 1/2 North Robertson Blvd, West Hollywood",,Los Angeles,CA,,"Tel. (213)855-0199. Lesbian therapy-
-discuss, heal, and strengthen. Individuals/couples/groups-sliding scale. 
",,,,,,,1985,,8/8/2024 8:42am
Words & Numbers ,Business Consultants ," 3924 West Sunset Blvd, Ste",,Los Angeles,CA,,"9-Tel. (213)661-8795.
A woman-owned business designed to help other women with small
businesses. 1) writing/editing/resumes/ads/publications/flyers. 2)
bookeeplng/tax accounting/financial planning. Very helpful, very reliable.",,,,,,,1985,,8/8/2024 8:42am
Safire Systems,Introduction Services,"P.O. Box 998-514, El Segundo,CA;9024",checked,Los Angeles,CA,,"5-Tel. (213)204-4678
or 322-6319. Low priced, confidential, friendly service run by and for gay women. ",,,,,,,1985,,8/8/2024 8:42am
Alibi East,Bar/Restaurant,225 South San Antonia,,Los Angeles,CA,,Tel. 623-9422,MGM**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gent's,Bars, 2380 North Gary Avenue,,Los Angeles,CA,,Tel. 593-2466,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Fife's Resort,Hotels/Motels/Guesthouses, 16467 River Road (Guerneville),,Los Angeles,CA,,,,,,,,,1985,,8/8/2024 8:42am
River Village,Bar/Restaurant,14880 River Road ,,Los Angeles,CA,,,,,,,,,1985,,10/11/2024 9:56pm
Rusty Nail,Bar/Restaurant,9117 River Road,,Los Angeles,CA,,,,,,,,,1985,,8/8/2024 8:42am
Molly Brown's,Bar/Restaurant,"14120 Old Cazadero Road, Guerneville",,Los Angeles,CA,,,,,,,,,1985,,8/8/2024 8:42am
The Hiding Place,Restaurants,", 9605 Old River Road (Forestville)",,Los Angeles,CA,,,,,,,,,1985,,8/8/2024 8:42am
The Willows ,Hotels/Motels/Guesthouses," 15905 River Road, Guerneville. Tel",,Los Angeles,CA,,,,,,,,,1985,,8/8/2024 8:42am
Wildwood Ranch,Hotels/Motels/Guesthouses,PO Box 78,checked,Los Angeles,CA,,,,,,,,,1985,,10/11/2024 10:50pm
Southern California Center For Women's Education & Therapy,Centers,,checked,Los Angeles,CA,,"Tel. 761-3011. The ideal alternative to the lesbian bar 
scene: socials/raps/parties. ",****(*),Center,,,,,1985,,8/8/2024 8:42am
Growth House,Centers,5919 Ranchito Ave,,Los Angeles,CA,,Tel. 787-.1090. General counseling and Psycholtherapy.,***(**),Center,,,,,1985,,8/8/2024 8:42am
The Woman's Building,Centers,1727 North Spring St,,Los Angeles,CA,,Tel. 224 2477. Meeting space/gallery and much more. Watch LELSBIAN NEWS events calendar for current schedules.,****(*),Center,,,,,1985,,8/8/2024 8:42am
One Institute,Centers,3340 Country Club Dr,,Los Angeles,CA,,"90019'-Tel. (213)735-5252. The oldest gay organization that I know of, now offers courses and resources for gay women as well as men.",***,Center,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,1050 South Hill St,,Los Angeles,CA,," TCI. 748-0121, REV. Elder Jeri Ann Harvey. Services Sunday mornings 10:40am/Sun. eve' 7:30pm/Weds. Eve. 7:30pm. Tuesday support group for lesbians who have been in jail-7:30pm. Many more special interest groups and social activities'",,,,,,,1985,,8/8/2024 8:42am
Temple Beth Chayim Chadashim,Religious Groups,6000 West Pico Blvd,,Los Angeles,CA,,90035. TCI. 931-7023. Jewish.,,,,,,,1985,,8/8/2024 8:42am
Affirmation,Religious Groups,,checked,Los Angeles,CA,,Tel. 255-7251. Gay mormons. ,,,,,,,1985,,8/8/2024 8:42am
Dignity/Los Angeles,Religious Groups,,checked,Los Angeles,CA,,Tel. 739-1796,,,,,,,1985,,8/8/2024 8:42am
White Women Against Racism,Special Interest Groups,506 Mt. Washington Dr,,Los Angeles,CA,,90065. Tel. (213) 225-9388. ,,,checked,,,,1985,,8/8/2024 8:42am
Sunset Junction Neighborhood Alliance,Special Interest Groups,PO Box 90026,checked,Los Angeles,CA,,"Tel. 413-6562. Their street fair each August in support of the gay and lesbian groups attracts a crowd of over 200,000!",,,,,,,1985,,8/8/2024 8:42am
Gay & Lesbian Latinos Unidos,Special Interest Groups,PO Box 2744,checked,Los Angeles,CA,,Tel. 464-7400 ext. 246,,,checked,,,,1985,,8/8/2024 8:42am
The Federation of Parents & Friends of Lesbians & Gays,Special Interest Groups,,checked,Los Angeles,CA,,Tel. 472-8952,,,,,,,1985,,8/8/2024 8:42am
L.A. Business & Professional Association ,Special Interest Groups,,checked,Los Angeles,CA,,(BAPA): Tel. 659-6376. Support within the gay/lesbian business community. ,,,,,,,1985,,8/8/2024 8:42am
Log Cabin Club,Special Interest Groups,PO Box 480336,checked,Los Angeles,CA,,90048. Gay/lesbian Republicans.,,,,,,,1985,,8/8/2024 8:42am
Open Guest Institute,Counselling Institute,1305 Alvarado St,,Los Angeles,CA,,"90006-Tel. (213)664-5000. Individual and group counseling, psychotherapist education nd training program/pot. lucks and lesbian'mixers'. AA.",,,,,,,1985,,8/8/2024 8:42am
Flamingo,Bars,3626 Sunset Blvd,,Los Angeles,CA,,Tel. 666-3736. Spectacular tropical garden/Sunday afternoon garden barbecues/dancing nightly. About as highly recommended as you can get.,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Alcoholism Center For Women,Alcoholism Center,117 S Alvarado St,,Los Angeles,CA,,"90005 Tel. 381-7805. Counseling and a 13-bed recovery home. Socials and all women-al anon groups. Incest-survivors groups,",****(*),Center,,,,,1985,,8/8/2024 8:42am
Oxwood Inn,Bars,13713 Oxnard St,,Los Angeles,CA,,Tel. 997-9666. Cocktails and dancing. Private parking-entrance in the rear.,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Connection,Bars,4363 Sepulveda Blvd,,Los Angeles,CA,," (Culver City);90230'Tel. (213)391-6817. Dancing/fireplace/cocktails/big screen-cable tv. Open every day noon-2am. Opened Feb., 1985.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
'Babs' Plush Pony,Bars,5261 Alhambra,,Los Angeles,CA,,Tel. 226-9302,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Entre Nous,Bars,2214 Stoner Ave,,Los Angeles,CA,,"West L.A,Tel. 851-9094. Private club. Open Thurs/Fri. & Sat. till 3am. $3.00 cover charge on weekends.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Unicorn,Bars,12821 Venice Blvd,,Los Angeles,CA,,Tel. 398-8626. ,*,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Huntress,Bars,: 8122 Bolsa Ave,,Midway City,CA,,Tel. 892-0048,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Kitty's,Bars,612 West Whittier Blvd,,Montebello,CA,,. Tel. 725-8085,****,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 9:00pm
Willow,Retreat,6517 Dry Creek Rd,,Napa,CA,,"Tel. 944-8173. Secluded women's retreat on 40
acres. Hot-tub, sauna, tennis court and swimming pool. Private bedrooms
with bath. A very special space. Reservations required. Say'hl' from GAIA.",,,,,,,1985,,8/8/2024 8:42am
The Frontrunners Track Club of Greater Los Angeles,Special Interest Groups,5633 Carpenter,,North Hollywood,CA,,"TEI. 382'48-18 GREAT OUTDOORS, 5633 Carpenter, suite A, North Hollywood;91607-Tel. (818)763-9040 or 8411094. Gay and lesbian outdoor recreation group with chapters throughout California & Arizona. Write for newsletter'",,,,,,,1985,,8/8/2024 8:42am
Cheers,Bars,10700 Vanowen ,,North Hollywood,CA,,Tel. (818)506'1998. Small dance floor/occasional live entertainment pool table.,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
In Touch East,Bars,10437 Burbank Blvd,,North Hollywood,CA,,"Tel. 508-7008. Dancing nightly, special DJ's, cocktail hours. Recommended as women only and very friendly.",****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,4986 Fairfax Avenue,,Oakland,CA,, Tel. 533-4848,,,,,,,1985,,8/8/2024 8:42am
Plexus,Publications,545 Athol Avenue Oakland,,Oakland,CA,,"West Coast Women's Press: Tel. 451-2585. A powerhouse of local Info. On sale at all bookstores, etc. listed here.",,,,,,,1985,,8/8/2024 8:42am
REVOL,Bar/Restaurant,3924 Telegraph,,Oakland,CA,," 652-7547. The bar really is for men only but the restaurant is excellent, if a bit expensive, and has more women.",**,,,,,,1985,,8/8/2024 8:42am
Town and Country,Bars,20/22 Telegraph Ave ,,Oakland,CA,,Tel. 444-4978.,**,,,,,,1985,,8/8/2024 8:42am
Jubilee,Bars,4900 Bancroft,,Oakland,CA,, Tel. 534-4055. You have to knock at the door to be admitted,****,,,,,,1985,,8/8/2024 8:42am
Ollie's of Oakland,Bars,4130 Telegraph Avenue,,Oakland,CA,, Tel. 653-6017. Lesbian super-bar. Dance hall/gallery/performance space (features the very best in women's entertainment)/film shows/excellent restaurant. Recommended by everyone. ,****,,,,,,1985,,8/8/2024 8:42am
Bench & Bar,Bar/Restaurant, 120-11th St,checked,Oakland,CA,,"Tel. 444-2266. Straight during the day, gay at night",MGM**,,,,,,1985,,8/8/2024 8:42am
The White House,Bar/Restaurant, 120-11th St,checked,Oakland,CA,, Tel.652-3826. Small dance floor and pool tables,**,,,,,,1985,,10/11/2024 10:47pm
Z Budapest,Occult Services,PO Box 11363,checked,Oakland,CA,," Tel. 444-7724. (for appointment) International feminist psychic. Psychic consultations, trysting of couples house blessings, parties rituals.",,,,,,,1985,,8/8/2024 8:42am
A Woman's Place Bookstore,Feminist Bookstore,4015 Broadway,,Oakland,CA,,"Tel. 547-9920 + 654-3645. Magazines and posters, buttons, women's music, Jewelry, tarot cards, authors nights and other activities. They sell GAIA'S GUIDE and are the acknowledged local Info center for the area.
Say 'hl' from GAIA. A WOMAN'S PLACE-Closed on Tuesdays, otherwise open every day of the year, including holidays. Late evening on Weds. till 9pm. ",,,,,,,1985,,8/8/2024 8:42am
Mama Bear's,Feminist Bookstore,6536 Telegraph Avenue,,Oakland,CA,," Tel. 428-9684. Coffee house/arts and crafts gallery/poetry readings/ new and used women's books. Emphasis on women's spirituality. WOMEN ONLY In the evenings. 'A little Isle of Lesbos'. They now sell crafts and Jewelry, have their own newsletter and sell GAIA'S GUIDE. Say 'hi' from GAIA.",,,,,,,1985,,8/8/2024 8:42am
Daddy Warbucks,Bars,68981 East Palm Canyon Drive (Cathedral City,,Palm Springs,CA,,"Tel. 324-1022.
Elegant piano-bar",MGM**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Gay/Lesbian Line,Switchboard ,,checked,Palo Alto,CA,,"'-Tel. (415)497-1488. Very helpful-they have all info. on
groups, bars, etc. from the Mountain View area to San Francisco. Ask about
their very active WOMEN'S GROUP.",,,,,,,1985,,8/8/2024 8:42am
Kepler's,Bookstores," 821 El Camino Real, Menlo Park;9402",,Palo Alto,CA,,"Tel. (415)324-4321. Women's
studies/gay books section. Author's nights/book signings. ",,,,,,,1985,,8/8/2024 8:42am
Printers Ink Books,Bookstores,: 31 California Ave,,Palo Alto,CA,,Tel. 327-6500. Women's studies section.,,,,,,,1985,,8/8/2024 8:42am
Vermie's,Bars,3772 E. Foothill Blvd,,Pasadena,CA,,Tel. 578-9359 -closed Mondays,****,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Page One,Feminist Bookstore,966 North Lake Ave;9110,,Pasadena,CA,,"'-Tel
(818)798-8694. 'We have a complete selection of lesbian and feminist books:
Also albums, cassettes, I-shirts, buttons, jewlery, perlodlcals and bulletin
board. Lesbian mall order catalog: $1.00-open Tues.-Sat. 11am-6pm/Sun.
1-Spm/closed Mondays. '-They sell GAIA'S GUIDE .. Say'hl' from GAIA. 
",,,,,,,1985,,8/8/2024 8:42am
