title,type,statewide.address,address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
The Woman's Building,Women's Building,,1727 N Spring St,,Los Angeles,CA,"Tel. (213) 221-6161. This is a phenomenon in the lesbian/feminist scene. "" The Woman's Building is a public center for women's culture. We offer classes and workshops in the visual, environmental, language and kinetic arts, and we present public performances and shows of women's work in present public performances and shows of women's work in present public performances and shows of women's work in film, theater, visual arts, language arts, video, performance, dance and experimental forms. Women staff the Building and are responsible for 100% of its programs. Men form part of the audience for some public presentations (films, theater, etc.)... We are taking the power within ourselves and with each other to be active in the world, finding our creative sources, developing skills, hearing each other... pushing past previous limits. ""Also now: Vals Restaurant at the Woman's Building. ",,,,,,1979
Alcoholism Center for Women,Other Centers,,1147 S Alvarado St,,Los Angeles,CA,"90006. Tel. (213) 381-7805. ""Offer a supportive, sisterly environment for every woman who feels she has a drinking problem, and wishes to explore her alternatives. Counseling groups, recovery home, social activities, survival services. Coffeehouse nites, plus lesbian rap groups.""",****(*),Center,,,,1979
Gay Community Services Center Women's Resource Program,Other Centers,,1213 Highland Ave,,Los Angeles,CA,"90038. Tel. 464-7400 x 31, Switchboard 9.30am-10pm. ""Our center is Human Services Center. We have numerous departments, such as educational outreach; employment; emergency housing, prison probation and parole; counseling; volunteers; women's resource; Ceta I; Hotline."" Other activities include dances, social happenings. ",***(**),Center,,,,1979
Gay Little Hut,Bars,,,checked,Los Angeles,CA,get address locally.,***,"Bars, Clubs, Coffeehouses",,,,1979
The Gateway Bar,Bars,,,checked,Los Angeles,CA,get address locally. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Gipsy,Bars,,940 N. La Cienega ,,West Hollywood,CA,Tel. (213) 652-1611. Entertainment nightly. Piano Bar. Lunch: 11am-4pm; Dinner: 6pm-11pm.,**,"Bars, Clubs, Coffeehouses",,,,1979
Plush Pony,Bars,,5261 E Alhambra,,Los Angeles,CA,(East L.A.),***,"Bars, Clubs, Coffeehouses",,,,1979
Hollywood Club,Show-Bar,,1719 N Vine St,,Los Angeles,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Cafe Metro,Restaurants,,932 N. Alvarado St,,Los Angeles,CA,90026. Tel. 484-2442. Dinner: 5pm-11pm Tuesday to Sunday. Vegetarian and non-vegetarian. Highly recommended. ,**,Restaurant,,,,1979
Val's Restaurant,Restaurants,,1727 N Spring St,,Los Angeles,CA,at the Woman's Building. Very highly recommended. ,**,Restaurant,,,,1979
Dolly Dolphin's Grill,Restaurants,,11819 Santa Monica Blvd,,Los Angeles,CA,"(corner of Westgate in West L.A.) Tel. 477-2277. ""Seafood without Pier. Casual atmosphere, green plants and women's art.""",**,Restaurant,,,,1979
Sisterhood Bookstore,Feminist Bookstore ,,1351 Westwood Blvd,,Los Angeles,CA,"90024. Tel. (213) 477-7300 or 473-9090. Also located at: Woman's Building, 1727 N. Spring St; 90012. Both locations open seven days a week. ""Complete selection of feminist and lesbian books, pamphlets, journals and record albums. Non-sexist children's books, books by and about women on health, history, literature, poetry, drama, law. Resources include local magazines, fliers advertising community events, bulletin board. We also sell posters, jewelry, T-shirts and Gaia's Guide."" ",,,,,,1979
Feminist Horizons,Gift Store,,10586 1/2 W Pico Blvd,,Los Angeles,CA,"90064. Tel. (213) 836-7822. Open: 11am-5pm Monday thru Saturday. ""The largest and most complete feminist and lesbian gift store in the world. ""Jewelry, T-shirts, vibrators, ceramics, leather, buttons, bumper stickers, posters, greeting cards, and they also sell Gaia's Guide. Mail order catalog: $.25",,,,,,1979
Womantours,Travel Agency,,5314 N Figueroa,,Los Angeles,CA,"90042. Tel. 255-1115. Highly recommended. 80% gay women. Feminist educational tours for women, fun and pleasure tours for lesbians. Travel arrangements world-wide. ""We make travel arrangements for anyone traveling to any part of the world.""",,,,,,1979
Center Press,Printers,,1147 S Alvarado,,Los Angeles,CA,"(a division of the Alcoholism Center for Women). Tel. 381-7805. Discount to feminist groups. Rates flexible; b/w and color. Business cards, publications. 29"" press; typesetting. ""Women teaching women.""",,,,,,1979
The New Ms. Fitz,Bars,,4363 Sepulveda Blvd,,Culver City,CA,"90230. Tel. 397-9377. Live entertainment every weekend. Pool tournaments, bowling league and baseball team. I.D. required. Woman-owned. Open: 10am-2am. Very, very highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Palms,Bars,,8572 Santa Monica Blvd,,Hollywood,CA,Tel. 652-6188. Recommended by Ruth.,****,"Bars, Clubs, Coffeehouses",,,,1979
Circus Disco,Bars,,6648 Lexington,,Hollywood,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Paradise Ballroom,Bars,,826 N Highland Ave,,Hollywood,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Eating High,Restaurants,,4514 Fountain,,Hollywood,CA,,**,Restaurant,,,,1979
Studio One,Theater/Restaurant,,652 N La Peer,,Hollywood,CA,"'Backlot', W. Hollywood. Tel. 659-0471. Two shows: 10pm and midnite. Dining: 7:30pm-9:00pm. Call for reservations. Women only on Wednesday night. Theatre and restaurant plus disco. ",,,,,,1979
Carriage Trade,Theater/Restaurant,,8077 Beverly Blvd,,Hollywood,CA,"Excellent food. More men than women but very, very highly recommended. ",,,,,,1979
Dummy Up,Bars,,12179 1/2 Ventura Blvd,,North Hollywood,CA,"Studio City (off the Alley-- one block west of Laurel Canyon). Open: Noon-2am every day. Dancing, pool table, softball team. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Big Horn,Bars,,4882 Lankershim ,,North Hollywood,CA,"Tel. 980-9792. Still going strong. Dancing, pool table, pin ball. ",****,"Bars, Clubs, Coffeehouses",,,,1979
49'r Club,Bars,,6411 Lankershim Blvd,,North Hollywood,CA,"Tel. 980-9792. Tel. 761-4966. Open: Mon-Thurs: 10am-2am; Weekends: 24 hours. 'Warm and friendly atmosphere."" Dancing, entertainment, pool table, pin ball, food. Recommended. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Oxwood Inn,Bars,,13713 Oxnard at Woodman,checked,Van Nuys,CA,Tel. 997-9666. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Love Inn,Bars,,10700 Van Owen,,North Hollywood,CA,Tel. 769-9215.,***,"Bars, Clubs, Coffeehouses",,,,1979
Queen Mary,Bars,,12449 Ventura Blvd,,Los Angeles,CA,Studio City. Recommended: Drag shows. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Office,Bars,,13817 Ventura Blvd,,Los Angeles,CA,Tel. (213) 981-6942. Open: 11am-2am seven days a week. Dinner: 6pm-11pm. Entertainment in Dining Room 9:30pm in Disco Room (called 'The Campers'),,,,,,1979
The Attic,Bars,,11717 1/2 Victory Blvd,,North Hollywood,CA,Pool table. Recommended. ,***,"Bars, Clubs, Coffeehouses",,,,1979
The Canyon Room,Bars,,13625 Moorpark ,,Studio City,CA,"(at Woodman, Sherman Oaks). Bar/restaurant. A real old-timer.",**,"Bars, Clubs, Coffeehouses",,,,1979
Bia Bia Cafe,Bars,,11059 Ventura Blvd,,Studio City,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
"Califia, Inc. ",Feminist Shop,,3415 N Highland Ave,,Manhattan Beach,CA,"90266. Tel. 545-8717. Open: Tues-Sat. 11am-6pm. Sunday: 11am-4pm. Closed Mondays. ""Books, periodicals, arts and crafts by women for women.""",,,,,,1979
The Book Shop in Ocean Park,Bookshop,,2915 Main St,,Ocean Park Beach,CA,90405. Large selection of feminist books. ,,,,,,1979
Womonspace,Women's Center,,237 Hill St,,Santa Monica Beach,CA,"90405. Tel. (213) 396-0054 or 399-9813. ""Womonspace is a womon's center dedicated to the idea of providing a safe and nurturing atmosphere where womon can share skills, discuss political activities, hold cultural events, raise womon's consiousness, produce entertainment by and for womon and provide a safe place for feminist groups to meet. We are interested in reaching out to all womon who want to work on their own oppression and the oppressive forces in our society. Womon-space includes straight, bi-sexual and lesbian womon (80%). We involve womon from a variety of class backgrounds whilst focusing on outreach to working class womon. It is Womon-space's policy that ""no womon is turned away for lack of funds."" This appears on all fliers and literature. We try to provide childcare at all events. In our fall programming we hope to involve new womon and expand our outreach activities. Straight/bi/gay womon can work together. There is room for all feminist womon."" ",****,Center,,,,1979
Seaworthy Women,Vacation and Recreation,,2210 Wilshire Blvd,,Santa Monica Beach,CA,"Suite 254; 90403. Tel. (213) 397-7728. Seaworthy Womon is the only place on the West Coast providing sailing adventures for women by private charter. ""We offer cruises from one to ten days to the Channel Islands on all-woman crewed 31' classic wood boat. We also offer sailing instruction at all levels. ""Write to them for detailed information on their cruises and sailing classes. ",,,,,,1979
The Church in Ocean Park,Church,,235 Hill St,,Santa Monica Beach,CA,"90405. Tel. 399-1631. ""Our space is available for events such as concerts, films, discussions, forums, meetings and theater.""",,,,,,1979
The Feminist Shop ,Occult Shop,,442 Lincoln Blvd,,Venice Beach,CA,"(Wicca) Tel. (213) 399-3919. Open: Mon. Thurs., Sat: Noon-6:30pm. Herbs, books, tarot reading, occult supplies. Mail order catalog: $.35.",,,,,,1979
Skylight Inn,Bars,,1616 Washington Blvd,,Venice Beach,CA,Tel. 399-9585.,***(?),"Bars, Clubs, Coffeehouses",,,,1979
Brave Bull,Bars,,709 S 9th St,,Modesto,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Fools Rush Inn,Resort,,PO Box 387,,Mendocino,CA,Hiway One (at Dimport Road); Little River; 95456. Tel. (707) 937-5339. (see Little River listing).,,,,,,1979
After Dark,Bars,,214 Lighthouse Ave,,Monterey,CA,Tel. (408) 373-7828. Disco. Mostly gay men.,**(MGM),"Bars, Clubs, Coffeehouses",,,,1979
Everywoman's ,Coffeehouse,,1921 Menalto Ave,,Menlo Park,CA,"Tel. 328-3195 or 3295 (?). A women's coffeehouse, workshops, happenings, meeting place. Open: Tues-Sat. from 5pm. Very highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Mustang Club,Bars,,413 N 7th St,,Modesto,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
M.C.C. ,Religious Groups,,2714 Telegraph Ave,,Oakland,CA,(at the Gay Community Center). Tel. (415) 549-1975. ,,,,,,1979
The Bacchanal,Bars,,1369 Solano Ave,,Albany,CA,Tel. 527-1314. Open every day at 5pm. (21 plus I.D. essential). Recommended. (See details under Albany.) Your bets bet in the East Bay Area. ,****,"Bars, Clubs, Coffeehouses",,,,1979
Jubilee,Bars,,4900 Bancroft,,Oakland,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
Willow,Retreat,,6517 Dry Creek Rd,,Napa,CA,"94558. Tel. (707) 944-8173. ""Secluded retreats on 40 acres, 70 miles north of San Francisco in the mountains. Hot tub, sauna, swimming pool, tennis court. Available to groups and individuals. Various workshops offered.""",*,"Bars, Clubs, Coffeehouses",,,,1979
I.C.I (Information Center Incorporate),Feminist Bookstore ,,5251 Broadway,,Oakland,CA,"94618. Tel. 547-9920. Lesbian books, magazines, periodicals and newspapers, also Gaia's Guide. ",,,,,,1979
Gay Community Center of Orange County,Services Center,,12732 Garden Grove Blvd,,Garden Grove,CA,"Suite H, Garden Grove; 92643. Tel. (714) 534-3280 and 534-3261. Hotline: 534-5820, Alcohol Helpline. The Gay Women's Groups are extremely active. They are definitely the place in the 'Orange County' area try them even if you're not sure. ",***(**),Center,,,,1979
Carnation,Bars,,1200 13th Ave,,Oakland,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
Whitehorse,Bars,,6547 Telegraph Ave,,Oakland,CA,"Tel. 652-3820. Once again, straight, voyeuristic men and some lesbians it was the same in 1956 but then there was really no place else to go). Women's nites. ",*,"Bars, Clubs, Coffeehouses",,,,1979
Aunt Hattie's,Bars,,Hiway 111,,Palm Springs,CA,"(at Date Palm), Cathedral City. Tel. 328-9074. Open seven nites: 7pm-2am. Tea dance on Sundays from 3pm. ",***,"Bars, Clubs, Coffeehouses",,,,1979
Ulysses,Gay Resort,,486 Mel Ave,,Palm Springs,CA,"92262. Tel. (714) 325-2833. ""Heated Olympian outdoor pool plus a huge 105 degree indoor mineral whirlpool, rock steams/sauna room, spacious grounds, garden-type room, apartments and cottages. We make group bookings for organizations and clubs as well as individuals. Gay women most welcome. We have gay women's group weekends and vacations. "" Very Highly recommended.",,,,,,1979
Desert Knight Motel,Bars,,435 Avenida Olancha,,Palm Springs,CA,"Very, very highly recommended for gay women. Motel and bar.",***,"Bars, Clubs, Coffeehouses",,,,1979
The Hideaway,Motel,,71-472 Culver Dr,,Palm Springs,CA,"Rancho Mirage. Tel. (714) 346-4720. Friendly people, privacy, large pool, volleyball court, color t.v., shuffleboard. 50% gay women and very highly recommended. ",,,,,,1979
GAF,Bars,,68-555 E. Ramon Rd,,Palm Springs,CA,92262. Tel. (714) 328-9079. Open: 9pm-2am seven days a week. Disco dancing from 10pm. Sunday nite dance contest-cash prizes. Separate lounge and games room. ,**(MGM),"Bars, Clubs, Coffeehouses",,,,1979
Harlow Haven Motel,Motel,,175 E. Alameda,,Palm Springs,CA,Tel. 325-9093. Built for Jean Harlow. ,*,Lodging,,,,1979
Desert Paradise Hotel,Motel,,772 Prescott Dr,,Palm Springs,CA,92262.,*,Lodging,,,,1979
Gay People's Union at Stanford Women's Collective,Group,,PO Box 8265,checked,Palo Alto,CA,"94305. Tel. (415) 497-1488. Hours: Mon-Fri: 1-5pm: Meeting: Tuesday at 8pm, at Old Firehouse, 2nd Floor, Stanford University. Legal and medical referrals; health clinic; emergency housing; local information. Raps; potlucks, dances. Speakers available. Publ: 'Lesbian Visions',"" Lots of supportive, friendly gay sisters.""",**,Organizations,,,,1979
The Whiskey Gulch Saloon,Bars,,1951 E. University ,,Palo Alto,CA,Weekends.,**(MGM),"Bars, Clubs, Coffeehouses",,,,1979
Small World,Travel Agency,,4121 El Camino Way,,Palo Alto,CA,"94306. Tel. (415) 494-1556. Open: Monday-Friday 9am-5pm. ""Gay-owned and operated. Specializing in gay resorts, tours, etc., and areas in the world where gay women and men are welcome. We maintain a network where fay men are welcome. We maintain a network where gay women and men are welcome. We maintain a network fro exchanging information with other gay travel agencies throughout the U.S. as well."" ",,,,,,1979
Daily Double,Bars,,3739 E. Colorado Blvd. ,,Pasadena,CA,"Tel. 499-9701. Open: Sat & Sun: 1pm-2am; Mon-Wed: 5pm-midnight/2am weekends. They are considering after hours on weekends only to select clientele. It will be membership oriented. Pool table, juke box, live entertainment, club-like atmosphere. ""Groups to listen to and dance to : top 40, some C&W. We now have an all-women's pool team and soon we'll have a women's softball team."" Very, very highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Vermie's ,Bars,,3772 E. Foothill Blvd,,Pasadena,CA,"91107. Open: Mon-Thurs: 4pm-midnight; Fri & Sat. Noon-2am; Sun: Noon-midnight. Dancing, pool table. ""Good atmosphere... local clientele."" Very, very highly recommended.",****,"Bars, Clubs, Coffeehouses",,,,1979
The Garden,Bars,,1960 E University,,Palo Alto,CA,Disco. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Tender Trap,Bars,,667 W Holt,,Pomona,CA,Te. 622-9307. Open: Noon-2am. Is it just gay men?,**,"Bars, Clubs, Coffeehouses",,,,1979
Alibi East,Bars,,225 S San Antonio,,Pomona,CA,Disco.,**,"Bars, Clubs, Coffeehouses",,,,1979
Page One Books,Feminist Bookstore,,26 N. Lake Ave,,Pasadena,CA,"91101. Tel. (213) 792-9011. ""We have a complete line of lesbian and feminist books. We sell Gaia's Guide."" Open: Mon-Sat. 11am-5:30pm. Mail order catalogs: 50 cent (kids).",,,,,,1979
Club 21,Bars,,2314- A Monument Blvd,,Pleasant Hill,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
Puka's ,Bars,,1811 South Catalina,,Redondo Beach,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Juinetas,Bars,,,checked,Port Costa,CA,"(3 miles from Crockett). Weekends are for gay women and men, Weekdays it's a straight tourists' scene.",**,"Bars, Clubs, Coffeehouses",,,,1979
Wayside Inn,Bars,,,checked,Redding,CA,1 mile on Hiway 299. Dancing and pool table. ,***(?),"Bars, Clubs, Coffeehouses",,,,1979
The Answer,Bars,,1640 Main St,,Redwood City,CA,,**,"Bars, Clubs, Coffeehouses",,,,1979
Shffl'n Beaver,Bars,,,checked,Redding,CA,3 miles west on Hiway 299.,***,"Bars, Clubs, Coffeehouses",,,,1979
Blue Angel West,Bars,,5472 Mission Blvd.,,Riverside,CA,Weekends.,***,"Bars, Clubs, Coffeehouses",,,,1979
Circus Room,Bars,,3800 7th St,,Riverside,CA,,***,"Bars, Clubs, Coffeehouses",,,,1979
M.C.C. ,Religious Groups,,PO Box 2451,checked,Riverside,CA,"93509. Tel. (714) 682-7445. Services at: 5539 Mission Blvd. Rubidoux. Rap groups, counseling social activities.",(?),Organizations,,,,1979
Cruiser,Bar / Restaurants,,2651 El Camino Real,,Redwood City,CA,"94063. Tel. (714) 682-7445. Services at 5539 Mission Blvd., Rubidoux. Rap groups, counseling social activities. ",,,,,,1979
The Rusty Nail,Bars,,9117 River Rd,,Forestville,CA,"95436. Gay people's bar. Restaurant, dancing, pool. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
River Queen Women's Center,Centers,,17140 River Rd,,Guernewood Park,CA,"PO Box 173, Guernewood Park; 95446. Tel. 869-0333 message service for women to use between 10am and 6pm. ""A non-profit organization. Library and bookstore, art shows, information, referrals, dances and special cultural events (lesbian orientation). Their publ: "" River Queen Rag"".",****,Center,,,,1979
"""River Queen Rag""",Publications,,17140 River Rd,,Guernewood Park,CA,"Mail: Box 173, Guernewood Park; 95446. Tel. 869-033. Breezy reading from the Russian River.",,,,,,1979
Fife's Resort,Resorts,,PO Box 45,checked,Guerneville,CA,"95446. New resort for gay people here on the Russian River. Pool, hot tubs, restaurant, cabins, shops, and much, much more. Write to them for further details.",**,Lodging,,,,1979
