"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","year","publication","country","geocode.value","lon","lat","geoAddress"
"Daily Double","Bars","3739 E. Colorado Boulevard","","Pasadena","CA","Tel.578-9701. Pooltable, Juke box, club-like atmosphere. Open Sat &Sun:lpm-2an;Mon-Wed:5pm-midnight. Very, very highly recommended.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"The Jack's","Bars","Deer Creek Plaza, 101 Broad Street","","Nevada City","CA","Te1.265-5809. Food and cocktails.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Nevada City, CA, United States",-121.0160594,39.2615606,"nevada city, ca 95959, usa"
"Lesbians of Color","Third World Group","","checked","Pasadena","CA","write Box 199.Pasadena.","**","Organizations","checked",NA,"",1981,"Gaia's Guide","United States","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"The Happy Hour","Bars","12081 Garden Grove Boulevard","","Garden Grove","CA","Tel. 537- 9079.Dinner and dancing. Cocktail hours, pool table and live bands. 4 highly recommended old-timer.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Garden Grove, CA, United States",-117.9379952,33.7742692,"garden grove, ca, usa"
"Jett's Cafe & Art Haus","Coffeehouses","964 W. Manchester Avenue","","Los Angeles","CA","","*","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Chez Claude","Restaurants","700 North Gardner","","Los Angeles","CA","Tel.(213)651-5578.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"N.O.W. (Sacramento Chapter)","Groups","","checked","Sacramento","CA","Tel.443-3470. 24 hour switchboard service. Newsletter.","-","","",NA,"",1981,"Gaia's Guide","United States","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Pickwick Books","Bookstore","6743 Hollywood Boulevard","","Los Angeles","CA","Tel. 469-8191. Gay titles.","-","","",NA,"",1981,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Women's Community Resource Center","Women's Centers","2625 East Third","","Long Beach","CA","Tel.433-2183.Bisexual/Teminist group meets weekly.","****","Organizations","",NA,"",1981,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Feminist Women's Health Center","Health Center","2930 McClure Street","","Oakland","CA","Tel.(415)444-7664.","-","","",NA,"",1981,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Sacramento Women's Center","Women's Centers","2104 Capitol Ave. ","","Sacramento","CA","Tel.442-4657.","****(*)","Organizations","",NA,"",1981,"Gaia's Guide","United States","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Belinda Terrace","Bars","480 Pomona Mall West","","Pomona","CA","Tel.(714)623-9474. Recommended.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"Blue Angel","Bars","5472 Mission Boulevard","","Riverside","CA","Tel.683-9520.","***","Bars, Clubs, Coffeehouses","",NA,"Unsure why this is listed as having the same number as Circus Room in Redwood City. Different area code, or error?",1981,"Gaia's Guide","United States","Riverside, CA, United States",-117.3754942,33.9806005,"riverside, ca, usa"
"M.C.C.","Religious Groups","4986 Fairfax Avenue","","Oakland","CA","Tel.(415)533-4848. They own their own church and have a lesbian pastor plus lesbian student ministers. The congregation is about 60% lesbian | and they have many social activities and dances as well as religious services and counseling. Worship 1s Sundays at 6pm & Thursdays at 7pm. Their publication is: KRYSALIS-monthly","-","","",NA,"",1981,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"The Circle","Bars","2777 North Maroa","","Fresno","CA","Tel.(209)224-0440.Veryhighly recommended. Discos and long happy hours.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"Old Town Bar & Grill","Bars","Second Street","checked","Eureka","CA","Very mixed.","*","Bars, Clubs, Coffeehouses","",NA,"Very mixed could refer to bar being friendly but not just lesbian, or could refer to race?",1981,"Gaia's Guide","United States","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa"
"Fools Rush Inn","Resorts","P.O.Box 387","checked","Little River","CA","Tel.(707 )937-5339.""Rustc cabins by the sea...we offer accomodation in a beautiful setting at reasonable price. We are gay-owned and operated.""","-","","",NA,"",1981,"Gaia's Guide","United States","Little River, CA, United States",-123.7899217,39.2717465,"little river, ca, usa"
"Sandwiched Inn","Restaurants","3943 Piedmont Avenue","","Oakland","CA","Tel.655-1202.Lunches and dinners. Woman owned and recommended.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Lesbian News","Publications","P.O. Box 2023, Culver City","checked","Culver City","CA","Tel.837-6874.L.A. oriented monthly in big newsletter form. It’s full of local resources and inf ormation-includes a very useful classifiedsection. It’s one of my own favorites. $5.00 per year donation to cover postage and handling. Now includes the extremely useful and unique: RESOURCE REFERENCE LIST FOR THE SOUTHERN CALIFORNIA WOMEN'S COMMUNITY, (updated monthly)","-","","",NA,"",1981,"Gaia's Guide","United States","Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa"
"Lesbian Rights Committee/NOW","Organisation and Services","420 North Van Ness","","Fresno","CA","","****(*)","Organizations","",NA,"",1981,"Gaia's Guide","United States","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"For Yourself","Sexual Boutique","5647 College Avenue","","Oakland","CA","Tel. 658-1904.","-","","",NA,"",1981,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Brave Bull","Bars","709 South 9th Street","","Modesto","CA","Tel.529-6712.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Modesto, CA, United States",-120.9970014,37.6392595,"modesto, ca, usa"
"Lost & Found","Bars","2105 Artesia Boulevard","","Redondo Beach","CA","Tel.371-7859.Pleasant atmosphere, good disco, pool table, and outdoor patio","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Redondo Beach, CA, United States",-118.3884078,33.8491816,"redondo beach, ca, usa"
"GAF","Bars","68-555 E. Ramon Road","","Palm Springs","CA","Tel.(714)328-9079.Disco, lounge and game rooms. Open:9pm-2am seven nights a week. O.K. for gay women.","MGM**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Lesbian Visions","Publications","c/o G.P.U.","checked","Palo Alto","CA","Tel.(415)497-1488.","-","","",NA,"",1981,"Gaia's Guide","United States","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"G.P.U.","Groups","P.O. Box 8265","checked","Palo Alto","CA","Tel.(415)497-1488. Gay People's Union at Stanford Women's Collective. Legal and medical referrals, health clinic, emergency housing, local information, dances, raps, pot-lucks. Regular weekly meetings.","**","Organizations","",NA,"",1981,"Gaia's Guide","United States","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Holy Trinity Community Church","Religious Groups","5323 Lexington Avenue","","Los Angeles","CA","Tel.(213)461-1647.","-","","",NA,"",1981,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Odyssey","Bars","8471 Beverly Boulevard","","Hollywood","CA","Tel.(213)658-8106. Young crowd—no alcohol. Pool and pin-ball. All gay. Open 9pm-4am. Recommended. ""Before and after hours dancing"".","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Big Horn","Bars","4482 Lankershim","","North Hollywood","CA","Tel.980-9792. Dancing, pool table, pin-ball and still going strong.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Santa Monica Bay Women's Club","Women's Club","1210 4th Street","","Santa Monica","CA","","-","","",NA,"",1981,"Gaia's Guide","United States","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"Coast Inn","Hotel","1401 South Coast Highway","","Isla Vista","CA","Tel.(714)494-7588.","-","","",NA,"",1981,"Gaia's Guide","United States","Isla Vista, CA, United States",-119.8609718,34.4133292,"isla vista, ca 93117, usa"
"David's","Restaurants","7013 Melrose Avenue","","Hollywood","CA","Tel.934-5730.""Excellent food, cozy fireplace atmosphere and more women are going all the time.""","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Red Lantern","Bars","4618 East Belmont","","Fresno","CA","Tel.(209)251-5898.Western, but friendly to women. Pool table.","MGM**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"The Blue Book from Payne Publications","Resources and References","1651 Cosmo Street, suite 329","","Los Angeles","CA","Tel. (213)966-5669. A complete source of information about gay L.A. & environs. $3.00 each-mail order.","-","","",NA,"",1981,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Golden T's","Bars","740 Broadway","","Long Beach","CA","","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"The Farmhouse","Resorts","7871 Trenton Road","","Forestville","CA","Tel.(707)887-1623.","-","","",NA,"",1981,"Gaia's Guide","United States","Forestville, CA, United States",-122.8902721,38.4735237,"forestville, ca 95436, usa"
"Skate World","Bars","3645 San Pablo Dam Road","","El Sobrante","CA","Tel.(415)222-0244.Women's nights.","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","El Sobrante, CA, United States",-122.2952474,37.9771452,"el sobrante, ca, usa"
"Main Street","Bars","1460 South Coast HIghway","","Laguna Beach","CA","Tel.(714)494-0056. Friendly and casual. Affluent clientel. More women attending regularly.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Dummy Up","Bars","12179 1/2 Ventura Boulevard","","Studio City","CA","Tel.980-9936.Dancing, pool table, soft-ball team. Open noon-2am very day. It’s locateoff the Alley—one block west of Laurel Canyon.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Studio City, CA, United States",-118.3952727,34.1435864,"studio city, los angeles, ca, usa"
"Mi Wey (Safari)","Bars","11513 West Washington Boulevard","","Hollywood","CA","el.391-9264. Disco dancing and pool tables. ""Great atmosphere."" Seven days a week.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"A Woman's Place","Feminist Bookstore","5251 Broadway","","Oakland","CA","Tel.547-9920. Lesbian books, periodicals, newspapers, magazines.","-","","",NA,"",1981,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Red Dog Saloon","Bars","7302 Melrose Avenue","","Hollywood","CA","","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"""MOM""--Guess What!""","Publications","Box 8170","checked","Sacramento","CA","Tel.362-8283.Non-sexist gay newspaper. Events calender, resources,' community map, classified ads and business directory. News and reviews. $10.00 per year — monthly.","-","","",NA,"",1981,"Gaia's Guide","United States","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Rink's","Bars","15215 South Crenshaw. ","","Gardena","CA","Showbar. Pool table. About 30% gay women.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Gardena, CA, United States",-118.3089624,33.8883487,"gardena, ca, usa"
"The Store","Bars","10937 Burbank Boulevard","","North Hollywood","CA","Tel. 980-9798. Open 6am-6pm.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Back Door","Bars","Round Hill Village","","Lake Tahoe","CA","Tel.(702)588-2515. Mostly gay men?","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Lake Tahoe, CA, United States",NA,NA,NA
"Bull 'n' Bear Saloon","Bars","420 Tyler Street","","Monterey","CA","Tel- (408)372-8700. Two bars, one with small disco dance floor. ""A good place to drink and talk—relaxed, friendly atmosphere","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Monterey, CA, United States",-121.8946761,36.6002378,"monterey, ca, usa"
"The Church in Ocean Park","Religious Groups","235 Hill Street","","Santa Monica","CA","Tel. 399-1631. ""Our space is available for events such as concerts, films, discussions, forums, meetings and theater.""","-","","",NA,"",1981,"Gaia's Guide","United States","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"The Club","Bars","16805 South Western","","Gardena","CA","","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Gardena, CA, United States",-118.3089624,33.8883487,"gardena, ca, usa"
"South Seas Bar","Bars","1401 South Coast Highway","","Laguna Beach","CA","Tel.494-1588.","**","Bars, Clubs, Coffeehouses","",NA,"Same address as Boom Boom Room. Same building, or error?",1981,"Gaia's Guide","United States","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Baker Street","Bars","10437 Burbank Boulevard","","North Hollywood","CA","Tel.(213)761-4000.Beer/wne/pool table/entertainment.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Robbie's","Bars","390 Pomona Mall East","","Pomona","CA","Tel.(714)622-9511.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"N.O.W.","Groups","P.O. Box 307","checked","Laguna Beach","CA","Tel.(714)661-6888.","-","","",NA,"",1981,"Gaia's Guide","United States","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Circus Room","Bars","3800 7th Street","","Redwood City","CA","Tel.683-9520.","***?","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Redwood City, CA, United States",-122.228141,37.4847955,"redwood city, ca, usa"
"River View Lodge","Lodge","Box 622","checked","Monte Rio","CA","Tel.865-1372. Relaxed atmosphere. Probably mixed clientele.","-","","",NA,"",1981,"Gaia's Guide","United States","Monte Rio, CA, United States",-123.0088886,38.4654695,"monte rio, ca, usa"
"Inspiration","Bars","5211 North Atlantic Avenue","","Long Beach","CA","Tel.(213)428-55'15. ""A good place to drink, dance, shoot pool, and talk."" Highly recommended.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Studio One ""Backlot""","Bars","652 N. La Peer","","Hollywood","CA","Tel. 659-0471. Theater, restaurant and disco. Women only on Weds, nights. Dinner: 7:30pm-9:00pm. Two shows: 10pm & midnight.Call for reservations. Very, very highly recommended.","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
