"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"Long Beach Women's Union","Group","2025 E 10th St","","Long Beach","CA","Office address 2025 East 10th Street(POBox14785)Tel. 928-2197 and 427 4840. Lesbian collective for social and political action. Contact the GAY COMMUNITY SERVICES for more details. This Group is growing. Monthly activities/annual picnic/meetings/movies/parties","**","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Que Sera Sera","Bars","1923 E 7th St","","Long Beach","CA","Tel.599-6170.A women's bar with dancing and games. Open Monday- Friday 6pm-2am. Sat/Sun2pm-2am. Dress code: no levis (I)","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Executive Suite","Bars","3428 E Pacific Coast Highway","","Long Beach","CA","(at Redondo)Tel.597-3884. Very highly recommended.","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Gazebo Cafe","Restaurant","674 Redondo Ave","","Long Beach","CA","Tel.434-9921. Good to excellent food at very reasonable prices. Gay owned and operated. Open 24 hours a day. Clientele mostly gay women, some gay men and a few straights. (Corner of 7th and Redondo- just a few blocks from the QUE SERA SERA).","*","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Commanche","Bars","5211 N Atlantic Ave","","Long Beach","CA","Tel. 428 5545. Used to be INSPIRATION. Disco-dance floor/pool table/video game","**(MGM)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Whoop's Coop","Bars","2718 E Anaheim St","","Long Beach","CA","Tel.434-1449. A real old-timer and still going strong. Pool table/beer and wine bar.Clientele80% gay women.","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Queen City Travel","Travel Agency","506 E 4th St","","Long Beach","CA","Tel. 437-4197","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Dodd's Books","Bookstores","4818 E. 2nd St","","Long Beach","CA","Tel.438-9948.Feminist/lesbian and gay titles.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Chelsea Bookstore","Bookstores","2121 E Broadway","","Long Beach","CA","Tel. 434 2220. Alternative bookstore - featuring a wide selection of gay and lesbian literature and also has a whole section devoted to women's music.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Bed By The Bay","Hotel/Motel","PO Box 902","checked","Sausalito","CA","Bed & Breakfast. Guest rooms in private gay residence- San Francisco and Marin County. $24.00 and up. We provide information about SF's gay/lesbian activities.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Sausalito, CA, United States",-122.4852507,37.8590937,"sausalito, ca 94965, usa"
"Feminist Women's Health Center","Medical Care","2930 McClure St","","Oakland","CA","Tel. 444-7664/444-5676. Full gynecological services/lesbian health and now their own sperm bank. Bv appointment only. Weekdays 9am-7pm.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Ruth Nodel","Counseling","","checked","Berkeley","CA","Tel. 658-0229. Massage practitioner/holistic counseling/relaxing, therapeutic massage for women. Private practice, sliding scale.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"For Yourself","Sexuality Boutique","5467 College Ave","","Oakland","CA","(near Rockridge BART) Tel. 658-1904. Sensuous supplies. vibrators. body oils, books, erotic art. Monday through Sat. 12 noon-6pm.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Becky Jacofsky","Insurance Agent","4020 Telegraph Ave","","Oakland","CA","Tel.655-6761. a wonderful. helpful woman insurance agent-she advertises 'proud to be gay, proud to serve gays'••• 'I've used her for years, the best ever I' Located across from the Women's Place","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Metropolitan Community Church/Ocean of Life","Religious Groups","148 E 22nd St","","Costa Mesa","CA","meets at Community Church by the Bay, (1 block off Newport Blvd).The pastor is a lesbian.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa"
"Newport Station","Bars","1945 Placentia Ave","","Costa Mesa","CA","Tel. 631-0031. Very strict dress code regarding women's shirts. They must be buttoned from right to left (or is it left to right?)- anyway, they must button in the female way.","**(MGM)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa"
"Scene One","Bars","3340 N Azusa Ave","","Covina","CA","(WestCovina) Tel. 339-5505 and 332-9265 Bar/restaurant/disco. Cocktails and Sunday brunch. All Gay and 80% women. Highly recommended.","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Covina, CA, United States",-117.8903397,34.0900091,"covina, ca, usa"
"Davis Lesbian and Gay Task Force","Political Group","433 Russell Blvd","","Davis","CA","Tel. 753-2090. Affiliated with the GAY STUDENTS UNION OF THE UNIVERSITY OF CALIFORNIA AT DAVIS. They offer: Coming Out Group, Lesbian Sharing Group and potlucks. Events tape and see MOM GUESS WHAT/Newspaper for current details.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa"
"For Yourself","Sensuality Store","220 State St No 10","","Los Altos","CA","Tel. 949-3417. Massage and body oils, books, and playthings. Open Tues- Sat 11am-5.30pm. We are geared towards women'.

","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Altos, CA, United States",-122.1141298,37.3852183,"los altos, ca, usa"
"The Advocate gay Visitors Guide to Los Angeles(& Palm Springs)","Publication","PO Box 5847","checked","San Mateo","CA","Order from: The Advocate, P.O.Box 5847, SanMateo, Calif.,94402.A Guide Book for gay accommodations, bars, restaurants, shops, cultural attractions, for men and women. The priceIs$4.95 each and add$1.25for postage and handling.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","San Mateo, CA, United States",-122.3255254,37.5629917,"san mateo, ca, usa"
"Lesbian News","Publication","6507 Franrivers","","Canoga Park","CA","Tel. 704-7825. L.A. Oriented monthly in big news-letter form. It's full of local resources and information- includes a very useful classified section. It's one of my own favorites. Subscription rates: Working women $8.50 per year or $10.00 per year for a family. Now in its 8th year.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Canoga Park, CA, United States",-118.5975318,34.2083086,"canoga park, los angeles, ca, usa"
"Women's Yellow Pages","Publication","PO Box 66093","checked","Los Angeles","CA","Tel 398-5761","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Community Yellow Pages ","Publication","1314 Tremaine","","Los Angeles","CA","Tel. 939-1200","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Women's Referral Service","Services","PO Box 3093 ","checked","Van Nuys","CA","Tel. 995-6646. Call for free referrals- services& products. Accountants/attorneys/banks/financial planners/insurance
consultants/therapists/physicians and many many more. Professional women's network","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Van Nuys, CA, United States",-118.466222,34.2012166,"van nuys, los angeles, ca, usa"
"Open Quest Counseling Hotline","Services","","checked","Los Angeles","CA","Tel.650-OPEN &650-6736.This is a professionally operated crisis counseling line for the gay community. All year and around the clock. A licensed counselor is just a phone call away.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Homosexual Information Center","Services","6758 Hollywood Blvd Suite 208","","Hollywood","CA","Tel. 464-8431. Data files, information services. Library/newsletter/biography etc Afternoon only. Weekends by appointment. Call first.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"The Women's Center At Council House (WCCH)","Center","543 N Fairfax Ave","","Los Angeles","CA","Tel. 651-2930. Established to aid everywoman in securing quality healthcare, economic self-reliance, equality and an enriched life; was founded by the National Council of Jewish Women, Los Angeles Section as a place where the interests and concerns of the women of this community would be singularly important WCCH is the meeting place of many agencies, organizations and women's groups with a feminist perspective and goal.","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Southern California Center For Women's Education & Therapy","Center","","checked","Studio City","CA","located in StudioCityTel.761-3011& (714) 622-5563. Lesbian rap groups/programs-presentations/classes-courses/discussions/socials(like swimming, supper and movies) - the ideal alternative to the lesbian bar scene.","****(*)","Organizations","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Studio City, CA, United States",-118.3952727,34.1435864,"studio city, los angeles, ca, usa"
"The Gay and Lesbian Community Services Center","Center","1213 N Highland Ave","","Los Angeles","CA","Mail to: P.O.38777, 90038 Tel.464-7400. As far as I know, this is the most highly organized gay center in the world, with services and facilities for lesbians so complete as to make this a full-service lesbian center. Contact them when you first hit L.A. about housing, employment, military and veterans programs, social activities, disabled lesbians program, counseling and referrals and their open rap group for lesbians. SWITCHBOARD now includes: Lesbian Central- office hours:10.30am-5.15pm Monday through Friday, coordinating all Lesbian activities, referrals, etc. New groups; lesbian mothers and children socials& support/socials for pregnantlesbians.","*****","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Growth House","Center","5919 Ranchito Ave ","","Van Nuys","CA","787-1090. Offering; 'The Friday Night Club'- an alternative to the bars for gay women and men. Highly recommended. General counsellingandpsychotherapy.Educationadlegreeprograms.Affiliatedwith3universities","***(**)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Van Nuys, CA, United States",-118.466222,34.2012166,"van nuys, los angeles, ca, usa"
"National Gay Archives","Archives","PO Box 38100","checked","Hollywood","CA","Natalie Barney/Edward Carpenter Library Mail to: P.O.Box 38100 Hollywood. Ca. 38100 Hollywood, Ca. 90038 Location: 1654 North Hudson Ave Hollywood,Ca.90028Tel.463-5450. Lectures, discussions. film nights, theater parties. Over 12,000 books and many more periodicals. Preserving and Gay/Lesbian heritage.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Alcoholism Center For Women","Drug/Alcohol Services","1147 S Alvarado St","checked","Los Angeles","CA","Tel.381-7805. Support for lesbians with a drinking problem. Counseling and 13 bed recovery home. Social activities, lesbian rap groups, coffee house nights and all women Al-Anon groups. Speakers Bureau- Training Workshop","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Center For Feminist Therapy","Center","12581 Venice Blvd","","Venice","CA","Tel. 391-6321 Lesbian drop-in, a great way to meet new women and an excellent alternative to the bar scene. On Friday nights. The center also offers individual/relationship/group therapy","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Venice, CA, United States",-118.4527302,33.994091,"venice, los angeles, ca, usa"
"Society For Senior Gay and Lesbian Citizens (SSGLC)","Center","Angeles Plaza 255 S Hill Street Room410","checked","Los Angeles","CA","(Downtown Los Angeles) Tel.621-3180 or 708-1978.Referral and information center. Luncheons, dinners, lectures, courses on self-defense and economic survival, card parties, field trips, rap groups one very thing from religion to what it's like to be a homosexual at 75'.24 hour hotline. Housing, nursing care, recreational facilities.","***(**)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"KPFK","Radio Program","","checked","Los Angeles","CA","90.7 FM 8.30pm every Sunday. Lesbian Sisters-includes excellent calendar of events","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Metropolitan Community Church","Religious Groups","3681 Glendon Ave","","Los Angeles","CA","BeachCities: 3681 Glendon Avenue, (West Los Angeles), 90025 Tel.838-6000.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Metropolitan Community Church","Religious Groups","1050 S Hill St","","Los Angeles","CA","Tel.748-0121.A Christian Church with outreach to the gay community. Rev. Jeri Ann Harvey,Pastor.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Universal Fellowship of Metropolitan Community Church (UFMCC)","Religious Groups","5300 Santa Monica Blvd","","Los Angeles","CA","International headquarters of the METROPOLITAN COMMUNITY CHURCHES(M.C.C.)- contact them for the latest details about the local churches. They publish a directory of all local M.C.C.'s -over 150 in 8 countries.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
