"title","description","type","city","state","country","publication","year","notes","geocode.value","lon","lat","geoAddress"
"G.P.U.","Tel.(415)497-1488. Gay People's Union at Stanford Women's Collective. Legal and medical referrals, health clinic, emergency housing, local information, dances, raps, pot-lucks. Regular weekly meetings.","Groups","Palo Alto","CA","United States","Gaia's Guide",1981,"","Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Holy Trinity Community Church","Tel.(213)461-1647.","Religious Groups","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Odyssey","Tel.(213)658-8106. Young crowd—no alcohol. Pool and pin-ball. All gay. Open 9pm-4am. Recommended. ""Before and after hours dancing"".","Bars","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Big Horn","Tel.980-9792. Dancing, pool table, pin-ball and still going strong.","Bars","North Hollywood","CA","United States","Gaia's Guide",1981,"","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Santa Monica Bay Women's Club","","Women's Club","Santa Monica","CA","United States","Gaia's Guide",1981,"","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"Coast Inn","Tel.(714)494-7588.","Hotel","Isla Vista","CA","United States","Gaia's Guide",1981,"","Isla Vista, CA, United States",-119.8609718,34.4133292,"isla vista, ca 93117, usa"
"David's","Tel.934-5730.""Excellent food, cozy fireplace atmosphere and more women are going all the time.""","Restaurants","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Red Lantern","Tel.(209)251-5898.Western, but friendly to women. Pool table.","Bars","Fresno","CA","United States","Gaia's Guide",1981,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"The Blue Book from Payne Publications","Tel. (213)966-5669. A complete source of information about gay L.A. & environs. $3.00 each-mail order.","Resources and References","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Golden T's","","Bars","Long Beach","CA","United States","Gaia's Guide",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"The Farmhouse","Tel.(707)887-1623.","Resorts","Forestville","CA","United States","Gaia's Guide",1981,"","Forestville, CA, United States",-122.8902721,38.4735237,"forestville, ca 95436, usa"
"Skate World","Tel.(415)222-0244.Women's nights.","Bars","El Sobrante","CA","United States","Gaia's Guide",1981,"","El Sobrante, CA, United States",-122.2952474,37.9771452,"el sobrante, ca, usa"
"Main Street","Tel.(714)494-0056. Friendly and casual. Affluent clientel. More women attending regularly.","Bars","Laguna Beach","CA","United States","Gaia's Guide",1981,"","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Dummy Up","Tel.980-9936.Dancing, pool table, soft-ball team. Open noon-2am very day. It’s locateoff the Alley—one block west of Laurel Canyon.","Bars","Studio City","CA","United States","Gaia's Guide",1981,"","Studio City, CA, United States",-118.3952727,34.1435864,"studio city, los angeles, ca, usa"
"Mi Wey (Safari)","el.391-9264. Disco dancing and pool tables. ""Great atmosphere."" Seven days a week.","Bars","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"A Woman's Place","Tel.547-9920. Lesbian books, periodicals, newspapers, magazines.","Feminist Bookstore","Oakland","CA","United States","Gaia's Guide",1981,"","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Red Dog Saloon","","Bars","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"""MOM""--Guess What!""","Tel.362-8283.Non-sexist gay newspaper. Events calender, resources,' community map, classified ads and business directory. News and reviews. $10.00 per year — monthly.","Publications","Sacramento","CA","United States","Gaia's Guide",1981,"","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa"
"Rink's","Showbar. Pool table. About 30% gay women.","Bars","Gardena","CA","United States","Gaia's Guide",1981,"","Gardena, CA, United States",-118.3089624,33.8883487,"gardena, ca, usa"
"The Store","Tel. 980-9798. Open 6am-6pm.","Bars","North Hollywood","CA","United States","Gaia's Guide",1981,"","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Back Door","Tel.(702)588-2515. Mostly gay men?","Bars","Lake Tahoe","CA","United States","Gaia's Guide",1981,"","Lake Tahoe, CA, United States",NA,NA,NA
"Bull 'n' Bear Saloon","Tel- (408)372-8700. Two bars, one with small disco dance floor. ""A good place to drink and talk—relaxed, friendly atmosphere","Bars","Monterey","CA","United States","Gaia's Guide",1981,"","Monterey, CA, United States",-121.8946761,36.6002378,"monterey, ca, usa"
"The Church in Ocean Park","Tel. 399-1631. ""Our space is available for events such as concerts, films, discussions, forums, meetings and theater.""","Religious Groups","Santa Monica","CA","United States","Gaia's Guide",1981,"","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"The Club","","Bars","Gardena","CA","United States","Gaia's Guide",1981,"","Gardena, CA, United States",-118.3089624,33.8883487,"gardena, ca, usa"
"South Seas Bar","Tel.494-1588.","Bars","Laguna Beach","CA","United States","Gaia's Guide",1981,"Same address as Boom Boom Room. Same building, or error?","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Baker Street","Tel.(213)761-4000.Beer/wne/pool table/entertainment.","Bars","North Hollywood","CA","United States","Gaia's Guide",1981,"","North Hollywood, CA, United States",-118.3877732,34.1866635,"north hollywood, los angeles, ca, usa"
"Robbie's","Tel.(714)622-9511.","Bars","Pomona","CA","United States","Gaia's Guide",1981,"","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"N.O.W.","Tel.(714)661-6888.","Groups","Laguna Beach","CA","United States","Gaia's Guide",1981,"","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Circus Room","Tel.683-9520.","Bars","Redwood City","CA","United States","Gaia's Guide",1981,"","Redwood City, CA, United States",-122.228141,37.4847955,"redwood city, ca, usa"
"River View Lodge","Tel.865-1372. Relaxed atmosphere. Probably mixed clientele.","Lodge","Monte Rio","CA","United States","Gaia's Guide",1981,"","Monte Rio, CA, United States",-123.0088886,38.4654695,"monte rio, ca, usa"
"Inspiration","Tel.(213)428-55'15. ""A good place to drink, dance, shoot pool, and talk."" Highly recommended.","Bars","Long Beach","CA","United States","Gaia's Guide",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
"Studio One ""Backlot""","Tel. 659-0471. Theater, restaurant and disco. Women only on Weds, nights. Dinner: 7:30pm-9:00pm. Two shows: 10pm & midnight.Call for reservations. Very, very highly recommended.","Bars","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Los Angeles Women's Yellow Pages","21102. Handy resource of L.A. women’s businesses and services. $1.35 mail order.","Publications","Pasadena","CA","United States","Gaia's Guide",1981,"","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"M.C.C.","""Serving the religious, social and service need of gay womenand men.""","Religious Groups","Fresno","CA","United States","Gaia's Guide",1981,"","Fresno, CA, United States",-119.7871247,36.7377981,"fresno, ca, usa"
"Sister","Te1.994-6729 Feminis t news Journal-events calendar and announcements, numbers to know. Services and businesses. Always good reading and much better than having had a sister ever could have been. $.50 per copy or $5.00Per year.","Publications","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Hollywood Club","","Show-Bars","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Desert Knight Hotel","Tel.(714)325-5456.8 unit hot el/resort. All units have kitchens. There's a swimming pool and the clientel is 80% gay in Jan.,Feb., and March. Highly recommended. Luxurious hotel in garden surroundings.","Hotel","Palm Springs","CA","United States","Gaia's Guide",1981,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Bacchanal","Tel.527-1314. Your best bet in the East Bay area. (21+ I.D. essential)Opens every day at 5pm. (Located in Albany)","Bars","Oakland","CA","United States","Gaia's Guide",1981,"","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Papa Bach Paperbacks","Mon.-Thurs. 9:30am-11pm;Fri. & Sat: midnight. Sunday: noon-9pm.","Bookstore","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Backlot","Te.373-7828. Lush patio bar.","Bars","Monterey","CA","United States","Gaia's Guide",1981,"","Monterey, CA, United States",-121.8946761,36.6002378,"monterey, ca, usa"
"Jubilee","","Bars","Oakland","CA","United States","Gaia's Guide",1981,"","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Bogie's","Tel.243-7869. Dancing/pool table. Open from 3pm daily.","Bars","Redding","CA","United States","Gaia's Guide",1981,"","Redding, CA, United States",-122.3916754,40.5865396,"redding, ca, usa"
"Village Inn","Tel.(707)865-1180.","Restaurants","Monte Rio","CA","United States","Gaia's Guide",1981,"","Monte Rio, CA, United States",-123.0088886,38.4654695,"monte rio, ca, usa"
"Eeyore Books","Tel.795-8301.","Bookstore","","CA","United States","Gaia's Guide",1981,"No city given above this description.",", CA, United States",-119.4179324,36.778261,"california, usa"
"Alibi East","Tel.623-9422.","Bars","Pomona","CA","United States","Gaia's Guide",1981,"","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"Canyon Room","Bar/restaurant. A real old-timer.","Bars","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"M.C.C./West Bay","P.O.Box24501, 90024. Tel. (213)826- 6220.Worship services at: 1260-18th Streetin SantaMonica.","Religious Groups","Santa Monica","CA","United States","Gaia's Guide",1981,"","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"Aunt Hattie's","Tel.328-9074.Tea dances. Open: seven nights 7pm-2am. Very Highlyrecommended, (highway 111 at Date Palm)","Bars","Palm Springs","CA","United States","Gaia's Guide",1981,"","Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Plush Pony","Tel.226-9302.","Bar/Restaurant","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Womankind Bookstore","Tel.(805)685-3969.","Feminist Bookstore","Isla Vista","CA","United States","Gaia's Guide",1981,"","Isla Vista, CA, United States",-119.8609718,34.4133292,"isla vista, ca 93117, usa"
"M.C.C./Pomona","Tel.(714)623-9958.","Religious Groups","Pomona","CA","United States","Gaia's Guide",1981,"","Pomona, CA, United States",-117.7499909,34.055103,"pomona, ca, usa"
"Center Press","Tel.381-7805.Businesssards, typesetting, publications. Black & white + color. Discountto feminist groups. ""Women teaching women"".","Printing/Graphics","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Cruiser","Tel.(415)366-4955. Dance bar/restaurant. Open 6pm for dinners. Also serving Sunday brunch.","Bars","Redwood City","CA","United States","Gaia's Guide",1981,"","Redwood City, CA, United States",-122.228141,37.4847955,"redwood city, ca, usa"
"M.C.C.","Tel.(213)748-0121. Social activities and religious services. Large lesbian participation. Our pastor is a woman, praise God!.","Religious Groups","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Circus Room","","Bars","Hollywood","CA","United States","Gaia's Guide",1981,"","Hollywood, CA, United States",-118.3266146,34.0907315,"hollywood, los angeles, ca, usa"
"Carol's Book Shop","Tel.494-7059.Gay titles, women’s titles. Open:Tues.-Fri.lO:3Gam- 8pm. Sat to 7pm. Sunday noon-5pm.","Bookstore","Laguna Beach","CA","United States","Gaia's Guide",1981,"","Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"The Book Shop in Ocean Park","Tel.396-3659.Large selection of feminist books.","Bookstore","Santa Monica","CA","United States","Gaia's Guide",1981,"","Santa Monica, CA, United States",-118.4911912,34.0194543,"santa monica, ca, usa"
"Hudson House","Tel.(213)464-9161.""A place to stay until you get back on your feet again.""","Housing Project","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Page One Books","Tel.(213)792-9011.""We have a complete list of lesbian and feminist books. We sell GAIA'S GUIDE."" OPEN: MON-SAT llam-5:30pm. Hail order catalogs: $.50 (adult list) $.50 children's list.Also-records/buttons/jewelry/posters/T-shirts/magazines and bulletin board.","Feminist Bookstore","Pasadena","CA","United States","Gaia's Guide",1981,"","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"Daily Double","Tel.578-9701. Sunday champagne brunch: noon-3pm; weekdays: 6:30pm-llpm & Pri /Sat:6: 30-lam.","Bars","Pasadena","CA","United States","Gaia's Guide",1981,"","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"Cafe Metro","Tel.484-2442. Vegetarian and non-vegetarian. Open 5pm-11pm Tues-Sunday. Very highly recommended","Restaurants","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"The Women's Building","Tel.(213)221-6161. Classes, workshops, performances, dances,art gallery, women’s graphic center. —A cultural center forwomen—","Women's Building","Los Angeles","CA","United States","Gaia's Guide",1981,"","Los Angeles, CA, United States",-118.242643,34.0549076,"los angeles, ca, usa"
"Fools Rush Inn","P.O.Box 387, 95456. Tel.(707)9 37- 5339-Location: Hiway 1 at Dimport Road. Recommended.","Resorts","Mendocino","CA","United States","Gaia's Guide",1981,"","Mendocino, CA, United States",-123.7994591,39.3076744,"mendocino, ca, usa"
"Fife's Resort","""A resort for gay people here on the Russian River. Pool, hot tubs, restaurant, cabins, shops an dmuch, much more."" Write to them for further details.","Resorts","Guerneville","CA","United States","Gaia's Guide",1981,"","Guerneville, CA, United States",-122.9961102,38.5018575,"guerneville, ca 95446, usa"
"Roman IV Restaurant","Tel. (213)437-3771.Cocktails, dinners, Sunday brunch. Organ & piano bar. Very popular with gay women and very highly recommended for excellent food. Open 10am-2am seven days a week.","Restaurants","Long Beach","CA","United States","Gaia's Guide",1981,"","Long Beach, CA, United States",-118.1937395,33.7700504,"long beach, ca, usa"
