"","title","description","type","address","city","state","publication","year","notes","full.address","lon","lat","geoAddress","amenityfeatures"
"420","Interchange","(Some SM, W, FFA)(Cruisy) at Trumbull","Bars/Clubs,Cruising Areas","1501 Holden","Detroit","MI","Bob Damron's Address Book",1983,"","1501 Holden, Detroit, MI",-83.0851869,42.3630305,"1501 holden st, detroit, mi 48208, usa","(SM),(W-1972-1989),(FFA),(PT)"
"421","Lulu's Tavern","(Picking up)","Bars/Clubs","612 N.W. 21st St.","Portland","OR","Bob Damron's Address Book",1983,"","612 N.W. 21st St., Portland, OR",-122.6942102,45.5272311,"612 nw 21st ave, portland, or 97209, usa",""
"422","Prudential Health Club Baths","","Bathhouses","124 W. State Fair","Detroit","MI","Bob Damron's Address Book",1983,"","124 W. State Fair, Detroit, MI",-83.104356,42.439741,"124 w state fair ave, detroit, mi 48203, usa","(YC),(*)"
"423","The Store","(Cards & gifts)","Business","804 S.W. 10th Ave.","Portland","OR","Bob Damron's Address Book",1983,"","804 S.W. 10th Ave., Portland, OR",-122.6823797,45.5190677,"804 sw 10th ave, portland, or 97205, usa",""
"424","Wild Crowd Inn","","Bars/Clubs","2515 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1983,"","2515 N. Fitzhugh, Dallas, TX",-96.7838891,32.8124282,"2515 n fitzhugh ave, dallas, tx 75204, usa","(D),(C&W)"
"425","Annie Skinner's","","Restaurant,Bars/Clubs","S.E. 10th & Hawthorne","Portland","OR","Bob Damron's Address Book",1984,"","S.E. 10th & Hawthorne, OR",-122.655706,45.51223,"unclear_coded_by_hand","(L-1980-1989),(M-1965-1989),(R-1965-1989)"
"426","Backpocket","('Jocks') (Cruisy)","Cruising Areas,Restaurant","8832 Greenfield Rd.","Detroit","MI","Bob Damron's Address Book",1984,"","8832 Greenfield Rd., Detroit, MI",-83.196645,42.3587583,"8832 greenfield rd, detroit, mi 48228, usa","(R-1965-1989),(PT),(*)"
"427","Gigi's","(L-Downstairs, men upstairs) (Mon. nites ★ ((rear)","Restaurant,Bars/Clubs","16920 W. Warren nr. Southfield","Detroit","MI","Bob Damron's Address Book",1984,"","16920 W. Warren nr. Southfield, MI",-83.211238,42.343646,"unclear_coded_by_hand","(R-1965-1989),(D),(L-1980-1989)"
"428","Glass House","(Boring)","Restaurant","950 W. McNichols","Detroit","MI","Bob Damron's Address Book",1984,"","950 W. McNichols, Detroit, MI",-83.115622,42.417889,"950 w mcnichols rd, detroit, mi 48203, usa","(R-1965-1989)"
"429","Lil Landing","(Some L)","Bars/Clubs","3136 Routh","Dallas","TX","Bob Damron's Address Book",1984,"","3136 Routh, Dallas, TX",-96.806948,32.8011249,"3136 routh st, dallas, tx 75201, usa","(L-1980-1989)"
"430","M.C.C.- Dallas","","Religious Institution","2701 Reagan","Dallas","TX","Bob Damron's Address Book",1984,"","2701 Reagan, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa","(MCC)"
"431","Mildred's Palace","(one side for teenie boppers)","Bars/Clubs","316 W. Burnside","Portland","OR","Bob Damron's Address Book",1984,"","316 W. Burnside, Portland, OR",-122.673696,45.522851,"316 w burnside st, portland, or 97209, usa",""
"432","Olympic Steam Bath","Uptown (Open 24 hours)
(Massages)","Bathhouses","531 S.W. 12th Ave.","Portland","OR","Bob Damron's Address Book",1984,"","531 S.W. 12th Ave., Portland, OR",-122.6838941,45.5214529,"531 sw 12th ave, portland, or 97205, usa",""
"433","Snakepit","(Some SM, W) (Burned, may be reopening)","Bars/Clubs","3136 Routh St.","Dallas","TX","Bob Damron's Address Book",1984,"","3136 Routh St., Dallas, TX",-96.806948,32.8011249,"3136 routh st, dallas, tx 75201, usa","(P-1965-1989),(SM),(W-1972-1989),(D)"
"434","Yamhill","('Camp St.')","Cruising Areas","betw. 3rd & 9th","Portland","OR","Bob Damron's Address Book",1984,"","betw. 3rd & 9th, OR",-122.676306,45.517558,"unclear_coded_by_hand","Cruisy Area"
"435","Cell","(Downstairs from J.R.'s Saloon West- Enter on Everett, just off 10th)","Bars/Clubs","","Portland","OR","Bob Damron's Address Book",1985,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","(SM),(W-1972-1989),(FFA),(*)"
"436","Chocolate Moose","","Restaurant","211 S.W. Ankeny","Portland","OR","Bob Damron's Address Book",1985,"","211 S.W. Ankeny, Portland, OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","(M-1965-1989),(R-1965-1989)"
"437","Cookie Barrel","(Sweets)","Restaurant","531 W. 3rd","Portland","OR","Bob Damron's Address Book",1985,"","531 W. 3rd, Portland, OR",-122.6734558,45.5251032,"nw 3rd ave, portland, or 97209, usa","(M-1965-1989),(C-1965-1989)"
"438","Embers","(The Avenue Disco)(Some YC,L)(Adm.)(Liquor) (at Couch)","Bars/Clubs","110 N.W. Broadway","Portland","OR","Bob Damron's Address Book",1985,"","110 N.W. Broadway, OR",-122.677224,45.523984,"unclear_coded_by_hand","(*),(D),(YC),(L-1980-1989)"
"439","Patrick's","","Bars/Clubs","3224 N. Ftizhugh","Dallas","TX","Bob Damron's Address Book",1985,"","3224 N. Ftizhugh, Dallas, TX",-96.7933529,32.8173547,"3224 n fitzhugh ave, dallas, tx 75205, usa","(*),(PE),(E)"
"440","Riverchon Park","","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1985,"",", TX",-96.812522,32.801702,"unclear_coded_by_hand","Cruisy Area,(AYOR)"
"441","Tiffany's on the Park","(Some W, YC)(Crazy days Sun.)","Bars/Clubs","17436 Woodward Ave.","Detroit","MI","Bob Damron's Address Book",1985,"","17436 Woodward Ave., Detroit, MI",-83.1059363,42.4193513,"17436 woodward ave, detroit, mi 48203, usa","(W-1972-1989),(YC)"
"442","Dignity","","Religious Institution","P.O. Box 5427, N.W. 3rd St.","Portland","OR","Bob Damron's Address Book",1986,"","P.O. Box 5427, N.W. 3rd St., OR",-122.678385,45.515232,"unclear_coded_by_hand",""
"443","Film World","Industrial Blvd.","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1986,"",", TX",-96.796988,32.776664,"unclear_coded_by_hand","Cruisy Area"
"444","Hidden Door","(Some SM, W)","Bars/Clubs","5025 Bowser","Dallas","TX","Bob Damron's Address Book",1986,"at Mahanna","5025 Bowser, Dallas, TX",-96.818838,32.8246508,"5025 bowser ave, dallas, tx 75209, usa","(SM),(W-1972-1989),(*)"
"445","Leatherworks","(Clothes, etc.)","Bars/Clubs","2908 S.E. Belmont","Portland","OR","Bob Damron's Address Book",1986,"","2908 S.E. Belmont, Portland, OR",-122.6358713,45.516256,"2908 se belmont st, portland, or 97214, usa",""
"446","Pink Flamingo","(Disco)","Bars/Clubs","870 W. McNichols","Detroit","MI","Bob Damron's Address Book",1986,"","870 W. McNichols, Detroit, MI",-83.1141386,42.4178614,"870 w mcnichols rd, detroit, mi 48203, usa","(S-1965-2002),(D),(*)"
"447","Spring Street Gym","(Some L)","Gym","117 Spring St.","Portland","ME","Bob Damron's Address Book",1986,"","117 Spring St., Portland, ME",-70.2624351,43.6529547,"117 spring st, portland, me 04101, usa","(L-1980-1989),(PT),(D)"
"448","The City","(Teenyboppers) (No booze) (Disco)","Bars/Clubs","","Portland","OR","Bob Damron's Address Book",1986,"13th & S.W. Morrison",", OR",-122.685162,45.52085,"unclear_coded_by_hand","(AH),(D),(WE)"
"449","Todd's Other Side","(Disco)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI","Bob Damron's Address Book",1986,"","8139 E. 7 Mile Rd., Detroit, MI",-83.0216235,42.4343271,"8139 seven mile e, detroit, mi 48234, usa","(D)"
"450","Twenty-Third Ave. Books","","Book Store","1015 N.W. 23rd Ave.","Portland","OR","Bob Damron's Address Book",1986,"","1015 N.W. 23rd Ave., Portland, OR",-122.6987429,45.5300973,"1015 nw 23rd ave, portland, or 97210, usa",""
"451","State Theatre II","","Cruising Areas,Theatre","","Portland","ME","Bob Damron's Address Book",1987,"",", ME",-70.263684,43.653982,"unclear_coded_by_hand","Cruisy Area"
"452","Back Stage Deli","(Open until 4am*) just N. of 6 Mile Rd.","Restaurant","17630 Woodward","Detroit","MI","Bob Damron's Address Book",1987,"","17630 Woodward, Detroit, MI",-83.106891,42.420919,"17630 woodward ave, detroit, mi 48203, usa","(R-1965-1989)"
"453","Famous Door","(Disco)(Closed Sun.) at State","Bars/Clubs","1256 Griswald","Detroit","MI","Bob Damron's Address Book",1987,"","1256 Griswald, Detroit, MI",-83.0495011,42.333382,"1256 griswold st, detroit, mi 48226, usa","(YC),(B-1970-1989),(D),(*)"
"454","M.O.H.R.","(Gay info line)(313)863-7255","Hotlines","","Detroit","MI","Bob Damron's Address Book",1987,"",", MI",-83.045754,42.331427,"unclear_coded_by_hand",""
"455","T.N.T. Baths","(Pool--Fantasy rooms)","Bathhouses","13333 W. 8 Mile Rd.","Detroit","MI","Bob Damron's Address Book",1987,"","13333 W. 8 Mile Rd., Detroit, MI",-83.3678983,42.4407732,"w 8 mile rd, michigan, usa","(*)"
"456","Brig","At the FishGrotto","Bars/Clubs","1035 S.W. Stark","Portland","OR","Bob Damron's Address Book",1987,"pg 306. Found address under another location.","1035 S.W. Stark, OR",-122.681828,45.522386,"unclear_coded_by_hand","(*),(SM),(PT),(D)"
"457","Hamburger Mary's","","Restaurant","840 S.W. Park","Portland","OR","Bob Damron's Address Book",1987,"","840 S.W. Park, Portland, OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa","(M-1965-1989),(R-1965-1989),(C-1965-1989)"
"458","Ray's Ordinary Bar & Grille","(Liquor)","Restaurant,Bars/Clubs","317 N.W. Broadway","Portland","OR","Bob Damron's Address Book",1987,"","317 N.W. Broadway, Portland, OR",-122.6778385,45.5255129,"317 nw broadway, portland, or 97209, usa","(R-1965-1989),(E),(*)"
"459","Washington Park","by Lewis & Clark Monument—
Also 'Daisy Patch' area, Burnside & 25th","Cruising Areas","","Portland","OR","Bob Damron's Address Book",1987,"",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Cruisy Area"
"460","Century Book Store","","Book Store","3420 Oak Lawn Ave.","Dallas","TX","Bob Damron's Address Book",1987,"","3420 Oak Lawn Ave., Dallas, TX",-96.8057926,32.8114055,"3420 oak lawn ave, dallas, tx 75219, usa",""
"461","4001 Club","(Preppy)(Disco)","Bars/Clubs","4001 Cedar Springs","Dallas","TX","Bob Damron's Address Book",1987,"","4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","(*),(D),(C-1965-1989),(AH)"
"462","Midtowne Spa","(Baths) (Gym)","Bathhouses","2509 Pacific","Dallas","TX","Bob Damron's Address Book",1987,"","2509 Pacific, Dallas, TX",-96.7892098,32.7851066,"2509 pacific ave, dallas, tx 75226, usa","(IGHC)"
"463","Wok","(Chinese R)","Restaurant","4006 Cedar Springs","Dallas","TX","Bob Damron's Address Book",1987,"","4006 Cedar Springs, Dallas, TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","(M-1965-1989),(R-1965-1989)"
"464","Tower Bay Park","Lake Lewisville","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1987,"",", TX",-97.025157,33.086358,"unclear_coded_by_hand","Cruisy Area"
"465","Denny's","","Restaurant","1210 Brighton Ave.","Portland","ME","Bob Damron's Address Book",1980,NA,NA,-70.3293995,43.6764451,NA,"(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH)"
"466","Phoenix ","(Disco) (Also C-AH-WE-subs)","Bars/Clubs,Restaurant","83 Oak St.","Portland","ME","Bob Damron's Address Book",1980,NA,NA,-70.2625069,43.6559368,NA,"(*),(M-1965-1989),(PT),(D),(C-1965-1989),(AH),(WE)"
"467","Bookie's Club 870 ","(also called 'Gagens')(S- Sun)(Some B)","Bars/Clubs","870 McNichols nr. Hamilton ","Detroit","MI","Bob Damron's Address Book",1980,NA,NA,-83.114025,42.417874,NA,"(*),(S-1965-2002),(D),(B-1970-1989)"
"468","Six Mile 'Hustlers'","hitch-hiking on Woodward betw. 6 & 7 Mile Roads","Cruising Areas","","Detroit","MI","Bob Damron's Address Book",1980,NA,NA,-83.027302,42.41943,NA,"Cruisy Area"
"469","Todd's Sway Lounge ","& Todd's Other Side ('Hot' new disco)","Bars/Clubs","8139 E. 7 Mile Rd. ","Detroit","MI","Bob Damron's Address Book",1980,NA,NA,-83.0216192,42.4343253,NA,"(*),(YC),(D)"
"470","Darcelle XV Tavern ","(Some L, 'Drags')(Touristy)","Bars/Clubs","208 N.W. 3rd St. ","Portland","OR","Bob Damron's Address Book",1980,NA,NA,-122.6729315,45.5247845,NA,"(S-1965-2002),(WE),(L-1980-1989),(M-1965-1989)"
"471","M.C.C.","","Church","N.E. 24th & Broadway","Portland","OR","Bob Damron's Address Book",1980,"",NA,-122.641181,45.535104,NA,""
"472","Roxy Hearts ","(Lunches)(No booze) ","Restaurant","1211 S.W. Stark ","Portland","OR","Bob Damron's Address Book",1980,NA,NA,-122.6832923,45.5228477,NA,"(R-1965-1989)"
"473","Yamhill ('Camp St.')","","Cruising Areas","betw. 3rd & 4th","Portland","OR","Bob Damron's Address Book",1980,"",NA,-122.676306,45.517558,NA,"Cruisy Area"
"474","Crews Inn","(Cruisy)","Bars/Clubs,Cruising Areas","3220 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.7931451,32.8172624,NA,"(*),(D)"
"475","Dimensions III","(Disco) (Boutique)","Bars/Clubs","2617 N. Pearl St.","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.8050446,32.7929646,NA,"(YC),(*),(D),(S-1965-2002)"
"476","Lasso Bar","(Some raunchy, blacks frequent) ","Bars/Clubs","215 Akard","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.7998026,32.7814736,NA,"(RT),(B-1970-1989),(AYOR)"
"477","M.C.C.","","Church","2701 Reagan","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.8137749,32.8078536,NA,""
"478","Old Planation","('Super complex' - several bars) (Disco) (game room) ","Bars/Clubs","1807 N. Harwood","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.800825,32.787807,NA,"(YC),(D),(PT),(S-1965-2002)"
"479","Sundance Kid's","(Cruisy) (Eagle Leathers)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX","Bob Damron's Address Book",1980,"",NA,-96.816812,32.806088,NA,"(C-1965-1989),(AH),(WE),(W-1972-1989),(SM),(*)"
"480","""The Oaks""","off Park Ave (HOT)","Cruising Areas","","Portland","ME","Bob Damron's Address Book",1976,NA,NA,-70.272969,43.656371,NA,"Cruisy Area,(HOT)"
"481","""The Oaks""","off Park Avenue (HOT)","Cruising Areas","","Portland","ME","Bob Damron's Address Book",1977,NA,NA,-70.272969,43.656371,NA,"Cruisy Area,(HOT)"
"482","Bell Crest Hotel ","","Hotel","5440 Cass ","Detroit","MI","Bob Damron's Address Book",1975,NA,NA,-83.068431,42.3599715,NA,"(M-1965-1989),(H-1965-1989)"
"483","Bell Crest Hotel ","","Hotel","5440 Cass ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.068431,42.3599715,NA,"(M-1965-1989),(H-1965-1989)"
"484","Casbah","Plymouth & Hubble","Bars/Clubs","","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.188064,42.372936,NA,"(G),(*)"
"485","Escape Lounge ","(Some B)(Disco)(Arcade in back of shopping center)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI","Bob Damron's Address Book",1978,NA,NA,-83.1991412,42.3585696,NA,"(YC),(B-1970-1989),(D)"
"486","Famous Door ","","Bars/Clubs","1256 Griswold at State ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.0490959,42.3333274,NA,"(YC),(D)"
"487","George Inca Room ","(Some B)","Bars/Clubs","13314 Jenkell ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.0457538,42.331427,NA,"(D),(G),(B-1970-1989)"
"488","Oxford Book Store","","Book Store","17530 Woodward Ave. ","Detroit","MI","Bob Damron's Address Book",1979,NA,NA,-83.1063283,42.4200839,NA,""
"489","Prudential Health Club Baths","","Baths","124 W. State Fair ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.104356,42.439741,NA,""
"490","Prudential Health Club Baths","","Baths","124 W. State Fair ","Detroit","MI","Bob Damron's Address Book",1978,NA,NA,-83.104356,42.439741,NA,"(*)"
"491","Sand Bar ","","Bars/Clubs","10151 E. Jefferson ","Detroit","MI","Bob Damron's Address Book",1978,NA,NA,-82.9811691,42.3618761,NA,""
"492","Tiffany's ","(No sign- looks closed, but don't miss it! Sunday brunch or 'breakfast at Tiffany's)","Bars/Clubs","17436 Woodward Ave. ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.1059363,42.4193513,NA,"(W-1972-1989),(YC),(*)"
"493","Uptown Book Stores ","","Book Store","16401 W. 8 Mile Rd. ","Detroit","MI","Bob Damron's Address Book",1976,NA,NA,-83.3678983,42.4407732,NA,""
"494","Uptown Book Stores ","","Book Store","16549 Woodward Ave. ","Detroit","MI","Bob Damron's Address Book",1978,NA,NA,-83.1053705,42.4174251,NA,""
"495","Dave's Bookstore ","","Book Store","826 S.W. 3rd ","Portland","OR","Bob Damron's Address Book",1978,NA,NA,-122.6757061,45.5173255,NA,""
"496","Eastwood Community Church","","Church","3950 S.E. Lincoln St. ","Portland","OR","Bob Damron's Address Book",1979,NA,NA,-122.6215991,45.5079056,NA,""
"497","Eros Theatre ","","Theatre","314 S.W. Taylor ","Portland","OR","Bob Damron's Address Book",1975,NA,NA,-122.6767274,45.5168905,NA,""
"498","Eros Theatre ","","Theatre","314 S.W. Taylor ","Portland","OR","Bob Damron's Address Book",1976,NA,NA,-122.6767274,45.5168905,NA,""
"499","Family Zoo ","(Recently expanded)","Bars/Clubs","820 S.W. Oak ","Portland","OR","Bob Damron's Address Book",1979,NA,NA,-122.6797505,45.5224094,NA,"(HIP),(W-1972-1989),(YC),(*)"
"500","Focal Point Tavern ","","Bars/Clubs","728 S.W. 9th Ave. ","Portland","OR","Bob Damron's Address Book",1976,NA,NA,-122.6810407,45.5193448,NA,"(YC),(*)"
"501","Olympic Baths ","(11 a.m. to 11 p.m., 24 hrs WE)","Baths","531 S.W. 12th Ave. ","Portland","OR","Bob Damron's Address Book",1979,NA,NA,-122.6839493,45.5214476,NA,"(WE)"
"502","
  Commerce Street News

  ","","Book Store","1513 Commerce St.","Dallas","TX","Bob Damron's Address Book",1978,"",NA,-96.7983071,32.7805577,NA,""
"503","Club Dallas Baths ","(One of the tops in CBC chain -also leather shop) ","Baths","2616 Swiss Ave. ","Dallas","TX","Bob Damron's Address Book",1979,"",NA,-96.7882627,32.7864562,NA,"(*)"
"504","Crews Inn","","Bars/Clubs","3220 N. Fitzhugh","Dallas","TX","Bob Damron's Address Book",1976,"",NA,-96.7931451,32.8172624,NA,"(D),(*)"
"505","Emporium, Ltd. ","(clothes) ","Bars/Clubs","3921 Cedar Springs ","Dallas","TX","Bob Damron's Address Book",1978,"",NA,-96.8113182,32.8102764,NA,""
"506","Hayloft Theatre ","","Theatre","4100 Maple ","Dallas","TX","Bob Damron's Address Book",1978,"",NA,-96.8167766,32.8067778,NA,""
"507","Homo Heights -Oaklawn & Lemmon","","Cruising Areas","","Dallas","TX","Bob Damron's Address Book",1979,"",NA,-96.805542,32.811931,NA,"Cruisy Area"
"508","Jell's ","","Restaurant","4018 Cedar Springs","Dallas","TX","Bob Damron's Address Book",1976,"",NA,-96.8114631,32.8116063,NA,"(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH)"
"509","Lobo Book Store","","Book Store","3917 Cedar Springs ","Dallas","TX","Bob Damron's Address Book",1979,"",NA,-96.8111685,32.8107116,NA,"(*)"
"510","Swamp Trash ","","Bars/Clubs","3014 Throckmorton ","Dallas","TX","Bob Damron's Address Book",1978,"",NA,-96.8114048,32.8106421,NA,"(D)"
"511","Three Plus You","","Bars/Clubs","Throckmorton at Cedar Springs","Dallas","TX","Bob Damron's Address Book",1975,"",NA,-96.811193,32.810991,NA,"(G),(D),(*)"
"512","Trio Coffee Shop","","Restaurant","3541 McKinney","Dallas","TX","Bob Damron's Address Book",1976,"",NA,-96.7984536,32.8064729,NA,"(M-1965-1989),(YC),(R-1965-1989),(C-1965-1989)"
