"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Chelsea Bookstore","Bookstores","2501 East Broadway","Long Beach","CA","Tel. 434-2220 Alternative bookstore, wide selection of lesbian and gay books. women's studies and women's music. They sell GAIA'S GUIDE.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Other Side","Bookstores","PO Box 132","San Rafael","CA","write PO Box 132. San Rafael. 94915 ALL LESBIAN Strictly social group. Dances/ dinner and movie nights/ swimming parties/ cook-outs and brunches. NEWSLETTER.Membership $16 00 p a.. say 'hi' from GAIA. Members and acIiv1t1es1nSonoma & Mann Counties","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian News","Publications","1025 Coronado","Long Beach","CA","Long Beach, CA, 90804 -Tel (213)433-8134. Essential for finding out what is happening on the L A. area Pick one up at any of the bookstores mentioned 1nGAIA'S GUIDE $12. 00 p. a","","","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Community Yellow Pages","Publications","2305 Canyon Drive","Los Angeles","CA","90068 -Tel (213)468-44G4.Lesbian/ gay yellow pages Pick one up at mosl of the bookstores. elc l1sled1nGAIA'S GUIDE.","","","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Yellow Pages","Publications","2305 Canyon Drive","Los Angeles","CA","-pick up your copy at SISTERHOOD BOOKSTORE, elc -lull of very useful women and 1nlormaI1on","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"L.A. Rape & Battery Hotline","Victim / Emergency Services","","Los Angeles","CA","(213)392-9874.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"LA. Commission on Assaults Against Women","Victim / Emergency Services","543 North Fairfax","Los Angeles","CA","90036 -Tel.(213)655-4235. HOTLINES Tel (213)392-8381 & (213)626-3393","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Connexxus Women's Center / Centro de Mujeres","Organizations","9054 Santa Monica Blvd","West Hollywood","CA","90069 -Tel. (213)859-3960 Drop 1n space & referral services Newsletter and many, many lesbian activities and groups Raps/ dances/ conceits, workshops/ seminars/ a job board/ roomate/ housing listings/ a community calendar/ business and services information/ counseling al low fee/ sliding scale Good reports too Say 'hi' from GAIA.","****(*)","Organizations","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Central of the Gay and Lesbian Community Services","Organizations","1213 North Highland Ave","West Hollywood","CA","90038-Tel. 464-7400, ext. 205. Too many services, activities and support groups for lesbians to be mentioned here, & always a warm welcome for visitors at this most well organized of all gay centers in the world.","*****","Organizations","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Woman's Building","Organizations","1727 North Spring Streeet","Los Angeles","CA","Tel. (213) 221-6161. Meeting space/ art gallery/ and much, much more. Watch LESBIAN NEWS for their schedule of events.","****(*)","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Whitman-Brooks Foundation","Organizations","PO Box 60029","Los Angeles","CA","PO Box 60029: -Tel. (213)657-8282 Educational programs for lesbians and gay men Video nights/ seminars/ poetry readings Very active old-timer a great alternative to the bar scene, ,you want one. Say 'hi' from GAIA","***","Organizations","No address, but 213 area code is Los Angeles/in Los Angeles section",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Church of the Followers of the Great Mother","Religious Groups","735 Sunnyhill Drive","Los Angeles","CA"," 90065-Tel. (213)221-3377","","","Location of zip codes? category is ""Women's Spirituality""",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"De Colores Metropolitan Community Church","Religious Groups","4590 Glenalbyn","Los Angeles","CA","Tel. (213)222-1946","","","No mention of city, but area code is 213 & entry is in Los Angeles",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church - Divine Redeemer","Religious Groups","346 Riverdale Drive","Los Angeles","CA","Tel (213)500-7124","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"New Hope Christian Church","Religious Groups","13811-1 / 4 Oxnard","Van Nuys","CA","Tel. (818)765-1590","","","Not sure this is an actual address
",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church in the Valley","Religious Groups","5730 Cahuenga Boulevard","North Hollywood","CA","Tel. (818)762-1133 Sunday services. 9am & 11am.","","","Had to google address - no city listed",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","1050 South Hill Street","Los Angeles","CA","90015 -Tel (213)748-0121.","","","Had to google address - no city listed",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Beth Chayim Chadashim","Religious Groups","6000 West Pico Boulevard,","Los Angeles","CA","90035 -Tel.(213)931-7023. Member of the Union of American Hebrew Congregations Their newsletter: G'VANIM. Rabbi Janet Ross Marder InvItes you to share In the services & social act1vit1es.","","","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"National Organization for Women - L.A. Chapter","Organizations","1242 South La Cienega Boulevard","Los Angeles","CA","L.A. -Tel. (213)652-5572.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Project Rainbow - The Society for Senior & Gay Lesbians Citizens","Organizations","255 South Hill Street, Room 410","Los Angeles","CA","Downtown L.A. office: 255 South Hill Street room 410, 90012 -Tel (213)62 t-3180 Hollywood office in the Gay / Lesbian Community Services Center. 1213 North Highland, room 203-Tel. (213)464-7400, ext. 490. ","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Rose Tatoo","Bar / Restaurants","665 North Robertson Boulevard","Los Angeles","CA","Elegant restaurant and lounge upstairs and top entertainment in the cabaret downstairs. This has got to be the most elegant lesbian club of its kind in the U. S. A. or anywhere else. The food's terrific, the atmosphere unbeatable and because, it's owned and operated by Linda Gerard and Pamela Genevrino (former owners of 'Pied Piper of Provincetown') you know that you're going to get a warm welcome and have a lot of fun. Don't be surprised if you run into Robin Tylerthere, too & when you visit ROSE TA TOO, say 'hi' from GAIA who will be envying you every minute of the time.","","Bar / Restaurants","Probably ""Tattoo,"" but I kept original spelling just in case. Category is ""Lesbian Lounge / Restaurant / Cabaret Show-Bar"" but I left ""Bar / Restaurant"" as the category",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Club 22","Bars","4882 Lankershim Boulevard","North Hollywood","CA","Tel. (818)760-9792. Disco with DJ, occasional live entertainment.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Oxwood Inn","Bars","t 3713 Oxnard Street","Van Nuys","CA","Tel. (818)997-9666 An old favorite country &western bar with live entertainment, dancing and pool tables/ other games","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Connection","Bars","4363 Sepulveda Boulevard","Culver City","CA","90230 -Tel. (213)391-681 7 Pool tables/ hve entertainment I cocktail lounge.","****","Bars, Clubs, Coffeehouses","Location of zip codes?",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"This Is It","Bars","5416 Whitsett Avenue","North Hollywood","CA","Tel. (818)760-9401 Woman owned women's dance bar, video, etc.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Entre Nous","Bars","2214 Stoner Avenue","Los Angeles","CA","Tel. (213)851-9094. Private club for women, phone their info line for latest details.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"In Touch East","Bars","10437 Burbank Boulevard","North Hollywood","CA","Tel (818)508-7008","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The New Palms","Bars","8572 Santa Monica Boulevard","Hollywood","CA","Tel. (213)652-6188","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Rumors","Bars","10622 Magnolia Boulevard","North Hollywood","CA","Tel. (818)506-9651","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Patio","Restaurants and Cafes","450 North Robertson Boulevard","West Hollywood","CA","Tel. (213)659-8381","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Rosalind's","Restaurants and Cafes","1941 South La Cienega Boulevard","Los Angeles","CA","Tel. (213)559-8816. Woman owned, West African cuisine.","*","Restaurants","Had to google Los Angeles",1989,"TRUE","FALSE","TRUE","FALSE","manual"
"Julie Ow's","Restaurants and Cafes","15601 Ventura Boulevard","Encino","CA","91436 -Tel. (818)784-8276. Open for lunch and dinner, 'for the discriminating business woman' That lets me out, but looks like a great restaurant, anyway.","","","No star, so left off latter part of data entry.",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lavender Books","Bookstores","1213 North Highland Avenue","Hollywood","CA","Tel. (213)464-7400, ext. 205. (TDD)464-0029. 'We carry selected new and used books by and for Lesbians (both fiction and non-fiction). Subjects include Lesbian classics, health, 12 step, incest, womyn of color, coming out, psychology and spirituality. We also offer a search service for out-of-print books and we accept donations of used books of Interest to Lesbians and Gays. Hours: 9: 30am-6pm, Monday-Friday. -We sell GAIA'S GUIDE'. Say 'hi' from GAIA to this great new addition to our scene.","","","",1989,"FALSE","FALSE","TRUE","FALSE","manual"
"Sisterhood Bookstore","Bookstores","1351 Westwood Boulevard","Los Angeles","CA","90024 -Tel. 477-7300 Complete selection of feminist and lesbian books & pamphlets /journals/ record albums/ children's books/ posters and Jewelry. Local and international mail-order/ information on local events. Author appearances, readings, etc. They sell GAIA'S GUIDE& LESBIAN NEWS. One of the friendliest bookstores in the world-say 'h1'from GAIA. FREE MAIL ORDER CATALOGUE.","","","had to google address",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Bread & Roses","Bookstores","13812 Ventura Boulevard","Los Angeles","CA","Tel. 986-5376. Huge selection of women's books & they serve coffee/ tea/ wine & snacks, also crafts/ ticket sales MAIL ORDER SERVICE/ authors nights and special readings. They have: OFF OUR BACKS / WOMEN'S REVIEW / SOJOUORNER / WOMEN OF POWER / RADIANCE/ CALYX. They sell GAIA'S GUIDE. Be sure and say 'hi' from GAIA","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Between the Lines","Bookstores","9028 Tampa Avenue","Los Angeles","CA","Tel. 701•6758 Specializing in books for women, non-sexist books for children / small press publications/ unusual gifts & cards.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Bookworks","Bookstores","3617 Centinela Avenue","Los Angeles","CA","Tel (213)398-1932. Books of interest to & about lesbians/ women's studies/ social sciences I humanities/ new and used books/ women's music and much, much more. They sell GAIA'S GUIDE.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"A Different Light","Bookstores","4014 Santa Monica Boulevard","Los Angeles","CA","Tel. (213)668-0629. 'Lesbian and Gay titles, fiction a,,: non-fiction/ women's studies/ lesbian newspapers and magazines/ lesbian·, and women's music-cassettes and records/ lesbian poetry/ women's postcards and greeting cards. We carry: ON OUR BACKS, BAD ATTITUDE, POWER EXCHANGE, books by Lace Pub. , lesbian adult videos made by and for lesbians and much more. MAIL ORDERS and phone orders welcome. We publish a free seasonal lesbian/ gay newsletter ""Booked for Brunch"" with recent titles-available by mail. Don't miss our LESBIAN WRITER'S SERIES- phone for upcoming events. Open seven days a week, 10am-1 0pm. 'They sell GAIA'S GUIDE, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Orban Hotel","Guest Houses / Bed and Breakfast","6364 Yucca Street","Hollywood","CA","el. (213)466-0524. (1 / 2 mile south of Cahuenga Exit). Minutes to Beverly Hills, downtown and The Valley. Color TV In all rooms. Refrigerator and microwave available. Operated by two very nice women. Probably your best bel in the L. A. area","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hudson House","Guest Houses / Bed and Breakfast","1154 North Western Avenue","Los Angeles","CA","90029 -Tel. (213)465-0247. The world's largest emergency housing for gay women and men.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Woodland Hill Motor Lodge","Guest Houses / Bed and Breakfast","22621 Ventura Boulevard","Los Angeles","CA","Tel.(818)884-7777","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Roomate Matchers","Roommate Matching Services","843 North Fairfax","West Hollywood","CA","90016 -Tel. (213)655-5944 (West Hollywood) &(818)780-1446-San Fernando Valley.","","","Copied title verbatim but changed category spelling to reflect proper spelling.",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Roomate Contacts","Roommate Matching Services","","Los Angeles","CA","Tel. (213)650-6334","","","213 Area Code = Los Angeles - there was no  city listed.",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Nancy Clarke","Accounting and Income Tax Services","11462 Patom Drive","Culver City","CA","90230-Tel. (213)391-5650","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lawyer Referral Service of the Gay & Lesbian Community Services","Attorneys","","Los Angeles","CA","Tel. (213)467-4141","","","213 Area Code = Los Angeles - there was no  city listed.",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Helyn Luechauer, D.D.S.","Medical Practitioners--Including Alternative","3169 Barbara Court,","Hollywood","CA","90068 -Tel. (213)876-6440.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lauren Jacob","Medical Practitioners--Including Alternative","","Los Angeles","CA","Tel. (213)450-5562. Acupuncture","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Joyce Shoemaker","Medical Practitioners--Including Alternative","","Los Angeles","CA","Pulled city from area code","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Moreen Klein","Medical Practitioners--Including Alternative","","Los Angeles","CA","Pulled city from area code","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Associated Women's Health Services","Counselling / Health / Clinics / Medical Treatment","22554 Ventura Boulevard","Woodland Hills","CA","Suite 208; 91364 -Tel. (818)710-9231 or (213)822-6200. Artificial insemination and alternative birth center & obstetrics and gynecology.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Westside Women's Clinic","Counselling / Health / Clinics / Medical Treatment","1711 Ocean Park","Santa Monica","CA","' -Tel. (213)450-2191 General gynecological clinic. Special services include a menopause program & counselling services.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Feminist Women's Clinic ","Counselling / Health / Clinics / Medical Treatment","6221 Wilshire Boulevard","Los Angeles","CA","'-suite 419; 90045 -Tel. (213)469-4844. General gynecological clinic. Donor insemination available.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Alcoholism Center for Women","Counselling / Health / Clinics / Medical Treatment","1147 South Alvarado Street","Los Angeles","CA","90026 -Tel. (213)38 1•7805","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"L.A. Women's Therapy Center","Counselling / Health / Clinics / Medical Treatment","728 La Brea","Los Angeles","CA","Metro Plaza Building, suite 200, L.A., -Tel. (213)935-9889. counselling and referrals, focus on providing services for low-income women.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Wholistic Health for Women","Counselling / Health / Clinics / Medical Treatment","8235 Santa Monica Boulevard","West Hollywood","CA","Suite 201; 90046-Tel. (213)650-1508","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Open Quest Institute","Counselling / Health / Clinics / Medical Treatment","1305 South Alvarado","Los Angeles","CA"," 90026. Group conselling and lots of social activities. See LESBIAN NEWS lor current details. - The have a 24 hour hotline, stalled by professional counselors: (213)664-500","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Twelve Doves Inn","Womyn's Hostels / Guest Houses / Retreats","29850 Mendocino ","Covelo","CA"," 95428. River retreat/ hostel/ entertainment center.; c/o Sarah Bird","","","Had to look up address.",1989,"TRUE","FALSE","FALSE","FALSE","manual"
