"","title","description","type","amenityfeatures","city","state","Year","notes","publication","country"
"204","'Rest Stop'","Wilbur Cross Pkwy - E.","Cruising Areas","Cruisy Area","Orange","CT",1983,"","Bob Damron's Address Book","United States"
"205","'Rest Stop'","","Cruising Areas","Cruisy Area","Greencastle","PA",1983,"","Bob Damron's Address Book","United States"
"206","'Rest Stop'","Southbound betw. Bay City and Saginaw","Cruising Areas","Cruisy Area","Saginaw","MI",1983,"","Bob Damron's Address Book","United States"
"207","'Rest Stop'","betw. Greenville & Anderson S.C.","Cruising Areas","Cruisy Area","Greenville","SC",1983,"","Bob Damron's Address Book","United States"
"208","'Rest Stop'","12 mi. S.","Cruising Areas","Cruisy Area","Wilkes-Barre","PA",1983,"","Bob Damron's Address Book","United States"
"209","'Rest Stop'","","Cruising Areas","Cruisy Area,(AYOR)","Greensboro","NC",1983,"","Bob Damron's Address Book","United States"
"210","'Rest Stop'","Southbound at Herman &","Cruising Areas","Cruisy Area","Bangor","ME",1983,"","Bob Damron's Address Book","United States"
"211","'Rest Stop'","betw. Appleton & Green Bay","Cruising Areas","Cruisy Area","Appleton","WI",1983,"","Bob Damron's Address Book","United States"
"212","'Rest Stop'","(4 mi. W.)","Cruising Areas","Cruisy Area","Kenosha","WI",1983,"","Bob Damron's Address Book","United States"
"213","'Rest Stop'","","Cruising Areas","Cruisy Area","Findlay","OH",1983,"","Bob Damron's Address Book","United States"
"214","'Rest Stop'","E & W (AYOR)","Cruising Areas","Cruisy Area,(AYOR)","Seekonk","MA",1983,"","Bob Damron's Address Book","United States"
"215","'Rest Stop'","","Cruising Areas","Cruisy Area,(AYOR)","Swansea","MA",1983,"","Bob Damron's Address Book","United States"
"216","'Rest Stop'","","Cruising Areas","Cruisy Area","Oxford","MS",1983,"","Bob Damron's Address Book","United States"
"217","'Rest Stop'","westbound","Cruising Areas","Cruisy Area","Arcadia","LA",1983,"","Bob Damron's Address Book","United States"
"218","'Rest Stop'","","Cruising Areas","Cruisy Area","Springfield","VT",1983,"","Bob Damron's Address Book","United States"
"219","'Rest Stop'","","Cruising Areas","Cruisy Area","Ruston","LA",1983,"","Bob Damron's Address Book","United States"
"220","'Rest Stop'","(N & S)","Cruising Areas","Cruisy Area","Akron","OH",1983,"","Bob Damron's Address Book","United States"
"221","'Rest Stop'","3 mi. N. (Both sides)","Cruising Areas","Cruisy Area,(AYOR)","Grants Pass","OR",1983,"","Bob Damron's Address Book","United States"
"222","'Rest Stop'","on 140 (Upton)","Cruising Areas","Cruisy Area","Worcester","MA",1983,"","Bob Damron's Address Book","United States"
"223","'Rest Stop'","betw. Northampton & Holyoke (Mass arrests)","Cruising Areas","Cruisy Area,(AYOR)","Springfield","MA",1983,"","Bob Damron's Address Book","United States"
"224","'Rest Stop'","7 mi. W.","Cruising Areas","Cruisy Area","Parsons","KS",1983,"","Bob Damron's Address Book","United States"
"225","'Rest Stop'","","Cruising Areas","Cruisy Area","Butler","NJ",1983,"","Bob Damron's Address Book","United States"
"226","'Rest Stop'","","Cruising Areas","Cruisy Area,(AYOR)","Ogunquit","ME",1983,"","Bob Damron's Address Book","United States"
"227","'Rest Stop'","","Cruising Areas","Cruisy Area","Wooster","OH",1983,"","Bob Damron's Address Book","United States"
"228","'Rest Stop'","Hwy 80 N.","Cruising Areas","Cruisy Area,(AYOR)","Tempe","AZ",1983,"","Bob Damron's Address Book","United States"
"229","'Rest Stop'","betw. Bath & Brunswick (S.)","Cruising Areas","Cruisy Area","Brunswick","ME",1983,"","Bob Damron's Address Book","United States"
"230","'Rest Stop'","at Sidney (Southbound)","Cruising Areas","Cruisy Area","Augusta","ME",1983,"","Bob Damron's Address Book","United States"
"231","'Rest Stop'","","Cruising Areas","Cruisy Area","Marion","OH",1983,"","Bob Damron's Address Book","United States"
"232","'Rest Stop'","","Cruising Areas","Cruisy Area","Longview","TX",1983,"","Bob Damron's Address Book","United States"
"233","'Rest Stop'","eastside nr. city limits","Cruising Areas","Cruisy Area","Green Bay","WI",1983,"","Bob Damron's Address Book","United States"
"234","'Rest Stop'","S. of DePere (AYOR - many arrests)","Cruising Areas","Cruisy Area,(AYOR)","Green Bay","WI",1983,"","Bob Damron's Address Book","United States"
"235","'Rest Stop'","1 1/2 mi. W.","Cruising Areas","Cruisy Area","Carthegena","OH",1983,"","Bob Damron's Address Book","United States"
"236","'Rest Stop'","","Cruising Areas","Cruisy Area","Uxbridge","MA",1983,"","Bob Damron's Address Book","United States"
"237","'Rest Stop'","(Both sides)","Cruising Areas","Cruisy Area","Batesville","MS",1983,"","Bob Damron's Address Book","United States"
"238","'Rest Stop'","","Cruising Areas","Cruisy Area","Mansfield","OH",1983,"","Bob Damron's Address Book","United States"
"239","'Rest Stop'","just S. of 271","Cruising Areas","Cruisy Area","Richfield","OH",1983,"","Bob Damron's Address Book","United States"
"240","'Rest Stop'","10 mi. S.","Cruising Areas","Cruisy Area","Nacogdoches","TX",1983,"","Bob Damron's Address Book","United States"
"241","'Rest Stop'","Southbound","Cruising Areas","Cruisy Area","Chambersburg","PA",1983,"","Bob Damron's Address Book","United States"
"242","'Rest Stop'","","Cruising Areas","Cruisy Area","Findlay","OH",1983,"","Bob Damron's Address Book","United States"
"243","'Rest Stop'","2 mi. W. of town","Cruising Areas","Cruisy Area","Junction City","KS",1983,"","Bob Damron's Address Book","United States"
"244","'Rest Stop'","","Cruising Areas","Cruisy Area","Wakarusa","KS",1983,"","Bob Damron's Address Book","United States"
"245","'Rest Stop'","on 1-26 S.","Cruising Areas","Cruisy Area","Columbia","SC",1983,"","Bob Damron's Address Book","United States"
"246","'Rest Stop'","","Cruising Areas","Cruisy Area","Morton","MS",1983,"","Bob Damron's Address Book","United States"
"247","'Rest Stop'","by Macon bypass","Cruising Areas","Cruisy Area","Macon","GA",1983,"","Bob Damron's Address Book","United States"
"248","'Rest Stop'","","Cruising Areas","Cruisy Area,(AYOR)","Northampton","MA",1983,"","Bob Damron's Address Book","United States"
"249","'Rest Stop' & woods","behind I-81, betw. exit 31 & 32","Cruising Areas","Cruisy Area","Pine Grove","PA",1981,"","Bob Damron's Address Book","United States"
"250","'Rest Stop' & woods","behind I-81, betw. exit 31 & 32","Cruising Areas","Cruisy Area","Pine Grove","PA",1983,"","Bob Damron's Address Book","United States"
"251","'Rest Stop' 35 mi. S. on I-10 (Northbound and Southbound)","","Cruising Areas","Cruisy Area","Phoenix","AZ",1981,"","Bob Damron's Address Book","United States"
"252","'Rest Stop' at Cactus City - W on I-10","","Cruising Areas","Cruisy Area","Quartzite","AZ",1981,"","Bob Damron's Address Book","United States"
"253","'Rest Stop' on 1-95","","Cruising Areas","Cruisy Area","Marcus Hook","PA",1981,"","Bob Damron's Address Book","United States"
"254","'Rest Stop' on I-30, 5 mi. S","","Cruising Areas","Cruisy Area","Ft. Smith","AR",1981,"","Bob Damron's Address Book","United States"
"255","'Rest Stops'","E & W","Cruising Areas","Cruisy Area,(AYOR)","Swansea","MA",1981,"","Bob Damron's Address Book","United States"
"256","'Rest Stops'","","Cruising Areas","Cruisy Area","Joplin","MO",1981,"","Bob Damron's Address Book","United States"
"257","'Rest Stops'","betw. Salem & Portland also betw. Salem & Albany (both sides - discretion)","Cruising Areas","Cruisy Area","Salem","OR",1981,"","Bob Damron's Address Book","United States"
"258","'Rest Stops'","just S. of 54th St.","Cruising Areas","Cruisy Area,(AYOR)","Grand Rapids","MI",1981,"","Bob Damron's Address Book","United States"
"259","'Rest Stops'","","Cruising Areas","Cruisy Area","Marshall","TX",1981,"","Bob Damron's Address Book","United States"
"260","'Rest Stops'","(nr. Chelmsford)","Cruising Areas","Cruisy Area","Lowell","MA",1981,"","Bob Damron's Address Book","United States"
"261","'Rest Stops'","(N . Chelmsford)","Cruising Areas","Cruisy Area","Lowell","MA",1981,"","Bob Damron's Address Book","United States"
"262","'Rest Stops'","","Cruising Areas","Cruisy Area","Fabens","TX",1981,"","Bob Damron's Address Book","United States"
"263","'Rest Stops'","about 5 mi. S.","Cruising Areas","Cruisy Area","Blaine","WA",1981,"","Bob Damron's Address Book","United States"
"264","'Rest Stops'","","Cruising Areas","Cruisy Area","Springfield","VT",1981,"","Bob Damron's Address Book","United States"
"265","'Rest Stops'","W. of town","Cruising Areas","Cruisy Area","Joplin","MO",1981,"","Bob Damron's Address Book","United States"
"266","'Rest Stops'","nr. Darien, Milford & Fairfield","Cruising Areas","Cruisy Area","Bridgeport","CT",1981,"","Bob Damron's Address Book","United States"
"267","'Rest Stops'","on both sides of I-66","Cruising Areas","Cruisy Area","Manassas","VA",1983,"","Bob Damron's Address Book","United States"
"268","'Rest Stops'","","Cruising Areas","Cruisy Area","Bridgeport","CT",1983,"","Bob Damron's Address Book","United States"
"269","'Rest Stops'","I-5 N. & S. about 5 mi.","Cruising Areas","Cruisy Area","Blaine","WA",1983,"","Bob Damron's Address Book","United States"
"270","'Rest Stops'","(nr. Chelmsford) (N. Chelmsford)","Cruising Areas","Cruisy Area","Lowell","MA",1983,"","Bob Damron's Address Book","United States"
"271","'Rest Stops'","betw. Salem & Portland - also betw. Salem & Albany (both sides - discretion)","Cruising Areas","Cruisy Area","Salem","OR",1983,"","Bob Damron's Address Book","United States"
"272","'Rest Stops'","nr. Darien","Cruising Areas","Cruisy Area","Bridgeport","CT",1983,"","Bob Damron's Address Book","United States"
"273","'Rest Stops'","at Attleboro","Cruising Areas","Cruisy Area,(AYOR)","Attleboro","MA",1983,"","Bob Damron's Address Book","United States"
"274","'Rest Stops'","Southbound at N. at Attleboro","Cruising Areas","Cruisy Area,(AYOR)","Attleboro","MA",1983,"","Bob Damron's Address Book","United States"
"275","'Rest Stops'","","Cruising Areas","Cruisy Area","Fabens","TX",1983,"","Bob Damron's Address Book","United States"
"276","'Rest Stops'","","Cruising Areas","Cruisy Area,(AYOR)","Joplin","MO",1983,"","Bob Damron's Address Book","United States"
"277","'The Block'","(Hustlers) betw. Arlington & Berkeley","Cruising Areas","Cruisy Area,(AYOR)","Boston","MA",1981,"","Bob Damron's Address Book","United States"
"278","'The Block'","","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Bob Damron's Address Book","United States"
"279","'The Block'","","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Bob Damron's Address Book","United States"
"280","'The Block'","around Andre's Restaurant on N.W. Cleveland - by foot or car","Cruising Areas","Cruisy Area","Canton","OH",1981,"","Bob Damron's Address Book","United States"
"281","'The Block'","","Cruising Areas","Cruisy Area","Charleston","WV",1981,"","Bob Damron's Address Book","United States"
"282","'The Block'","betw. Adams & 3rd","Cruising Areas","Cruisy Area","Richmond","VA",1981,"","Bob Damron's Address Book","United States"
"283","'The Block'","N. of 25th on Grant","Cruising Areas","Cruisy Area","Ogden","UT",1981,"","Bob Damron's Address Book","United States"
"284","'The Block'","from 30th to 31st, betw. 'O' & Dumbarton (Georgetown)","Cruising Areas","Cruisy Area","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"285","'The Block'","N. of 25th","Cruising Areas","Cruisy Area","Ogden","UT",1983,"","Bob Damron's Address Book","United States"
"286","'The Block'","betw. 'O' & Dumbarton (Georgetown)","Cruising Areas","Cruisy Area","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"287","'The Block'","around Tradewinds Motel","Cruising Areas","Cruisy Area","Ft. Smith","AR",1983,"","Bob Damron's Address Book","United States"
"288","'The Block'","around Andre's Restaurant on N .W .","Cruising Areas","Cruisy Area,(AYOR)","Canton","OH",1983,"","Bob Damron's Address Book","United States"
"289","'The Block'","Grace & Franklin betw. Adams & 3rd","Cruising Areas","Cruisy Area","Richmond","VA",1983,"","Bob Damron's Address Book","United States"
"290","'The Block'","","Cruising Areas","Cruisy Area","Charleston","WV",1983,"","Bob Damron's Address Book","United States"
"291","'The Block'","Summers, Donnally","Cruising Areas","Cruisy Area","Charleston","WV",1983,"","Bob Damron's Address Book","United States"
"292","'The Block' around Tradewinds Motel","","Cruising Areas","Cruisy Area","Ft. Smith","AR",1981,"","Bob Damron's Address Book","United States"
"293","'The Bushes'","at Battle Abbey","Cruising Areas","Cruisy Area","Richmond","VA",1983,"","Bob Damron's Address Book","United States"
"294","'The Cage'","Block around Federal Bldg.","Cruising Areas","Cruisy Area","Asheville","NC",1981,"","Bob Damron's Address Book","United States"
"295","'The Cage'","Block around Federal Bldg.","Cruising Areas","Cruisy Area","Asheville","NC",1983,"","Bob Damron's Address Book","United States"
"296","'The Circuit'","betw. Montrose & Mason","Cruising Areas","Cruisy Area,(AYOR)","Houston","TX",1981,"","Bob Damron's Address Book","United States"
"297","'The Dikes'","off I-91 N.","Cruising Areas","Cruisy Area,(AYOR)","Hartford","CT",1983,"","Bob Damron's Address Book","United States"
"298","'The Dunes'","'B.A.' Beach about 1 mi. N. of parking lot","Cruising Areas","","Rehoboth Beach","DE",1983,"","Bob Damron's Address Book","United States"
"299","'The Falls'","across Ohio River in Jeffersonville, Indiana","Cruising Areas","Cruisy Area,(*)","Louisville","KY",1981,"","Bob Damron's Address Book","United States"
"300","'The Falls'","across Ohio River in Jeffersonville, Indiana","Cruising Areas","Cruisy Area,(*)","Louisville","KY",1983,"","Bob Damron's Address Book","United States"
"301","'The Glens'","'Rest Stop' 1 mi. S. of Jct. I-91","Cruising Areas","Cruisy Area,(AYOR)","Meriden","CT",1981,"","Bob Damron's Address Book","United States"
"302","'The Loop'","Spring, Myrtle & Garden Sts. nr. Asylum St.","Cruising Areas","Cruisy Area,(*)","Hartford","CT",1981,"","Bob Damron's Address Book","United States"
"303","'The Loop'","nr. Asylum St.","Cruising Areas","Cruisy Area,(AYOR)","Hartford","CT",1983,"","Bob Damron's Address Book","United States"
"304","'The Loop'","nr. Asylum St.","Cruising Areas","Cruisy Area,(AYOR)","Hartford","CT",1983,"","Bob Damron's Address Book","United States"
"305","'The Loop'","nr. Asylum St.","Cruising Areas","Cruisy Area,(AYOR)","Hartford","CT",1983,"","Bob Damron's Address Book","United States"
"306","'The Strip'","'Hitch-hikers' on from Cache Rd. to Main Gate","Cruising Areas","Cruisy Area","Lawton","OK",1981,"","Bob Damron's Address Book","United States"
"307","'The Strip'","'Hitch-hikers' from Cache Rd. to Main Gate","Cruising Areas","Cruisy Area","Lawton","OK",1983,"","Bob Damron's Address Book","United States"
"308","'The Wall'","Nescopeck end of Ber-Nesco Bridge","Cruising Areas","Cruisy Area","Nescopeck","PA",1981,"","Bob Damron's Address Book","United States"
"309","'The Wall'","Dithridge St. & Winthrop - betw. 5th & Forbes (Nights only)","Cruising Areas","Cruisy Area","Pittsburgh","PA",1981,"","Bob Damron's Address Book","United States"
"310","'The Wall'","100 block of College Ave.","Cruising Areas","Cruisy Area","State College","PA",1981,"","Bob Damron's Address Book","United States"
"311","'The Wall'","100 block of College Ave.","Cruising Areas","Cruisy Area","State College","PA",1983,"","Bob Damron's Address Book","United States"
"312","'The Wall' Seminary Place","George & Somerset Sts.- nr. Rutgers U.","Cruising Areas","Cruisy Area","New Brunswick","NJ",1981,"","Bob Damron's Address Book","United States"
"313","'Tow Path'","along the canal nr. Ferry St.","Cruising Areas","Cruisy Area","New Hope","PA",1981,"","Bob Damron's Address Book","United States"
"314","'Tow Path'","along the canal & Ferry St. Bridge","Cruising Areas","Cruisy Area","New Hope","PA",1983,"","Bob Damron's Address Book","United States"
"315","'Truck Stop'","betw. Beaumont & Orange","Cruising Areas","Cruisy Area","Beaumont","TX",1981,"","Bob Damron's Address Book","United States"
"316","'Truck Stop'","betw. Beaumont & Orange","Cruising Areas","Cruisy Area","Beaumont","TX",1983,"","Bob Damron's Address Book","United States"
"317","'Truck Stops'","","Cruising Areas","Cruisy Area","Fayetteville","NC",1981,"","Bob Damron's Address Book","United States"
"318","'Truck Stops'","","Cruising Areas","Cruisy Area","Fayetteville","NC",1983,"","Bob Damron's Address Book","United States"
"319","'Walking the Block'","around La Fonda Hotel (& infamous T -Room)","Cruising Areas","Cruisy Area","Santa Fe","NM",1981,"","Bob Damron's Address Book","United States"
"320","'Walking the Block'","around La Fonda Hotel (& infamous T-Room)","Cruising Areas","Cruisy Area","Santa Fe","NM",1983,"","Bob Damron's Address Book","United States"
"321","""Ruth Ann""","(bet. exits 6 & 7) (Rest Stop)","Cruising Areas","Cruisy Area","Bristol","VA",1983,"","Bob Damron's Address Book","United States"
